,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,直腸與肛門,,胃,,食道,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,483.09,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,1176.47,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,1515.15,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,3030.30,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,其他男性生殖器官,,肺、支氣管及氣管,,胃,,腦,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,
,,,,35~39,1,483.09,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,1282.05,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,1282.05,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,1162.79,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肺、支氣管及氣管,,食道,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,1265.82,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,1754.39,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,10000.00,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,其它淋巴瘤,,非何杰金氏淋巴瘤,,胃,,淋巴結,,,,,鼻咽,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,,,,,,,
,,,,30~34,,,,,,,1,357.14,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,,480.77,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,961.54,,,,,,,,,,
,,,,60~64,,,,,1,1219.51,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,1408.45,1,1408.45,,,,,1,1408.45,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,食道,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,552.49,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,1449.28,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,胃,,食道,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,401.61,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,1149.43,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,1470.59,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,1492.54,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,1538.46,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,直腸與肛門,,後腹膜腔及腹膜,,胃,,胰,,膀胱,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,
,,,,0~4,,,1,487.80,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,495.05,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,709.22,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,1538.46,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,1369.86,1,1369.86,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,1086.96,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,6250.00,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,食道,,結直腸癌,,,,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,,,,,,,
,,,,35~39,1,414.94,,,1,414.94,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,613.50,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,1315.79,,,,,1,1315.79,,,,,,,,,,,,,,,
,,,,60~64,1,1851.85,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,1388.89,,,,,,,,,,,,,,,
,,,,70~74,1,1724.14,,,,,,,,,,,,,,1,,1724.14,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,2631.58,,,,,,,,,,
,,,,80~84,,,,,,,1,5555.56,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,20000.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肺、支氣管及氣管,,膀胱,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,892.86,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,1724.14,1,1724.14,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,皮膚,,食道,,膀胱,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,2127.66,1,2127.66,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,4347.83,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,,,胰,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,473.93,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,546.45,,,,,,,,,,
,,,,55~59,1,1136.36,,,1,1136.36,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,1886.79,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,1886.79,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,2272.73,,,,,,,1,,,,2272.73,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,1886.79,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,結直腸癌,,膽囊及肝外膽管,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,,,,,,,,,,
,,,,40~44,,,,,,,1,436.68,,,,,,,,,,,,,,,,,
,,,,45~49,1,518.13,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,689.66,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,1612.90,1,1612.90,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,2040.82,1,,,,2040.82,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,胃,,腦,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,523.56,,,,,,,,,,,,,,,
,,,,45~49,1,512.82,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,689.66,1,689.66,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,1030.93,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,白血病,,肝及肝內膽管,,肺、支氣管及氣管,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,480.77,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,2173.91,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,2500.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2008年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,胃,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,
,,,,55~59,2,1769.91,1,884.96,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,3125.00,1,3125.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2009年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,肺、支氣管及氣管,,胃,,食道,,結直腸癌,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,531.91,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,431.03,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,529.10,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,1282.05,,,,,,,,,,,,,,,
,,,,80~84,,,1,2631.58,,,1,2631.58,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2010年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,食道,,胸腺、心臟與中隔,,,,,眼及淚腺,,,攝護腺,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,,,,
,,,,5~9,,,,,,,,,,,,,,,,1,,1020.41,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,485.44,,,,,,,,,,
,,,,50~54,1,497.51,1,497.51,,,,,1,497.51,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,793.65,,,,,,,,,,,,,1,,793.65,,,,
,,,,65~69,,,,,,,1,1754.39,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,2777.78,,,,,,,,,,,,,1,,2777.78,,,,
,,,,80~84,,,,,,,,,1,2631.58,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1979年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,何杰金氏淋巴瘤,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,1,334.45,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,胃,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,1470.59,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,肝及肝內膽管,,食道,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,653.59,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,1515.15,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,1666.67,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1985年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,1063.83,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1986年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,子宮頸,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,
