,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,704.23,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,719.42,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,胃,,喉,,鼻咽,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,869.57,,,1,869.57,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,793.65,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,1063.83,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,胃,,鼻咽,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,561.80,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,943.40,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,1052.63,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,胃,,食道,,鼻咽,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,854.70,,,1,854.70,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,961.54,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,膀胱,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,,,,,,,,,,,,
,,,,15~19,,,,,1,421.94,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,826.45,,,,,,,,,1,,,,826.45,,,,,,,,,,,,
,,,,55~59,,,1,900.90,,,1,900.90,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,1010.10,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,其它淋巴瘤,,肺、支氣管及氣管,,胃,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,1,386.10,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,396.83,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,518.13,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,757.58,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,952.38,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,肝及肝內膽管,,肺、支氣管及氣管,,食道,,膀胱,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,
,,,,30~34,1,392.16,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,909.09,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,943.40,,,1,943.40,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,1190.48,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,2272.73,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,5555.56,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,胰,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,375.94,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,1010.10,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,925.93,,,1,925.93,,,,,,,,,,,,,,,,,
,,,,70~74,1,1219.51,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,2439.02,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肺、支氣管及氣管,,胃,,鼻咽,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,436.68,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,621.12,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,1000.00,,,1,1000.00,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,胃,,食道,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,
,,,,25~29,,,1,448.43,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,2,1142.86,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,990.10,,,1,990.10,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,1282.05,1,1282.05,,,,,1,1282.05,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,1333.33,1,1333.33,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,5263.16,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,33333.33,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,食道,,胰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,2083.33,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,4000.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,胃,,,,,胸腺、心臟與中隔,,,結直腸癌,,,膀胱,,,鼻咽,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率
,,,,30~34,,,,,,,,,,,,,,,,1,,454.55,,,,,,,,,
,,,,40~44,1,401.61,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,507.61,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,735.29,,,1,,,,735.29,,,,,,,1,,735.29,1,,735.29
,,,,55~59,,,1,1000.00,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,1030.93,,,1,1030.93,1,,,,1030.93,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,1,,1351.35,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,1612.90,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,1818.18,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,食道,,膀胱,,鼻咽,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,2,,,,913.24,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,2,,,,816.33,,,,,,,,,,,,
,,,,55~59,1,1123.60,1,1123.60,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,1123.60,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,1149.43,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,1754.39,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,肺、支氣管及氣管,,食道,,,,,骨、關節及關節軟骨,,,喉,,,鼻咽,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,
,,,,35~39,,,,,1,416.67,,,,,,,,,,1,,416.67,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,1,,462.96,,,
,,,,45~49,1,406.50,,,,,,,,,,,,,,,,,,,,1,,406.50,,,
,,,,50~54,1,641.03,,,,,,,1,641.03,,,,,,,,,1,,641.03,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,1,,1063.83,,,
,,,,60~64,,,,,,,1,1098.90,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,1250.00,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,1449.28,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,2040.82,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,5000.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,白血病,,其他男性生殖器官,,肺、支氣管及氣管,,胃,,結直腸癌,,膀胱,,,,,鼻咽,,,鼻腔、中耳及副鼻竇,,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,
,,,,10~14,1,591.72,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,427.35,,,1,427.35,,,,,,,,2,,854.70,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,1,,476.19,,,,,,
,,,,45~49,,,,,1,416.67,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,613.50,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,1041.67,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,1098.90,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,1234.57,,,,,,,1,,1234.57,,,
,,,,75~79,,,,,2,4255.32,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,食道,,,,,鼻咽,,,膽囊及肝外膽管,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,,,,,,
,,,,35~39,1,423.73,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,,487.80,,,,,,,,,
,,,,45~49,,,,,1,425.53,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,549.45,1,549.45,,,1,,,,549.45,,,,,,,,,,,,
,,,,55~59,,,,,1,970.87,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,1,,1234.57,,,,,,
,,,,70~74,,,,,,,1,1754.39,1,1754.39,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,2380.95,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,3448.28,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,皮膚,,肝及肝內膽管,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,543.48,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,826.45,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,1190.48,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,2040.82,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,2439.02,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,胃,,食道,,腎,,,,,鼻腔、中耳及副鼻竇,,,攝護腺,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,,,,,,
,,,,35~39,,,,,1,467.29,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,444.44,,,,,,,,,,,,
,,,,45~49,2,913.24,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,529.10,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,719.42,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,1351.35,,,,,,1,,1351.35,,,,,,,,,
,,,,65~69,,,1,1351.35,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,1666.67,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,1,,2564.10,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2008年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,結締組織、皮下組織及其他軟組織,,,鼻咽,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,1,,680.27,,,,,,,,,
,,,,40~44,,,,,1,471.70,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,1,,462.96,,,,,,
,,,,55~59,1,724.64,,,1,724.64,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,1315.79,1,1315.79,,,1,1315.79,,,,,,,,,,,,,,,,,
,,,,75~79,1,2325.58,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,3125.00,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,5555.56,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2009年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
