,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,118.13,,,,,,,2,118.13,1,,,,59.07,2,118.13,2,,118.13,,,,,,,,1,59.07,,,1,59.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,2,129.45,2,,129.45,,,,,,1,64.72,,,,,,,1,64.72,1,64.72,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,87.87,,,,,,,,,,1,,87.87,,,,,,,,,,,,,,,,,,,,,,1,87.87,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,168.92,,,,,,,,4,675.68,1,,168.92,,,,,,,,,,,,,,,,,,,,1,168.92,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,,1282.05,1,1282.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1985年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他男性生殖器官,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,食道,,胰,,骨、關節及關節軟骨,,眼及淚腺,,喉,,結直腸癌,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,22.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,1,,24.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,27.24,,,,,,,,,,,,,,,,,,,1,27.24,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48.64,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,47.17,,,,,,,,2,,94.34,,,1,47.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,48.33,,,,,,,,,2,,,,96.67,,,,,,,,1,,48.33,1,48.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,46.47,,,,,,,,,2,,,,92.94,,,,,,2,92.94,1,,46.47,,,,,1,46.47,,,,,,,,,1,46.47,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,57.70,,,1,57.70,1,,,,57.70,,,,,,,,1,,57.70,,,1,57.70,1,57.70,1,57.70,,,2,115.41,1,57.70,1,57.70,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,64.06,,,1,64.06,,,,,,,,,,,,,1,64.06,3,,192.18,2,128.12,1,64.06,,,,,,,,,1,64.06,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,86.66,1,86.66,,,,,,1,86.66,1,,86.66,,,2,,173.31,,,,,,,,,,,,,,,1,86.66,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,1,,183.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,349.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1986年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,2,43.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,34.73,,,,,,,1,34.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,69.47,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49.83,,,1,49.83,1,49.83,,,,,,,,,,,,,,,,
,,,,50~54,1,50.45,,,,,,,,,,,,,,,,1,,50.45,,,1,,50.45,,,2,100.91,,,,,,,,,,,1,50.45,1,50.45,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,47.55,,,1,,,,47.55,,,,,,,,,,,,,,,1,47.55,,,,,1,47.55,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,53.97,,,,,,,,,,,,,,1,53.97,,,,2,107.93,2,,107.93,1,53.97,,,,,,,1,53.97,,,,,1,53.97,1,53.97,,,,,,,,,,,,,,,,,,
,,,,65~69,1,58.86,1,58.86,,,,,,,,,,,,1,58.86,,,,,,,,,2,117.72,1,58.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,79.37,1,79.37,1,79.37,1,,,,79.37,,,,,,2,158.73,2,,158.73,,,,,,,,,,,2,158.73,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,195.69,,,,,,,,,,,,,,,,,,,,,1,,195.69,1,195.69,,,,,,,,,,,,,,,1,195.69,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,1,,359.71,,,,,,,,,,,1,359.71,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1818.18,2,,,,3636.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1987年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他分界不明的部位,,直腸與肛門,,,肺、支氣管及氣管,,胃,,,食道,,造血系統及網狀內皮系統,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,24.22,1,24.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,22.26,,,,,,,,,,1,22.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,23.67,,,,,,,,,,,,,,,,,,,,,,1,23.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,1,,26.95,,,1,26.95,,,,,,,,,,,1,26.95,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,2,64.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,46.93,1,46.93,,,,,,,1,,,,46.93,,,,,,,,,,,,,,,,,,,,,,,,,1,46.93,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,50.74,,,,,,,,,2,,,,101.47,,,1,,50.74,1,50.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,47.13,,,,,,,1,47.13,3,,,,141.38,,,1,,47.13,,,2,,94.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
