,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,其它淋巴瘤,,造血系統及網狀內皮系統,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,1,256.41,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,256.41,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,胃,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,1234.57,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,胃,,喉,,膽囊及肝外膽管,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,
,,,,40~44,,,1,649.35,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,675.68,,,1,675.68,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,735.29,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,1315.79,,,,,1,1315.79,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1985年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,胃,,結直腸癌,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,709.22,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,1190.48,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1986年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,膀胱,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,1,306.75,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,740.74,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,757.58,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1987年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,胃,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,980.39,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,694.44,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,719.42,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1988年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,肺、支氣管及氣管,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,
,,,,30~34,1,334.45,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,543.48,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,719.42,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,1562.50,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,1612.90,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,小腸,,肝及肝內膽管,,胃,,食道,,骨、關節及關節軟骨,,鼻咽,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,,,,,,,,,,
,,,,20~24,,,1,281.69,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,321.54,,,,,,,,,,
,,,,60~64,1,917.43,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,1562.50,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,3030.30,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,3846.15,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,10000.00,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,胃,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,469.48,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,884.96,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,1449.28,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,胃,,喉,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,263.85,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,1550.39,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,952.38,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,1298.70,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,胃,,食道,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,369.00,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,900.90,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,胃,,攝護腺,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,793.65,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,1886.79,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,1851.85,1,1851.85,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,胃,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,338.98,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,909.09,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,2000.00,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,1,490.20,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,593.47,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,347.22,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,其它淋巴瘤,,非何杰金氏淋巴瘤,,胃,,膽囊及肝外膽管,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,
,,,,15~19,1,335.57,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,342.47,,,1,342.47,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,1020.41,,,,,,,,,,,,,,,
,,,,65~69,1,1162.79,1,1162.79,,,1,1162.79,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,膀胱,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,9090.91,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,食道,,,,,結直腸癌,,,膀胱,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,,,,
,,,,50~54,,,,,1,1086.96,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,769.23,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,869.57,,,,,,,,,,,,,1,,869.57,,,,
,,,,65~69,1,1086.96,,,,,1,1086.96,1,1086.96,1,,,,1086.96,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,,1587.30,,,,,,,
,,,,75~79,,,1,3030.30,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,肝及肝內膽管,,胃,,食道,,膽囊及肝外膽管,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,
,,,,60~64,,,1,934.58,1,934.58,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,1428.57,,,,,,,1,1428.57,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,7692.31,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,肺、支氣管及氣管,,胃,,食道,,攝護腺,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,505.05,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,862.07,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,943.40,1,943.40,,,1,943.40,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,1123.60,1,1123.60,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,1562.50,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其它淋巴瘤,,肺、支氣管及氣管,,胃,,,,,胸腺、心臟與中隔,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,,,,,,,
,,,,30~34,1,341.30,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,436.68,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,961.54,,,,,1,961.54,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,1030.93,1,1030.93,1,1030.93,,,,,,1,,1030.93,,,,,,,
,,,,70~74,,,,,,,,,1,1639.34,1,,,,1639.34,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,729.93,,,,,,,,,,,,,,,,,
,,,,60~64,1,869.57,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,2325.58,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,1470.59,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,11111.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,皮膚,,直腸與肛門,,肺、支氣管及氣管,,胃,,結直腸癌,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,
,,,,30~34,,,1,364.96,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,344.83,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,1470.59,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,1923.08,,,,,,,,,,,,,,,
,,,,80~84,1,4347.83,,,1,4347.83,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,胃,,食道,,,,,結直腸癌,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,349.65,,,,,,,,,,
,,,,40~44,2,671.14,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,363.64,,,,,,,,,,,,1,,363.64,,,,,,,
,,,,50~54,,,,,1,574.71,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,840.34,,,,,,,2,1680.67,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,2298.85,,,,,,,,,,,,,,,
,,,,85+,,,,,1,9090.91,1,9090.91,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,,,,胃,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,,,,,,,
,,,,35~39,,,,,,,1,359.71,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,529.10,,,,,1,529.10,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,2325.58,,,,,,,,,,,,,,,
,,,,70~74,1,1388.89,,,,,,,,,2,,,,2777.78,1,,1388.89,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,2325.58,,,,,,,,,,
,,,,85+,,,,,1,8333.33,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,腎,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,,,,,,,,,,
,,,,25~29,1,327.87,,,,,1,327.87,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,371.75,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,2,947.87,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,833.33,,,,,,,,,,
,,,,60~64,,,1,1010.10,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,2325.58,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,肺、支氣管及氣管,,胃,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,362.32,,,,,,,,,,,,,,,,,
,,,,40~44,1,299.40,1,299.40,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,1123.60,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,1136.36,,,,,,,,,,,,,,,
,,,,70~74,1,1282.05,,,,,,,1,1282.05,,,,,,,,,,,,,,,
,,,,75~79,,,2,4255.32,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2008年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,非何杰金氏淋巴瘤,,胃,,食道,,攝護腺,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,,,,,,,,,,
,,,,35~39,,,1,381.68,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,359.71,,,,,,,,,,,,,,,
,,,,55~59,1,699.30,,,,,,,1,699.30,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,1265.82,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,1190.48,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,4545.45,,,1,,,,2272.73,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,2702.70,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,5882.35,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2009年,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,其它淋巴瘤,,肺、支氣管及氣管,,結直腸癌,,,,,腎,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,,,,,,,
,,,,30~34,1,348.43,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,363.64,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,341.30,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,342.47,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,381.68,1,,381.68,,,,,,,
,,,,70~74,,,,,,,1,1369.86,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,2173.91,,,,,,,,,,,,,,,
,,,,80~84,,,1,3125.00,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
