,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,3,13.74,,,,,,,,1,4.58,,,,,,,,,,,,,,,1,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,1,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,2,11.71,,,,,,,,,,,,,,,,,,,,,,,,1,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.99,,,,,,,,,1,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,2,10.78,,,,,,,,,,,,,,,,2,10.78,,,,,,,,,1,5.39,,,,,,,,,,,1,5.39,,,1,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,6.28,,,,,1,6.28,1,6.28,,,,,,,,,,,,,,,,,,,1,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,10.54,,,1,10.54,,,,,,,,,,,,,,,,,1,10.54,,,,,,,,,1,10.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,11.08,,,,,,,,,,,,,,3,33.23,,,,,1,11.08,2,22.16,1,11.08,,,,,,,,,,,,,,,1,11.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,13.46,2,26.91,,,,,,,1,13.46,,,2,26.91,2,26.91,,,,,,,1,13.46,1,13.46,,,,,1,13.46,1,13.46,,,1,13.46,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,15.60,10,156.01,,,,,1,15.60,2,31.20,,,5,78.00,,,,,,,1,15.60,1,15.60,,,,,,,,,1,15.60,1,15.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,20.03,5,100.16,,,1,20.03,,,4,80.13,,,8,160.26,1,20.03,,,1,20.03,3,60.10,,,,,,,,,,,1,20.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,9,245.50,,,,,3,81.83,1,27.28,,,4,109.11,1,27.28,,,,,1,27.28,3,81.83,,,,,,,,,2,54.56,,,,,2,54.56,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,43.44,,,,,,,,2,86.88,,,,,1,43.44,1,43.44,,,8,347.52,1,43.44,,,,,4,173.76,2,86.88,,,,,,,1,43.44,2,86.88,,,,,3,130.32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,135.04,,,,,,,,,,,,,,1,67.52,,,,,1,67.52,2,135.04,,,2,135.04,2,135.04,,,,,,,,,1,67.52,,,,,,,1,67.52,,,,,1,67.52,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,155.76,,,,,,,,,,,,1,155.76,,,,,,,,,,,2,311.53,,,,,,,,,,,,,,,,,,,1,155.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,398.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,男性乳房,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,2,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,2,11.17,,,,,,,,,,,,1,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,5.90,,,,,,,,,,,,,,,,,,1,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,2,10.80,,,,,,,,,,,,,,,,1,5.40,,,,,1,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,5.94,,,,,,,,,,6,35.63,,,1,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,10.53,,,,,1,10.53,,,,,,,,,,2,21.05,,,1,10.53,1,10.53,,,1,10.53,,,,,1,10.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,21.79,,,,,1,10.89,,,,,,,,,,,,1,10.89,,,,,,,,,,,,,,,,,,,1,10.89,,,1,10.89,,,3,32.68,1,10.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,13.41,,,,,,,2,26.82,,,,,,,,5,67.04,,,,,4,53.63,,,,,2,26.82,1,13.41,,,,,,,2,26.82,,,,,,,1,13.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,15.72,,,,,,1,15.72,4,62.88,,,1,15.72,2,31.44,,,1,15.72,1,15.72,1,15.72,,,,,1,15.72,1,15.72,,,,,,,2,31.44,,,1,15.72,1,15.72,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,4,77.82,,,,,,,,,1,,,,19.46,,,6,116.73,,,,,6,116.73,,,3,58.37,2,38.91,2,38.91,,,,,1,19.46,,,1,19.46,,,1,19.46,1,19.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,4,104.33,1,26.08,,,1,26.08,,,,,,,,,,6,156.49,,,,,2,52.16,,,4,104.33,3,78.25,,,,,1,26.08,,,2,52.16,,,,,1,26.08,,,,,,,1,26.08,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,42.96,,,,,,,,,,,,,,,,4,171.82,,,1,42.96,5,214.78,,,3,128.87,1,42.96,,,,,,,1,42.96,4,171.82,,,,,,,,,,,1,42.96,,,,,,,,,,,,,,,,,,,,,,,,,,
