,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,1,226.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,549.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胸膜,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,1,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,10.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,11.02,,,1,11.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,12.76,,,,,,,,,,,,,,1,12.76,,,1,12.76,,,,,,,,,,,,,,,1,12.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,19.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,4,83.16,,,,,,,,,,,,,,1,20.79,,,,,,,,,,,,,,,,,,,3,62.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,23.78,,,1,23.78,,,1,23.78,,,,,,,,,,,,,,,,,,,,,,,,2,47.56,1,23.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,99.53,,,,,,,,,,,,,,,,1,24.88,1,24.88,1,24.88,,,,,,,,,,,,,1,24.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,27.23,3,81.68,,,1,27.23,1,27.23,,,,,,3,81.68,,,2,54.45,1,27.23,,,,,,,1,27.23,,,,,1,27.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,32.82,,,,,,2,65.64,1,32.82,6,196.91,1,32.82,,,1,32.82,2,65.64,2,65.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,65.66,,,,,,,2,131.32,,,,,,,,3,196.98,1,65.66,,,,,,,,,,,,,,,,,,,1,65.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,2,211.86,,,,,,,1,105.93,,,,,,,,,1,105.93,1,105.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,213.22,1,213.22,,,,,,,,,,,,,,,,,,,1,213.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,526.32,1,526.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,甲狀腺,,白血病,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,消化器官其他分界不明部位,,胰,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,5~9,,,,,,,2,16.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,10.68,,,,,,,,1,10.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,10.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.99,1,10.99,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,12.02,,,,,,,,,2,,,,24.04,,,,,,,1,12.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24.04,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,18.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.31,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,3,,,,71.51,,,,,1,23.84,1,23.84,,,,,,,,,,,,,,,,,2,47.68,,,,,,,,,,,,,2,47.68,,,,,,,,,,,,,,
,,,,50~54,2,49.54,1,24.77,,,,,,,,,,,,,,,,1,24.77,2,49.54,,,,,,,,,,,,,,,,,2,49.54,,,,,1,24.77,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,26.19,,,,,1,26.19,,,7,,,,183.34,,,,,,,,,1,26.19,1,26.19,,,,,,,,,1,26.19,,,2,52.38,,,,,,,,,2,52.38,1,26.19,2,52.38,2,52.38,1,26.19,,,,,,,,,,
,,,,60~64,1,31.41,,,1,31.41,,,,,,,,,,,,,,1,31.41,8,251.26,3,94.22,,,1,31.41,,,,,,,,,,,1,31.41,,,,,,,,,,,2,62.81,1,31.41,,,,,,,,,,,,,,
,,,,65~69,1,63.69,,,,,,,1,63.69,,,,,,,,,,1,63.69,6,382.17,,,,,,,,,,,,,,,,,,,,,,,1,63.69,,,,,1,63.69,,,1,63.69,,,,,,,,,,,,
,,,,70~74,1,98.72,,,,,,,,,2,,,,197.43,,,1,98.72,,,1,98.72,2,197.43,,,,,1,98.72,,,1,98.72,,,,,1,98.72,,,,,,,,,,,1,98.72,,,,,1,98.72,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,1,193.42,,,,,,,,,,,,,,,1,193.42,3,580.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,2,934.58,,,,,,,,,,,,,,,,,,,,,1,467.29,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,1369.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,胸膜,,喉,,結直腸癌,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,1,9.07,,,,,,,,,,,,,,,,,1,9.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,10.84,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,2,22.48,,,,,,,,,,,,,,,,,,,,,,1,11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,35.82,,,,,1,17.91,1,17.91,1,,,,17.91,,,,,,,,,,,,,,,,,,,,,,,,,1,17.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,59.63,,,,,,,1,19.88,,,,,,,,,,,,1,19.88,,,,,,,,,,,,,,,,,1,19.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,3,69.75,,,,,,,,1,23.25,3,69.75,,,,,,,,,,,,,,,,,1,23.25,1,23.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,5,124.66,,,,,,,2,49.86,,,,,,1,24.93,1,24.93,2,49.86,,,1,24.93,,,,,,,1,24.93,,,,,,,2,49.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,25.77,,,,,,,,,,,,,,,,6,154.64,2,51.55,1,25.77,,,,,,,4,103.09,,,,,,,2,51.55,1,25.77,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,62.03,,,,,,,3,93.05,,,,,,,,2,62.03,3,93.05,1,31.02,,,,,,,,,1,31.02,,,,,1,31.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,63.33,,,,,3,189.99,,,,,,,,2,126.66,8,506.65,2,126.66,,,,,,,1,63.33,,,,,,,,,1,63.33,,,1,63.33,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,92.68,,,,,,,,,,,,,,,,,,1,92.68,1,92.68,1,92.68,,,1,92.68,,,,,1,92.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,181.82,,,,,,,,,,,,1,181.82,1,181.82,,,1,181.82,,,,,,,,,,,,,,,,,1,181.82,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1985年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
