,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,28.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,1,43.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,61.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,2,135.96,,,1,,,,67.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,67.93,,,,,,,,1,67.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,112.23,1,112.23,,,1,112.23,,,,,,,,1,112.23,1,112.23,1,112.23,1,112.23,1,112.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,2,328.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,254.45,,,,,,,,1,254.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,552.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,甲狀腺,,皮膚,,肝及肝內膽管,,其他神經系統,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,胸膜,,淋巴結,,造血系統及網狀內皮系統,,喉,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,1,23.52,1,23.52,,,,,,,,1,23.52,,,,,,,,,,,1,23.52,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,1,29.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,1,27.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39.60,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,58.17,,,,,,,,,,,,,,,,,,,,,,,,,,1,58.17,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,68.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,67.98,,,,,,,,,1,67.98,,,,,,,2,135.96,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,81.23,,,2,162.47,,,,,1,,,,81.23,1,81.23,1,81.23,,,,,,,,,,,,,,,1,81.23,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,4,428.27,1,107.07,,,,,,,,,,,,,,,2,214.13,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,165.29,,,,,,,1,,,,165.29,2,330.58,,,,,,,1,165.29,,,,,,,,,1,165.29,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,238.10,,,,,,1,238.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,529.10,,,,,,,,,,,,1,529.10,1,529.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,909.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,,,,其他男性生殖器官,,肺、支氣管及氣管,,胃,,食道,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,5~9,,,1,27.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,26.68,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.68,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,1,31.31,,,,,1,31.31,,,,,,,,,,,,,,1,31.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,60.02,,,,,,,,1,60.02,,,,,,,,,,,,,,,,,2,120.05,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,63.82,,,,,,,,,,1,63.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,69.88,,,,,1,69.88,,,,,,,,,1,69.88,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,77.52,,,1,77.52,,,,,,,,1,77.52,2,155.04,,,,,1,77.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,103.31,,,2,206.61,1,103.31,3,309.92,,,,,,1,103.31,1,103.31,1,103.31,,,,,,,1,103.31,,,,,1,103.31,1,103.31,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,,,1,159.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,1,215.52,,,1,215.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,3225.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,骨、關節及關節軟骨,,結直腸癌,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,1,30.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,1,27.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,35.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,56.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,60.31,,,,,,,1,60.31,,,,,1,60.31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,63.33,1,63.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,138.31,,,,,,,1,69.16,,,,,,,,,,1,69.16,,,,,,,1,69.16,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,2,151.17,1,75.59,1,75.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,98.62,,,,,1,98.62,1,,,,98.62,,,,,,,,,,,1,98.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,314.47,1,,,,157.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,205.76,,,,,1,205.76,2,,,,411.52,,,,,,,,,,,,,1,205.76,2,411.52,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,990.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1985年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,結直腸癌,,腦,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,25.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,34.60,,,,,1,34.60,1,34.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,62.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,61.73,,,,,,,,,,,,1,61.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,71.94,2,143.88,,,,,,,,,,1,71.94,,,,,1,71.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,72.15,,,,,1,,,,72.15,1,72.15,2,144.30,1,72.15,1,72.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,98.04,,,,,,,,,,2,196.08,2,196.08,,,,,,,,,,,2,196.08,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,140.45,1,140.45,,,,,,,,1,140.45,2,280.90,,,,,,,,,,,2,280.90,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,201.21,,,1,201.21,,,,,,,,,,,,,,,,,,1,201.21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,395.26,,,,,,,,,,,,,,,,,,,,,,,,,,2,790.51,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,2941.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1986年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,白血病,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,造血系統及網狀內皮系統,,喉,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,33.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,64.85,,,1,,,,64.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,59.92,1,59.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,71.02,,,1,71.02,1,71.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,70.52,1,70.52,2,,,,141.04,2,141.04,,,,,,,,,1,70.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,95.60,,,,,,,1,95.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,128.70,,,,,,,1,128.70,,,,,,,,,,1,128.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,202.43,,,,,,,,,,,,,,1,202.43,,,,,1,202.43,,,1,202.43,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,970.87,,,,,,,,,1,970.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1987年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,其它淋巴瘤,,肺、支氣管及氣管,,胃,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,1,28.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,30.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,28.42,,,1,28.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.24,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,64.23,,,,,,,,,,,,1,64.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,2,120.70,,,,,,,,,,,,,2,120.70,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,71.28,,,,,3,213.83,,,,,,,,1,71.28,1,71.28,,,,,1,71.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,71.33,,,,,,,3,213.98,,,,,,,,2,142.65,1,71.33,,,,,,,1,71.33,,,1,71.33,1,71.33,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,90.33,,,,,,,1,90.33,1,,,,90.33,,,1,90.33,1,90.33,,,,,,,2,180.67,,,,,1,90.33,1,90.33,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,3,365.85,,,,,,,,2,243.90,4,487.80,,,,,1,121.95,,,1,121.95,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,3,600.00,,,,,,,,,,2,400.00,1,200.00,1,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,330.03,1,330.03,,,,,,,,,,,,,,,,,,,1,330.03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1988年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,主唾液腺,,白血病,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,淋巴結,,結直腸癌,,腎,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
