,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,507.61,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,990.10,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,819.67,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,769.23,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,肺、支氣管及氣管,,喉,,結締組織、皮下組織及其他軟組織,,鼻咽,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,819.67,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,709.22,,,,,,,,,,,,,,,,,
,,,,65~69,1,877.19,,,,,1,877.19,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,1492.54,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肺、支氣管及氣管,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,854.70,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,833.33,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,1694.92,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,白血病,,肺、支氣管及氣管,,鼻咽,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,1,543.48,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,649.35,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,917.43,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,769.23,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,直腸與肛門,,胃,,結直腸癌,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,384.62,,,1,384.62,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,591.72,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,884.96,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,胃,,腦,,鼻咽,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,271.74,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,763.36,,,1,763.36,,,1,763.36,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,943.40,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肺、支氣管及氣管,,胃,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,
,,,,40~44,1,338.98,,,,,1,338.98,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,854.70,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,900.90,,,1,900.90,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,884.96,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,胃,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,
,,,,35~39,,,1,280.11,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,480.77,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,952.38,,,1,952.38,,,,,,,,,,,,,,,,,
,,,,65~69,1,934.58,,,,,1,934.58,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,,1030.93,1,,1030.93,1,,1030.93,,,
,,,,80~84,,,,,,,,,,,1,,,,4761.90,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,非何杰金氏淋巴瘤,,食道,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,1162.79,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,862.07,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,4545.45,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,胃,,食道,,鼻咽,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,291.55,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,990.10,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,943.40,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,胃,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,,,,,,,,,,,,
,,,,35~39,,,1,288.18,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,297.62,,,,,,,,,,,,,,,,,
,,,,45~49,1,384.62,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,595.24,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,854.70,,,1,854.70,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,1020.41,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,1086.96,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,1666.67,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,12500.00,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,食道,,胰,,,,,結直腸癌,,,鼻咽,,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,2,,746.27,,,,,,
,,,,35~39,1,320.51,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,348.43,1,348.43,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,1,,537.63,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,1,,1010.10,,,,,,,,,
,,,,60~64,,,,,,,1,869.57,,,,,,,,1,,869.57,,,,,,,,,
,,,,65~69,,,,,,,,,2,2040.82,,,,,,,,,1,,1020.41,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,1098.90,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,1,,1666.67,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,肺、支氣管及氣管,,食道,,結直腸癌,,腎,,膀胱,,,,,鼻咽,,,攝護腺,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,328.95,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,,281.69,,,,,,,,,
,,,,50~54,1,495.05,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,869.57,,,,,,,,,,,,,,,,,
,,,,60~64,1,980.39,1,980.39,,,,,,,,,,,,,,,1,,980.39,,,,,,
,,,,65~69,,,,,1,1136.36,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,1162.79,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,1388.89,,,,1,,1388.89,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,,,食道,,,胰,,,胸腺、心臟與中隔,,,鼻咽,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率
,,,,40~44,1,270.27,,,,,1,270.27,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,316.46,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,469.48,,,1,469.48,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,,1204.82,,,,,,,1,,1204.82
,,,,65~69,,,,,,,,,1,990.10,1,,,,990.10,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,1,,1298.70,,,,,,
,,,,85+,,,,,1,10000.00,,,,,,,,,,,,,,,,1,,10000.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,喉,,鼻咽,,,,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,,,,,,,,,
,,,,40~44,,,,,1,296.74,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,304.88,,,,,,,,,,,,
,,,,50~54,1,432.90,1,432.90,,,,,,,1,,,,432.90,,,,,,,,,,,,
,,,,60~64,,,2,2739.73,,,,,,,,,,,,1,,1369.86,,,,,,,,,
,,,,65~69,2,1869.16,,,,,1,934.58,1,934.58,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2008年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,非何杰金氏淋巴瘤,,結直腸癌,,,,,鼻咽,,,攝護腺,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,,,,,,
,,,,40~44,,,,,1,300.30,,,,,,,,,,1,,300.30,,,,,,,,,
,,,,45~49,,,,,,,1,308.64,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,2,,,,1315.79,,,,,,,,,,,,
,,,,60~64,1,1149.43,1,1149.43,,,,,,,1,,,,1149.43,,,,,,,,,,,,
,,,,65~69,1,1000.00,,,,,,,,,,,,,,,,,1,,1000.00,,,,,,
,,,,80~84,,,,,,,,,1,2702.70,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2009年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,結直腸癌,,,,,鼻咽,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,,375.94,,,,,,,,,
,,,,40~44,1,333.33,,,1,333.33,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,297.62,1,297.62,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,361.01,1,,,,361.01,,,,,,,,,,,,
,,,,55~59,,,,,,,1,578.03,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,1136.36,,,1,1136.36,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,1030.93,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,1282.05,1,1282.05,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,肝及肝內膽管,,肺、支氣管及氣管,,胰,,胸膜,,,,,造血系統及網狀內皮系統,,,喉,,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,
,,,,30~34,,,1,336.70,,,1,336.70,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,284.09,,,1,284.09,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,348.43,,,,,,,,,,1,,348.43,,,,,,,,,
,,,,55~59,,,1,534.76,,,1,534.76,,,1,,,,534.76,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,1000.00,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,1,,1351.35,,,
,,,,75~79,1,1515.15,,,,,,,,,,,,,,,,,1,,1515.15,,,,,,
