,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,564.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,肺、支氣管及氣管,,胃,,喉,,膀胱,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,142.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,226.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,2,542.01,,,,,1,271.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,909.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,537.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,白血病,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,2,233.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,321.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,242.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,404.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,胃,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,315.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,255.75,,,1,255.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,261.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,408.16,,,1,408.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,肺、支氣管及氣管,,胃,,,,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,333.33,,,,,1,,,,333.33,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,281.69,,,1,281.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,257.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,398.41,1,398.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,,591.72,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,781.25,,,,,,1,,781.25,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,,,,結直腸癌,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,,,,,,,,,,,,,,,,,
,,,,45~49,1,337.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,304.88,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,252.53,,,1,252.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,,377.36,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,591.72,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,2272.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1985年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,白血病,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,355.87,1,355.87,1,355.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,350.88,,,1,350.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,255.10,1,255.10,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,366.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,2439.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1986年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,肺、支氣管及氣管,,胃,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,375.94,,,,,,,1,375.94,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,367.65,,,1,367.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,687.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,534.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,826.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1987年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,,,,胰,,,結直腸癌,,,膀胱,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,
,,,,35~39,,,1,204.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,363.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,294.99,,,,,,,,,,,,,1,,294.99,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,655.74,,,1,,,,327.87,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,555.56,,,,,1,555.56,,,,,,,,1,,555.56,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,793.65,,,1,793.65,1,793.65,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,1,,1369.86,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1988年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,骨、關節及關節軟骨,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,121.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,324.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,390.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,317.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,529.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,肺、支氣管及氣管,,胃,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,793.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,352.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,299.40,1,299.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,487.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,806.45,1,806.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,1298.70,,,1,1298.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,造血系統及網狀內皮系統,,結直腸癌,,腎,,,,,膀胱,,,膽囊及肝外膽管,,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,
,,,,15~19,,,,,,,1,124.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,120.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,413.22,,,,,,,,,,,,,,1,,413.22,,,,,,,,,,,,,,,,,
,,,,55~59,1,416.67,,,,,,,,,1,,,,416.67,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,294.99,,,,,,,,,,,,,,1,,294.99,1,,294.99,,,,,,,,,,,,,,
,,,,70~74,,,,,1,800.00,,,1,800.00,,,,,,,,,,,,1,,800.00,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,食道,,,,,喉,,,結直腸癌,,,膽囊及肝外膽管,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,
,,,,5~9,,,1,157.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,448.43,2,896.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,318.47,,,,,,,1,318.47,,,,,,1,,318.47,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,411.52,,,1,,,,411.52,,,,1,,411.52,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,709.22,,,,,,1,,709.22,,,,1,,709.22,,,,,,,,,,,
,,,,75~79,,,,,,,1,1315.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,,,,胰,,,喉,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,,膀胱,,鼻咽,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,30~34,1,144.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,225.73,,,,,,,,,,,,,,,,,,1,,225.73,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,378.79,,,,,,,,,,,,,,,1,378.79,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,1,,408.16,,,,,,,,,,,,,,
,,,,60~64,1,348.43,,,1,348.43,,,1,348.43,,,,,,,,,,,,,,,1,,348.43,,,,,,,,
,,,,65~69,,,,,,,1,389.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,1459.85,,,,,,1,,729.93,,,,1,,729.93,,,,,,,,1,729.93,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1219.51,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,其它淋巴瘤,,肺、支氣管及氣管,,胃,,食道,,骨、關節及關節軟骨,,,,,造血系統及網狀內皮系統,,,喉,,,結直腸癌,,,腦,,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,1,,139.28,,,,,,,,
,,,,30~34,,,1,134.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,1,,209.64,,,,,,,,
,,,,50~54,,,,,,,2,829.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,465.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,371.75,,,1,371.75,1,371.75,,,,,,,,1,,371.75,1,,371.75,,,,,,,1,371.75,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,367.65,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,694.44,,,,,,,,,,,,1,,694.44,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,白血病,,肝及肝內膽管,,肺、支氣管及氣管,,造血系統及網狀內皮系統,,,,,鼻咽,,,攝護腺,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,146.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,202.43,,,1,,,,202.43,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,2,589.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,414.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,490.20,,,,,,,,1,,490.20,,,,,,,,,,,,,,,,,
,,,,60~64,1,416.67,,,1,416.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,350.88,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,1,,2439.02,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,肝及肝內膽管,,其它淋巴瘤,,肺、支氣管及氣管,,胃,,食道,,,,,骨、關節及關節軟骨,,,結締組織、皮下組織及其他軟組織,,,睪丸,,,膽囊及肝外膽管,,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,1,,125.94,,,,,,,,,,,
,,,,15~19,,,,,1,132.28,,,,,,,,,,1,,132.28,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,151.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,190.11,1,190.11,,,,,,,,,,,,,1,,190.11,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,259.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,438.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,497.51,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,2,714.29,,,,,1,357.14,,,,,,,,,,,,,,,,,,1,357.14,,,,,,
,,,,70~74,1,625.00,,,,,,,1,625.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,2,2380.95,,,,,1,1190.48,,,,,,,,,,,,,,,1,,1190.48,,,,,,,,
,,,,80~84,,,,,,,,,1,2272.73,1,,,,2272.73,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,,食道,,,鼻咽,,,膽囊及肝外膽管,,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,,247.52,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,421.94,1,421.94,1,,,,421.94,1,,421.94,,,,1,,421.94,,,,,,,,,,,
,,,,55~59,1,495.05,,,1,495.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,515.46,,,,,,,,,1,,515.46,,,,,,,,,,,,,,
,,,,65~69,1,418.41,,,2,836.82,,,2,836.82,,,,,,1,,418.41,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,584.80,,,,,,,,1,,584.80,,,,,,,1,,584.80,1,584.80,,,,,,
,,,,75~79,,,1,1149.43,1,1149.43,,,1,1149.43,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,2631.58,,,,,,1,,2631.58,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,,,,胸腺、心臟與中隔,,,結直腸癌,,,膀胱,,,鼻咽,,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,1,,147.71,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,1,,173.91,,,,,,,,
,,,,45~49,,,,,,,,,1,233.64,,,,,,,,,,,,,,,,,,,,,,,,,
