,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,88.81,,,,,,,,1,88.81,,,1,88.81,2,177.62,,,2,177.62,1,88.81,,,,,,,1,88.81,,,,,,,1,88.81,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,287.36,,,,,,,1,287.36,,,,,,,,,,,,,,,,,,1,287.36,,,,,,,1,287.36,1,287.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他分界不明的部位,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.50,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,2,10.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,5.28,,,,,,,,,,1,5.28,,,,,,,,,,,,,1,5.28,,,,,,,,,,,,,2,10.56,,,,,1,5.28,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.44,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,2,11.26,,,,,,,1,5.63,,,,,,,,,,,,,,,,,,,,,,,1,5.63,,,,,,,,,1,5.63,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,8.60,,,,,,1,8.60,,,,,,,1,8.60,,,,,,,,,,,,,,,,,1,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,10.15,3,30.45,,,,,,,1,10.15,,,,,2,20.30,,,,,,,,,,,,,,,,,,,,,,,,,,,3,30.45,,,,,,,,,,,,,,
,,,,45~49,,,1,11.87,1,11.87,,,,,,,,,,1,11.87,,,,,,,,,1,11.87,,,3,35.61,,,,,,,,,,,,,,,2,23.74,,,1,11.87,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,3,29.66,,,,,,,1,9.89,3,29.66,,,3,29.66,1,9.89,1,9.89,,,,,1,9.89,,,,,2,19.77,,,,,,,1,9.89,1,9.89,2,19.77,1,9.89,,,,,,,,,,,,
,,,,55~59,2,19.90,,,1,9.95,,,,,1,,,,9.95,7,69.65,,,,,2,19.90,7,69.65,8,79.60,1,9.95,5,49.75,1,9.95,,,,,2,19.90,,,2,19.90,,,2,19.90,1,9.95,,,,,,,3,29.85,3,29.85,1,9.95,,,,,,,,,,,,
,,,,60~64,1,14.48,,,,,,,,,2,,,,28.96,7,101.36,,,,,,,1,14.48,8,115.84,,,9,130.32,5,72.40,,,,,,,,,,,1,14.48,,,,,,,,,,,2,28.96,2,28.96,,,,,,,,,,,,,,
,,,,65~69,,,,,1,20.80,2,41.60,,,2,,,,41.60,1,20.80,1,20.80,,,,,,,6,124.79,,,9,187.19,1,20.80,1,20.80,1,20.80,,,1,20.80,,,,,2,41.60,,,1,20.80,2,41.60,,,3,62.40,,,,,1,20.80,,,,,,,,,,
,,,,70~74,,,,,1,38.82,,,,,1,,,,38.82,3,116.46,,,,,,,1,38.82,3,116.46,,,4,155.28,6,232.92,,,,,,,,,,,,,,,,,,,1,38.82,,,1,38.82,,,,,3,116.46,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,1,76.45,1,76.45,,,2,152.91,1,76.45,,,,,,,,,,,,,,,,,,,,,,,1,76.45,,,1,76.45,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,1,238.66,2,477.33,,,1,238.66,,,,,,,,,,,,,,,1,238.66,,,,,,,,,2,477.33,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,小腸,,皮膚,,肝及肝內膽管,,其他神經系統,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,2,10.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,12.16,,,,,,,,,,,,,,,,1,12.16,,,,,,,,,,,,,1,12.16,1,12.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,10.36,,,,,,,,,2,,,,20.71,1,10.36,,,,,,,1,10.36,,,,,,,,,,,1,10.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,2,19.84,,,1,9.92,3,,,,29.76,1,9.92,,,,,,,,,1,9.92,,,1,9.92,1,9.92,2,19.84,,,1,9.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,13.29,,,1,13.29,3,,,,39.86,3,39.86,,,,,,,2,26.57,,,,,,,,,,,,,1,13.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,21.42,1,21.42,,,1,21.42,2,,,,42.84,2,42.84,1,21.42,,,,,2,42.84,,,,,,,1,21.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,31.06,3,93.17,,,,,,,,,3,93.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,3,215.36,3,,,,215.36,2,143.58,,,,,,,1,71.79,,,,,,,,,2,143.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,189.75,,,,,,,,,,,,,,,1,189.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,523.56,,,,,,,1,523.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,1,5.37,,,,,,,,,,,,1,5.37,,,,,,,1,5.37,,,,,,,,,,,,,,,,,,,,,1,5.37,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,2,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9.84,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,1,5.32,,,,,,,,,,,,,,,1,5.32,,,,,1,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.32,1,5.32,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,2,9.92,,,,,1,4.96,,,,,,,,,,,,,,,,,,,,,1,4.96,,,1,4.96,,,,,,,3,14.88,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,5.04,,,,,,1,5.04,,,,,,,,,,,1,5.04,,,,,,,,,,,,,1,5.04,,,,,,,1,5.04,,,,,3,15.12,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,7.50,2,14.99,,,,,,,3,22.49,,,1,7.50,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14.99,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,9.07,1,,,,9.07,1,9.07,,,,,,,,,1,9.07,1,9.07,,,,,,,1,9.07,,,,,,,,,,,,,,,,,1,9.07,2,18.14,1,9.07,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,11.89,1,11.89,,,,,,4,47.57,,,,,,,1,11.89,,,,,,,1,11.89,,,,,,,,,1,11.89,,,1,11.89,,,,,,,1,11.89,2,23.79,1,11.89,,,,,,,,,,,,,,
,,,,50~54,1,10.86,,,,,,,1,10.86,,,,,,9,97.76,1,10.86,1,10.86,1,10.86,4,43.45,,,2,21.72,,,1,10.86,,,,,1,10.86,1,10.86,1,10.86,,,1,10.86,,,,,,,1,10.86,1,10.86,,,,,,,,,,,,,,,,
,,,,55~59,1,9.83,1,9.83,,,1,9.83,,,,,,,,13,127.75,1,9.83,1,9.83,2,19.65,6,58.96,,,10,98.27,3,29.48,,,,,,,2,19.65,,,2,19.65,1,9.83,1,9.83,,,,,1,9.83,2,19.65,2,19.65,1,9.83,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,8,102.08,,,,,3,38.28,6,76.56,,,5,63.80,1,12.76,,,,,,,1,12.76,4,51.04,4,51.04,,,,,,,,,1,12.76,3,38.28,1,12.76,1,12.76,,,,,,,,,,,,,,
,,,,65~69,1,20.33,,,1,20.33,,,2,40.67,,,,,,4,81.33,,,,,5,101.67,11,223.67,,,7,142.33,,,2,40.67,1,20.33,,,,,1,20.33,3,61.00,,,,,,,,,1,20.33,1,20.33,2,40.67,,,2,40.67,,,,,,,,,,,,
,,,,70~74,,,,,,,1,28.88,,,,,,,,2,57.75,1,28.88,,,,,9,259.89,,,9,259.89,2,57.75,,,,,,,,,1,28.88,6,173.26,,,1,28.88,3,86.63,,,,,6,173.26,1,28.88,1,28.88,1,28.88,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,131.23,,,,,1,65.62,2,131.23,,,6,393.70,1,65.62,1,65.62,,,,,,,,,2,131.23,1,65.62,,,,,,,,,,,,,,,1,65.62,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,2,318.47,,,2,318.47,1,159.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,434.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
