,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,6.94,1,6.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,7.09,,,,,,,,,,,,1,7.09,,,,,,,,,,,,,,,,,,,,,1,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,10.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,1,14.55,,,1,14.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,12.79,,,,,3,38.38,,,,,,,,,,,,,,1,12.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,10.40,1,10.40,,,,,,,,1,10.40,2,20.80,,,2,20.80,,,1,10.40,1,10.40,,,2,20.80,,,,,,,2,20.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,34.05,3,34.05,,,,,3,34.05,,,,,,,,4,45.40,6,68.10,2,22.70,3,34.05,,,,,,,,,1,11.35,1,11.35,1,11.35,,,1,11.35,1,11.35,1,11.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,3,51.29,,,,,,,,5,85.48,,,,,3,51.29,,,,,,,,,2,34.19,1,17.10,1,17.10,,,1,17.10,,,,,1,17.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,2,52.48,3,78.72,,,3,78.72,1,26.24,,,,,1,26.24,,,,,,,,,,,1,26.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,57.97,,,,,1,57.97,,,,,,,,,,,,,,,,,,,,,1,57.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,128.87,,,,,,,,,,,,1,128.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,8.76,,,,,,,,,,,,,,,1,8.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,7.61,,,,,,,,,,,,,,,,,,1,7.61,,,,,,,,,,,,,,,,,,,,,,,,,1,7.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,1,10.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,13.25,,,,,,1,13.25,,,,,,,,,,,,,,,,,,,,,,,,,1,13.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,14.19,2,28.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,14.65,,,1,14.65,,,2,,,,29.29,,,,,,,1,14.65,1,14.65,3,43.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,22.26,,,,,1,11.13,,,3,,,,33.39,,,,,,,,,,,2,22.26,3,33.39,1,11.13,,,,,,,,,3,33.39,,,1,11.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,11.43,,,5,,,,57.14,,,,,,,2,22.86,4,45.71,4,45.71,1,11.43,1,11.43,,,,,,,1,11.43,2,22.86,,,,,2,22.86,1,11.43,1,11.43,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,16.32,,,,,,,1,16.32,5,81.59,4,65.27,2,32.64,2,32.64,1,16.32,,,1,16.32,,,1,16.32,,,,,2,32.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,24.40,1,24.40,,,,,4,,,,97.61,,,,,,,2,48.80,8,195.22,5,122.01,2,48.80,,,,,,,1,24.40,,,4,97.61,,,1,24.40,1,24.40,,,2,48.80,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,54.44,,,,,1,,,,54.44,,,,,,,2,108.87,2,108.87,3,163.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,112.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,333.33,,,,,,,1,333.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,854.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.12,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,2,14.86,,,,,,,,1,7.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.43,,,1,7.43,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,8.86,,,,,,,,1,8.86,,,,,,,3,26.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,2,25.32,,,,,,,,1,12.66,,,,,,,2,25.32,,,,,,,,,,,,,,,,,,,2,25.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.07,1,13.07,,,,,,,,,,,,,,,,,2,26.14,,,,,,,1,13.07,1,13.07,,,1,13.07,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,2,29.33,,,,,,,,1,14.66,1,14.66,,,,,2,29.33,,,,,,,,,,,,,,,,,,,1,14.66,1,14.66,1,14.66,,,1,14.66,1,14.66,,,1,14.66,,,,,,,,,,,,,,,,
,,,,50~54,1,11.54,1,11.54,1,11.54,,,2,23.07,,,,,,1,11.54,3,34.61,1,11.54,,,,,3,34.61,,,1,11.54,1,11.54,,,1,11.54,,,,,1,11.54,2,23.07,1,11.54,,,2,23.07,,,,,1,11.54,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,11.82,7,82.75,2,,,,23.64,,,1,11.82,3,35.47,,,,,7,82.75,2,23.64,,,2,23.64,,,,,1,11.82,,,,,,,3,35.47,1,11.82,2,23.64,,,4,47.29,1,11.82,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,15.54,,,,,,,5,77.72,1,,,,15.54,,,1,15.54,10,155.45,,,1,15.54,3,46.63,2,31.09,,,1,15.54,,,,,1,15.54,,,2,31.09,1,15.54,2,31.09,,,,,,,2,31.09,1,15.54,,,,,1,15.54,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,22.98,2,45.97,,,,,,1,22.98,2,45.97,10,229.83,1,22.98,,,8,183.87,,,,,,,,,1,22.98,1,22.98,,,1,22.98,1,22.98,6,137.90,,,1,22.98,,,,,,,,,,,1,22.98,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,4,201.41,6,302.11,,,,,5,251.76,,,,,,,,,,,,,,,1,50.35,1,50.35,1,50.35,,,1,50.35,,,1,50.35,1,50.35,1,50.35,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,103.84,1,103.84,1,103.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,103.84,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,264.55,,,,,1,264.55,1,264.55,,,,,1,264.55,,,,,,,,,,,2,529.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,胰,,胸腺、心臟與中隔,,結直腸癌,,腎,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,1,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,12.47,,,,,,,,,,,,,,,,,,,,,,,,2,24.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,2,29.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,2,24.83,1,,,,12.41,,,,,,,,,2,24.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,11.47,,,1,11.47,3,,,,34.42,,,,,1,11.47,1,11.47,,,1,11.47,1,11.47,1,11.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,14.21,,,,,,,2,28.42,1,,,,14.21,,,1,14.21,,,1,14.21,,,3,42.63,1,14.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,21.57,2,43.14,1,,,,21.57,1,21.57,,,,,4,86.28,,,2,43.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,37.94,,,1,37.94,,,1,,,,37.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,174.67,,,,,,,,,,,,,,,,,,1,87.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,208.33,2,,,,416.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,523.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,男性乳房,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸膜,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.99,,,,,2,17.99,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.64,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,1,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,7.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,2,14.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,1,7.19,,,,,,,,,,,,,,,,,,,,,1,7.19,,,,,2,14.37,,,1,7.19,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,1,7.82,2,15.64,,,,,,,,,,,,,,,1,7.82,,,,,,,,,,,,,,,,,1,7.82,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,10.69,,,,,1,10.69,,,,,,,,1,10.69,,,,,1,10.69,,,,,,,,,,,1,10.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,11.92,,,,,,,,,1,,,,11.92,,,2,23.85,,,,,1,11.92,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.92,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,2,30.35,,,1,15.17,,,,,2,30.35,1,15.17,,,,,,,,,1,15.17,1,15.17,,,,,1,15.17,,,,,,,2,30.35,,,,,1,15.17,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,12.98,1,,,,12.98,1,12.98,6,77.89,,,1,12.98,2,25.96,1,12.98,3,38.95,,,,,,,,,,,,,2,25.96,,,1,12.98,,,,,,,,,2,25.96,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,11.83,,,,,,,,,,,,,,2,23.66,6,70.97,1,11.83,3,35.49,8,94.63,,,3,35.49,1,11.83,,,,,,,,,,,4,47.31,2,23.66,,,,,,,,,,,1,11.83,,,,,1,11.83,,,,,,,,,,,,,,
,,,,60~64,2,27.42,,,1,13.71,,,,,3,,,,41.12,,,12,164.50,1,13.71,5,68.54,10,137.08,,,6,82.25,,,1,13.71,,,,,1,13.71,2,27.42,2,27.42,,,1,13.71,,,,,,,2,27.42,1,13.71,,,,,2,27.42,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,43.74,1,21.87,1,,,,21.87,,,10,218.72,1,21.87,3,65.62,14,306.21,,,8,174.98,1,21.87,5,109.36,1,21.87,,,,,,,1,21.87,,,1,21.87,,,,,,,3,65.62,2,43.74,1,21.87,,,2,43.74,,,,,,,,,,,,,,
,,,,70~74,1,33.61,1,33.61,,,,,1,33.61,2,,,,67.23,,,5,168.07,,,3,100.84,12,403.36,,,6,201.68,2,67.23,,,,,,,1,33.61,,,4,134.45,,,,,1,33.61,,,,,,,1,33.61,2,67.23,,,2,67.23,,,,,,,,,,,,,,
,,,,75~79,1,84.39,,,,,,,1,84.39,,,,,,,,,,,,,,2,168.78,,,4,337.55,2,168.78,,,,,,,,,,,1,84.39,,,,,,,,,,,2,168.78,,,,,,,1,84.39,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,3,591.72,,,1,197.24,,,,,2,394.48,,,1,197.24,,,,,,,1,197.24,,,,,,,,,,,,,,,,,,,1,197.24,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,558.66,,,,,1,558.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1117.32,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,男性乳房,,肝及肝內膽管,,其他內分泌腺,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
