,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.32,,,,,,,,,,,,,,,1,5.32,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,23.39,1,5.29,,,,,,,,1,11.18,,,,,,,,,,,,,,,,,1,11.18,,,,,,,2,10.57,,,,,1,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,5.49,1,,,,5.49,,,,,,,1,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.49,,,,,,,1,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,7.61,,,,,,,3,21.05,2,,,,13.84,,,,,,,,,,,,,1,7.61,1,5.11,,,,,,,,,,,,,1,5.11,,,,,,,,,,,1,8.09,1,5.11,1,21.85,,,,,2,6.12,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,6.21,,,,,,,,2,7.90,,,,,1,,,,,,1,10.13,,,,,3,9.05,,,,,,,,,,,,,,,,,2,8.35,,,,,1,6.21,,,,,1,6.21,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,18.49,1,13.25,8,33.64,,,,,1,13.25,,,1,38.24,4,20.60,2,22.61,1,18.49,1,14.34,1,8.77,,,,,,,,,,,,,,,1,18.49,1,13.25,,,,,,,,,3,24.23,,,1,38.24,,,,,,,,,,,,,,,,,,
,,,,40~44,1,22.87,2,18.07,,,,,,,1,,,,22.87,,,3,26.27,,,,,2,28.38,,,,,1,10.61,1,22.87,,,1,60.90,3,49.88,,,,,,,,,,,,,,,1,10.61,,,,,,,1,10.61,,,5,23.99,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,11.65,1,14.65,,,,,3,47.62,1,,,,14.65,1,15.87,5,23.03,,,1,24.56,,,,,,,3,17.18,6,23.27,1,11.65,6,27.86,2,31.75,,,,,,,,,,,,,,,4,26.87,2,31.75,,,1,24.56,1,48.69,,,10,60.58,,,1,55.65,,,,,,,,,,,,,,,,,,
,,,,50~54,7,31.73,2,12.93,1,9.38,,,3,19.32,3,,,,15.27,,,16,59.55,,,,,1,13.40,,,,,3,13.08,9,39.25,,,8,23.30,6,24.48,1,11.13,,,,,,,,,1,9.38,1,20.81,7,31.69,1,40.87,,,,,1,9.38,6,22.13,7,25.18,,,,,1,40.87,,,,,,,,,,,,,,,,
,,,,55~59,3,30.90,2,12.46,,,1,15.78,1,10.30,2,,,,18.71,,,16,52.21,,,,,1,10.30,,,,,9,34.26,21,86.39,,,16,65.82,4,13.93,1,11.43,1,15.78,,,,,1,25.60,1,10.30,1,11.43,6,29.38,,,,,,,3,25.75,7,89.64,6,26.83,1,10.30,3,14.71,1,11.43,,,,,,,,,,,,,,,,
,,,,60~64,3,22.56,1,39.15,,,,,3,33.12,1,,,,15.38,,,3,28.94,,,,,,,,,2,175.75,7,34.04,33,151.65,,,24,110.29,6,39.51,4,30.96,,,,,1,16.32,,,2,19.29,1,83.54,7,38.74,,,,,,,1,83.54,2,30.75,5,32.93,1,39.15,,,4,334.17,,,,,,,,,,,,,,,,
,,,,65~69,1,22.60,2,34.69,1,22.60,,,1,24.40,2,,,,32.83,,,14,96.47,,,,,3,57.36,,,1,22.60,8,68.04,31,213.62,,,23,167.81,7,63.92,,,1,59.95,,,,,,,4,39.25,3,67.84,12,117.76,1,36.31,3,49.24,,,2,82.30,4,35.47,2,23.47,,,,,3,52.03,,,,,,,,,,,,,,,,
,,,,70~74,,,1,43.10,1,72.10,,,2,48.11,,,,,,,,3,72.17,,,,,,,,,,,5,158.23,10,145.43,,,15,218.15,3,82.35,,,,,,,,,,,,,1,43.10,5,155.52,,,,,,,,,,,,,1,111.73,1,43.10,3,109.17,,,,,,,,,,,,,,,,
,,,,75~79,1,429.18,,,,,,,,,1,,,,88.81,,,,,,,,,1,88.81,,,,,4,208.44,3,179.96,,,3,179.96,1,88.81,1,112.87,,,,,,,,,,,,,2,119.98,,,1,184.84,,,,,2,119.98,,,,,,,1,429.18,,,,,,,,,,,,,,,,
,,,,80~84,1,287.36,,,,,,,,,1,,,,287.36,,,1,333.33,,,,,,,,,,,1,333.33,,,,,2,334.45,,,1,507.61,,,,,,,,,,,1,287.36,1,287.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,854.70,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,9.68,,,1,19.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.24,1,9.68,,,,,,,,,,,,,1,5.50,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,4,,,,9.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.83,,,,,,,,,,,,,1,9.23,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,7.94,,,,,,,,,2,10.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,8.44,,,,,2,,,,7.16,,,,,,,1,5.28,,,,,,,,,,,,,,,,,1,5.28,,,1,8.44,,,,,,,,,,,2,10.56,,,,,,,1,5.28,,,3,11.58,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,1,24.57,,,,,,,,,1,23.17,,,,,,,,,,,,,,,,,,,,,,,,,1,5.44,,,,,,,,,,,1,24.57,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,2,,,,8.78,,,3,16.16,,,,,,,1,7.43,1,21.72,,,,,,,,,,,,,,,1,9.68,,,,,,,,,,,,,,,,,1,21.72,2,7.72,,,2,7.72,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,11.26,,,,,,,,,,1,11.26,6,12.60,1,22.94,,,,,4,11.97,1,11.26,,,,,3,26.57,,,,,,,,,,,,,,,1,9.72,,,1,11.26,1,5.63,,,,,,,,,,,9,33.79,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,8.60,,,8,23.66,,,,,,,3,11.45,,,,,,,2,25.32,,,,,1,38.77,,,,,,,,,1,8.60,,,2,25.32,,,,,,,,,1,14.95,,,3,24.58,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,15.57,,,1,15.57,,,,,,3,16.20,14,60.24,,,,,,,2,12.29,1,15.57,,,,,4,16.72,1,13.07,,,,,,,,,,,,,,,,,5,26.61,1,15.57,,,,,,,,,1,13.07,6,22.92,,,1,13.07,,,,,,,,,,,,,,,,
,,,,45~49,,,1,11.87,1,11.87,,,,,2,,,,50.75,,,6,26.53,,,,,,,2,23.50,5,20.11,,,,,11,41.43,2,20.79,,,,,,,,,,,,,,,1,17.61,5,26.06,1,14.66,1,11.87,1,14.66,,,2,50.75,1,14.66,6,29.91,,,1,14.66,,,,,,,,,,,,,,,,
,,,,50~54,3,40.66,1,11.54,3,14.84,,,,,2,,,,18.05,,,18,51.13,1,20.33,,,1,11.54,8,37.66,12,45.96,,,,,16,45.45,4,20.88,1,11.54,3,11.80,,,2,14.72,,,1,9.89,1,11.54,4,35.94,6,21.56,,,,,3,26.95,,,1,9.89,3,15.62,6,23.61,1,20.33,1,9.89,,,,,,,,,,,,,,,,
,,,,55~59,5,35.05,,,1,9.95,,,,,,,,,,3,14.52,24,72.02,2,23.64,,,2,19.90,11,37.80,22,66.02,1,9.95,,,22,66.02,12,41.24,,,4,37.97,,,1,23.72,3,16.21,,,3,18.26,,,9,28.87,2,10.81,,,2,23.64,,,1,15.68,7,37.82,6,26.40,,,1,9.95,2,47.45,,,,,,,,,,,,,,
,,,,60~64,2,17.50,1,15.54,3,66.33,,,,,,,,,,3,36.19,24,102.06,1,15.54,,,,,5,28.39,28,126.37,,,1,15.54,29,131.03,9,50.39,,,2,25.67,,,,,1,15.54,1,73.58,3,38.50,4,24.61,5,36.05,,,1,73.58,1,73.58,,,,,8,38.51,8,44.79,,,1,73.58,2,18.25,,,,,,,,,,,,,,
,,,,65~69,,,1,52.77,1,20.80,2,41.60,,,,,,,,4,39.62,14,89.01,2,29.84,,,1,22.98,6,65.76,31,197.10,1,22.98,,,28,178.03,4,47.06,,,1,20.80,,,2,21.84,1,22.98,1,20.80,2,27.67,3,41.50,13,118.67,,,1,20.80,5,45.23,,,2,69.49,6,105.86,1,34.75,,,1,34.75,4,28.71,,,,,,,,,,,,,,
,,,,70~74,,,,,1,38.82,,,1,97.18,,,,,,2,49.60,5,98.79,,,,,,,7,108.38,18,238.57,2,102.35,,,15,200.32,10,247.16,,,,,,,,,,,,,2,80.52,1,50.35,3,67.10,,,1,97.18,3,53.66,,,,,2,43.84,1,50.35,1,50.35,,,5,165.73,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,366.30,,,,,1,103.84,3,103.23,5,129.43,1,386.10,,,5,251.00,2,102.93,,,,,,,,,,,,,,,,,,,,,,,1,146.20,,,,,4,111.42,,,,,1,76.45,2,151.63,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,333.33,,,,,,,,,,,2,294.12,7,515.46,,,,,4,294.55,1,264.55,,,,,1,264.55,,,,,,,,,,,3,376.41,,,,,,,,,,,4,492.61,,,,,,,1,383.14,,,,,,,,,,,,,,
,,,,85+,1,1010.10,,,,,,,,,,,,,,,,,,,,,,,,1,1010.10,,,,,,,1,1010.10,,,,,,,,,,,,,,,,,,,,,1,1010.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,8.86,,,,,1,8.86,1,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.86,,,2,12.19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,19.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.31,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,1,21.15,,,,,,,,,,,,,,,,,,,,,,,1,11.09,,,2,10.70,,,,,1,21.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,22.31,,,1,,,,10.96,,,,,,,,,,,,,,,,,1,10.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.23,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,9.46,,,,,,,,1,8.03,1,16.66,,,,,,,,,1,20.79,,,,,,,1,5.10,,,,,,,,,,,,,,,,,,,,,,,,,1,9.46,,,2,10.73,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,1,10.33,,,,,,,,,1,18.12,1,5.24,,,,,1,10.33,1,10.33,,,,,,,,,,,,,2,12.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
