,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,甲狀腺,,皮膚,,肝及肝內膽管,,胃,,食道,,喉,,,,,結直腸癌,,腦,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,12.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,1,22.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,18.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,21.91,1,21.91,,,,,,,,,,1,21.91,1,21.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,28.30,,,,,,,,,,,,,,,,1,28.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,44.09,1,,,,44.09,,,,,,,1,44.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,145.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,145.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,12.61,,,,,,,1,12.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,19.78,,,,,,,,,,,,,1,19.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,2,46.15,,,,,,,,,,,,1,23.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,4,76.50,1,19.12,1,19.12,1,,,,19.12,,,1,19.12,,,,,1,19.12,,,,,,,,,1,19.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,21.06,,,,,1,,,,21.06,1,21.06,1,21.06,,,,,,,,,3,63.17,,,1,21.06,,,1,21.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,3,77.68,,,,,2,,,,51.79,5,129.47,,,1,25.89,,,,,2,51.79,,,,,,,2,51.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,35.80,4,143.22,3,107.41,1,35.80,1,35.80,,,1,35.80,,,,,,,1,35.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,53.56,1,53.56,,,,,,,,,1,53.56,,,,,,,,,1,53.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,129.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,259.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,,,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,消化器官其他分界不明部位,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,12.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,2,27.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,2,25.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,2,19.90,,,,,,,1,9.95,,,,,,,,1,9.95,,,,,,,,,,,,,,,,,,,1,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,2,22.09,,,1,11.05,,,,,,,1,11.05,,,,,,,,,1,11.05,1,11.05,,,,,1,11.05,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,2,39.64,,,1,19.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,27.22,,,,,,,,,,1,27.22,1,27.22,,,,,,,,,,,,,,,,,1,27.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,30.65,,,,,,,,,,,,1,30.65,,,2,61.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,2,39.59,,,1,19.79,,,,,,,,,,,,1,19.79,4,79.18,,,,,1,19.79,,,,,,,,,2,39.59,,,,,1,19.79,,,,,1,19.79,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,19.08,,,,,1,19.08,5,95.40,,,,,,1,19.08,,,3,57.24,2,38.16,,,5,95.40,2,38.16,,,2,38.16,,,,,,,1,19.08,,,1,19.08,1,19.08,,,,,1,19.08,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,23.66,,,,,1,23.66,2,47.33,,,,,,,,,,1,23.66,3,70.99,,,5,118.32,,,,,1,23.66,1,23.66,2,47.33,2,47.33,,,,,2,47.33,2,47.33,,,,,1,23.66,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,38.91,,,,,1,38.91,1,38.91,,,,,,,,,,1,38.91,5,194.55,,,5,194.55,1,38.91,,,,,,,,,3,116.73,,,,,2,77.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,66.89,1,66.89,,,,,,,,,,,,,,1,66.89,8,535.12,1,66.89,1,66.89,,,,,,,,,,,,,,,,,1,66.89,,,,,,,4,267.56,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,153.61,,,,,,,,,,,,,,,,,,2,307.22,,,2,307.22,,,,,,,1,153.61,,,,,,,,,,,1,153.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,1,378.79,,,,,1,378.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,1086.96,,,1,1086.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他分界不明的部位,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,11.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,9.62,,,,,,,,,,,,,,,,,1,9.62,,,,,,,,,,,1,9.62,,,,,1,9.62,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,10.26,,,,,,,,,,1,10.26,,,,,,,1,10.26,,,,,,,,,,,,,,,,,,,2,20.51,,,1,10.26,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,18.77,,,,,,,,,1,18.77,,,,,,,,,,,,,,,1,18.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,25.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,31.64,,,,,,,,,,,,,,,,,,,,,1,31.64,,,,,,,,,,,,,2,63.27,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,21.35,1,21.35,,,,,,,,3,64.05,,,,,2,42.70,1,21.35,1,21.35,2,42.70,1,21.35,,,,,,,,,1,21.35,,,,,,,,,1,21.35,1,21.35,2,42.70,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,19.09,,,,,2,38.18,1,19.09,1,,,,19.09,6,114.53,,,,,1,19.09,,,3,57.26,6,114.53,1,19.09,2,38.18,,,,,,,1,19.09,,,1,19.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,22.70,,,,,,,,,,,,5,113.51,,,,,,,1,22.70,7,158.91,4,90.81,3,68.10,,,,,,,1,22.70,1,22.70,,,,,,,,,2,45.40,,,,,2,45.40,,,,,,,,,,,,,,,,,,
,,,,65~69,2,72.31,1,36.15,,,1,36.15,,,,,,,,4,144.61,,,,,,,2,72.31,6,216.92,,,,,1,36.15,,,,,,,2,72.31,,,,,,,,,1,36.15,1,36.15,,,1,36.15,,,,,,,,,,,,,,,,,,
,,,,70~74,1,58.75,,,,,1,58.75,,,,,,,,2,117.51,,,,,,,1,58.75,3,176.26,3,176.26,,,,,,,,,1,58.75,1,58.75,,,,,,,,,,,,,1,58.75,1,58.75,,,,,,,,,,,,,,,,,,
,,,,75~79,1,143.88,,,1,143.88,,,,,,,,,,1,143.88,,,,,,,1,143.88,1,143.88,4,575.54,,,1,143.88,,,,,1,143.88,,,,,,,,,,,,,,,,,2,287.77,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,1,347.22,,,1,347.22,1,347.22,,,,,,,,,,,,,,,,,,,,,,,1,347.22,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,917.43,,,,,,,1,917.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,917.43,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他內分泌腺,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,2,22.02,,,,,,,,,,,,,,,,,1,11.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,11.14,,,,,,,,,,,,,,,,1,11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,9.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,9.60,,,,,,,,1,9.60,,,,,,,,,,,1,9.60,2,19.21,,,,,,,,,,,,,,,2,19.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,16.71,,,,,,,,,,,,,,,,,,,,,,,1,16.71,,,,,,,,,1,16.71,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,24.29,,,1,24.29,,,,,,,,,,3,72.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,30.47,,,,,,,,,,,,,,3,91.41,,,,,,,1,30.47,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.47,1,30.47,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,23.66,,,,,,,,,,,,,,4,94.65,,,,,,,,,,,,,1,23.66,,,,,,,,,,,,,,,,,,,1,23.66,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,37.36,1,18.68,,,,,,4,74.71,,,,,,,3,56.03,6,112.07,1,18.68,2,37.36,,,,,,,4,74.71,,,,,,,1,18.68,,,1,18.68,,,1,18.68,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,21.72,5,108.60,,,,,1,21.72,1,21.72,8,173.76,,,3,65.16,3,65.16,1,21.72,,,,,,,1,21.72,1,21.72,2,43.44,1,21.72,2,43.44,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,33.47,,,,,,,,5,167.34,,,,,,,2,66.93,3,100.40,,,5,167.34,2,66.93,,,,,3,100.40,,,1,33.47,1,33.47,,,3,100.40,1,33.47,,,,,1,33.47,,,,,,,,,,,,,,,,,,
,,,,70~74,1,54.47,1,54.47,,,,,,,,,,,,3,163.40,,,,,,,1,54.47,3,163.40,,,1,54.47,1,54.47,,,,,,,,,,,,,,,2,108.93,,,,,,,1,54.47,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,122.40,,,1,122.40,,,,,,2,244.80,,,,,,,1,122.40,,,,,2,244.80,,,,,,,1,122.40,,,,,,,,,1,122.40,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,307.69,,,,,,,,,,1,307.69,,,1,307.69,,,,,,,,,,,,,,,,,1,307.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1985年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
