,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,22.14,,,2,30.92,,,,,,,,1,18.68,,,,,,,,,1,39.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,8.36,,,,,,,,1,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.96,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,1,18.64,,,,,,,,,2,17.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.85,,,1,38.15,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,19.04,2,,,,13.18,,,,,,,,,,,,,,,,,2,15.54,,,,,,,,,,,,,,,,,,,,,1,43.31,,,,,,,1,43.31,,,,,,,,,,,,,,,,,,,,
,,,,30~34,3,56.42,,,,,,,,,1,,,,26.40,,,3,25.52,,,,,,,,,1,9.78,,,,,,,,,,,,,,,,,1,26.40,,,,,,,1,30.34,,,,,1,9.78,3,20.25,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,22.05,,,,,,,1,44.90,,,,,,,,6,42.41,,,,,,,,,,,1,12.63,,,,,1,12.63,,,,,,,,,,,,,,,,,1,41.67,,,,,,,2,22.05,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,22.07,,,,,,,,,2,,,,60.81,,,5,48.96,,,,,,,,,,,,,2,25.76,,,1,15.12,,,,,,,,,,,1,40.82,,,,,,,,,,,1,53.22,4,32.39,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,60.64,,,,,,,,,,,,,,,,6,73.98,,,,,,,,,1,19.56,1,42.05,1,33.37,1,19.56,3,55.81,,,1,33.37,,,,,,,,,,,,,1,19.56,,,,,1,19.56,2,48.70,1,19.56,,,,,,,,,,,,,,,,,,
,,,,50~54,2,19.21,,,1,87.72,,,,,,,,,,,,8,50.11,,,1,22.64,2,175.44,,,2,33.37,3,48.47,9,55.71,,,5,34.77,1,35.29,,,1,22.64,,,,,,,,,1,16.69,,,,,,,2,23.16,7,53.63,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,29.30,2,65.85,2,31.21,,,,,2,,,,36.95,2,44.94,8,73.67,,,,,,,,,2,36.60,1,22.59,12,83.40,,,6,110.84,3,54.90,,,1,29.30,1,96.43,3,67.42,,,,,2,37.07,2,50.23,,,,,3,37.71,3,60.70,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,150.38,,,1,45.77,1,79.62,,,3,,,,57.12,,,9,169.84,,,,,,,,,,,,,7,105.92,,,7,245.61,3,53.26,1,45.77,,,,,,,,,1,41.63,3,87.01,7,143.68,2,59.21,,,3,156.17,3,65.40,1,41.63,,,,,,,,,,,,,,,,,,
,,,,65~69,2,121.21,,,,,,,,,2,,,,241.55,,,2,94.38,,,,,,,,,1,72.94,2,66.20,13,262.36,,,4,161.42,3,267.14,1,120.77,,,,,,,,,1,60.61,,,,,1,120.77,,,2,90.95,2,87.45,2,108.70,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,370.37,3,172.91,,,4,216.68,,,,,,,,,,,,,,,1,180.18,1,438.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,251.26,,,,,,,2,609.76,,,,,,,,,,,,,1,251.26,,,,,,,,,,,,,,,,,,,,,,,,,,,2,351.49,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,1162.79,,,1,3030.30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1562.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,4347.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,6.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,2,,,,36.32,,,3,18.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,7.29,,,,,,,,,,,,,,,,,1,16.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.29,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,1,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.18,,,,,,,2,16.36,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,24.73,,,,,,,1,23.19,1,,,,7.42,,,2,37.91,,,,,,,,,1,23.19,2,10.67,,,,,,,,,,,,,,,,,,,,,1,23.19,,,1,7.42,,,,,2,14.85,1,7.42,5,18.61,,,,,,,,,,,,,,,,
,,,,30~34,,,1,8.15,,,,,1,29.55,,,,,,,,3,19.17,,,,,,,,,,,,,,,,,,,,,,,1,29.55,,,,,,,,,2,16.31,,,,,,,1,22.88,,,,,3,24.46,,,,,,,,,,,,,,,,
,,,,35~39,2,20.12,,,1,13.02,,,,,,,,,,,,6,51.89,,,,,1,45.85,2,20.12,2,19.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.85,2,20.28,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,38.43,,,6,56.49,,,,,,,,,2,22.00,,,,,,,1,45.13,1,38.43,,,,,,,,,,,,,,,,,,,,,,,1,45.13,1,52.03,9,66.10,1,38.43,1,14.54,,,,,,,,,,,,
,,,,45~49,1,42.97,1,19.62,1,52.47,2,104.93,,,,,,,,,,7,60.15,,,,,,,,,1,52.60,1,94.07,,,1,19.62,2,47.30,,,,,,,,,,,,,,,,,1,42.97,,,,,,,1,52.47,2,39.25,4,42.94,,,,,,,,,,,,,,,,
,,,,50~54,2,35.66,,,,,,,,,1,,,,17.83,1,17.83,8,90.39,,,,,,,,,1,57.67,8,78.82,,,5,56.49,3,30.25,,,,,,,,,1,37.97,,,1,37.97,5,57.62,,,1,37.97,2,71.23,,,,,,,1,23.21,,,,,,,,,,,,,,,,
,,,,55~59,4,58.22,,,,,,,,,,,,,,1,30.85,5,49.45,,,,,,,,,3,54.77,4,43.45,2,42.54,5,49.45,5,91.29,,,,,1,21.27,,,,,,,1,30.85,2,41.63,,,,,,,,,,,4,62.23,6,86.49,,,,,,,,,,,,,,,,
,,,,60~64,2,92.55,,,,,,,,,,,,,,,,2,168.92,,,1,134.05,,,,,,,7,218.55,,,4,119.69,3,73.98,,,,,1,70.67,1,46.34,,,,,1,84.46,4,64.38,,,,,,,,,2,75.76,2,54.27,2,75.76,2,75.76,,,,,,,,,,,,,,
,,,,65~69,1,70.08,,,,,,,,,,,,,,,,4,197.24,,,,,,,,,6,270.51,4,180.34,,,2,146.20,5,138.39,,,,,,,,,,,,,,,2,131.75,,,,,,,,,1,70.08,1,65.88,,,1,70.08,,,,,,,,,,,,,,
,,,,70~74,,,1,423.73,,,,,,,,,,,,,,1,135.50,,,1,135.50,,,,,1,241.55,2,189.39,,,1,176.06,2,205.34,,,1,241.55,,,,,,,,,,,,,,,,,,,,,1,332.23,1,135.50,,,,,1,314.47,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,268.10,,,,,,,,,,,,,,,2,491.40,,,,,,,,,,,,,,,,,1,781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,775.19,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3703.70,,,,,,,,,,,,,,,,,,,,,1,2702.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,26.87,1,6.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.60,,,,,1,26.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,6.48,,,1,,,,6.48,,,1,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,7.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,24.85,,,,,,,,,,,,,,,,,,,,,,,,1,18.46,,,,,,,,,,,,,,,1,21.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,18.82,,,,,1,41.82,,,,,,,,,,,,,,,,,,,,1,7.46,,,,,,,1,18.82,,,,,,,,,,,,,,,1,18.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,7.73,,,,,,,,,,,,,,3,18.24,,,,,,,,,,,,,,,,,,,,,,,2,12.16,,,,,1,7.73,,,3,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,76.51,,,,,,,,,,,,,,2,39.19,,,,,,,,,1,43.82,,,,,,,,,,,,,1,12.42,,,,,1,12.42,,,1,12.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,21.00,,,,,,,,,,,,,,5,37.86,,,,,,,1,13.72,1,92.08,,,,,,,,,,,,,,,,,,,,,,,4,33.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,50.56,,,,,,,,,,1,18.59,,,,,,,1,51.57,,,1,52.33,1,18.59,,,,,1,50.56,2,31.02,,,,,1,18.59,,,1,18.59,1,52.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,35.69,,,,,,,1,22.69,,,,,,12,68.70,,,,,,,1,38.64,5,34.09,7,47.57,,,,,,,,,,,3,31.83,,,,,1,20.34,,,,,1,22.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,28.11,,,,,,,,,,,,,,5,52.27,,,,,1,20.07,3,51.47,5,49.96,4,79.60,3,35.12,,,,,,,3,41.36,1,65.02,,,,,,,,,5,33.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,34.29,,,,,,,,,,,,4,52.75,,,1,67.57,1,41.44,2,68.59,6,68.68,4,73.42,7,96.47,,,,,1,72.52,1,34.29,2,46.57,1,41.44,,,2,92.89,1,34.29,4,58.75,,,1,34.29,1,34.29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,148.15,,,,,,1,113.64,,,,,,,2,67.14,3,86.78,7,202.49,,,,,,,2,89.65,,,,,1,209.21,,,1,65.57,,,,,,,1,65.57,1,65.57,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,107.76,,,,,,,1,369.00,1,369.00,1,107.76,1,265.25,2,738.01,,,,,,,,,1,265.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,342.47,,,,,,,,,,,3,1149.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,1,666.67,1,2500.00,1,1315.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,2,13.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54.20,,,,,,,,,1,6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,3,12.74,,,,,,,,1,17.83,,,,,,,,,,,,,,,,,,,,,,,,,1,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,3,15.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.39,,,,,,,,,,,,,,,,,,,,,,,,,,
