,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,3,276.75,,,,,,,2,167.22,,,,,,,,,,,,2,201.21,1,226.76,,,1,155.52,,,,,2,214.13,,,,,,,1,180.83,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,189.39,,,1,393.70,1,189.39,,,,,,,,,,,,,,1,429.18,7,457.22,1,429.18,,,,,,,,,,,1,271.00,1,189.39,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,2,740.74,,,,,,,,,,,,,,,1,787.40,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,781.25,,,1,819.67,,,,,,,,,,1,653.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,1,74.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,1,56.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,2,108.64,,,,,,,,,,,,1,88.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,1,55.96,,,,,,,,,,,,,,,,,,,,,,,,,,1,51.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,74.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,101.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,160.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,116.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,3,164.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,170.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,107.18,1,79.05,1,107.18,,,1,123.76,,,,,,,,2,272.48,,,,,,,,,,,,,,,,,2,90.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,121.65,,,1,86.51,,,1,,,,109.77,,,,,3,167.22,1,185.19,,,,,,,,,,,,,4,164.34,,,1,185.19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,156.01,,,,,3,134.23,,,,,,,,1,200.40,,,1,200.40,,,1,124.53,,,2,138.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,362.32,,,,,,,,,,,,2,163.27,2,163.27,,,,,3,378.31,,,1,181.16,1,230.41,,,1,326.80,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,198.81,,,2,285.31,,,,,,,,1,226.24,,,2,211.64,1,299.40,,,,,1,198.81,,,,,1,454.55,1,299.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,265.96,,,1,389.11,2,340.72,,,,,,,,,,,,1,395.26,1,364.96,3,473.93,1,389.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,617.28,,,,,,,,,,,,1,653.59,2,803.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,1111.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他神經系統,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,3,82.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,37.02,,,,,,,,,,,,,,,1,37.02,,,,,1,37.02,1,37.02,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,44.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,1,54.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,72.73,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,98.14,,,,,2,,,,94.74,,,,,,,,,,,,,,,1,131.23,,,,,1,179.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,79.74,,,,,,,,,1,,,,135.14,,,,,,,1,125.31,,,,,,,,,,,2,321.03,,,,,1,79.74,,,1,125.31,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,106.61,1,85.32,,,,,1,85.32,2,,,,98.57,,,,,1,85.32,,,,,2,94.79,,,1,85.32,,,,,1,106.61,,,1,163.13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,161.55,,,,,,,1,161.81,3,,,,140.71,,,,,2,126.10,,,,,1,183.15,2,160.90,,,,,,,1,143.47,,,2,286.94,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,142.65,,,,,2,,,,156.13,,,,,2,220.99,,,,,1,228.83,2,175.75,1,172.41,,,,,1,172.41,,,,,,,,,1,172.41,,,,,,,,,,,,,,,,,,
,,,,65~69,1,465.12,,,,,1,371.75,,,2,,,,341.88,,,,,,,,,1,294.12,,,,,2,281.29,,,1,294.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,331.13,,,,,,,,,,2,381.68,1,606.06,,,,,,,,,,,,,,,2,534.76,,,1,331.13,1,366.30,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,1,1010.10,,,,,,,3,879.77,,,,,,,1,769.23,,,,,,,,,,,1,657.89,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,2564.10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1694.92,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其他分界不明的部位,,其它淋巴瘤,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,63.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,46.53,,,,,,,,,,,,,,,,,,1,33.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,97.37,,,,,,,,,,,,,,,,,,,,,,1,48.57,,,,,1,84.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,2,,,,71.05,,,,,,,,,,,,,,,,,,,,,1,97.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,198.41,,,,,,,,,1,,,,150.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,135.50,,,,,,,,,3,,,,158.90,,,1,111.73,,,,,,,1,176.06,,,1,100.70,,,,,,,3,122.15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,107.64,,,,,2,,,,90.09,1,107.64,,,,,,,,,,,,,1,82.03,,,,,,,1,128.87,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,4,,,,192.12,,,,,,,,,1,83.47,,,,,,,,,,,,,2,138.70,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,126.66,,,,,,,,,1,,,,179.21,,,,,2,128.37,,,1,97.94,,,,,1,120.92,,,,,,,3,116.32,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,164.07,,,,,,,,,2,,,,441.50,,,,,3,254.89,,,,,1,138.12,,,,,1,138.12,,,,,2,281.69,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,222.22,,,,,1,222.22,,,2,,,,241.84,,,,,3,374.53,,,2,207.68,2,249.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,349.65,,,,,1,387.60,,,1,322.58,1,276.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,414.94,,,,,,,,,,,,,,,,,,2,519.48,,,1,662.25,,,,,,,1,662.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,1886.79,,,,,1,,,,1724.14,,,,,,,,,,,,,,,,,,,,,,,,,1,1724.14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1985年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,其他內分泌腺,,,,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
