,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,3,52.59,,,,,,,,1,19.52,,,,,,,,,,,,,,,,,,,,,,,,,2,25.02,,,,,1,23.69,1,41.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,2,55.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,32.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,1,23.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.93,,,,,,,,,,,,,,,,,,,,,,,1,18.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,19.52,,,1,,,,19.52,,,,,,,,,,,,,,,,,,,,,,,,,2,31.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,1,61.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,24.11,,,,,,,1,,,,79.55,,,,,1,23.95,,,,,,,,,,,,,1,31.86,,,,,,,,,,,,,,,,,1,31.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,40.47,,,,,,,1,,,,40.47,,,,,,,1,40.47,1,49.65,1,32.65,1,32.65,,,,,,,,,,,2,40.14,,,,,,,,,,,,,2,49.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,70.18,,,,,,,,,1,,,,35.36,,,,,,,1,98.81,,,1,98.81,,,,,,,,,,,1,35.35,,,,,,,1,65.96,1,35.36,,,,,10,83.33,,,,,2,101.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,60.75,1,61.80,,,,,1,61.80,3,,,,165.65,,,,,1,39.81,,,3,72.45,4,73.26,1,56.02,,,,,1,128.21,,,2,79.62,1,42.30,,,,,,,,,,,,,4,54.28,1,61.80,1,61.80,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,75.53,3,57.56,,,,,,,9,,,,70.59,,,1,45.98,,,6,69.68,7,134.31,6,58.45,1,142.86,,,1,37.23,,,,,1,75.53,5,55.98,,,,,,,,,,,,,5,81.91,1,142.86,1,37.23,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,50.40,,,2,83.44,,,,,7,,,,72.22,,,,,3,71.17,1,43.73,16,161.00,11,142.76,,,2,83.44,,,,,,,,,4,77.29,,,,,1,50.40,,,1,96.25,4,75.33,6,84.47,1,91.49,,,1,96.25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,88.97,1,175.13,,,1,243.90,,,4,,,,139.47,,,,,,,2,102.15,10,170.24,4,91.91,2,125.16,,,,,,,1,64.60,1,243.90,,,,,,,,,,,,,4,142.65,5,130.51,,,,,3,103.59,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,3,394.22,1,90.91,,,,,2,161.03,,,,,,,,,,,,4,215.40,5,264.55,3,110.54,4,172.71,1,362.32,,,,,,,2,126.50,1,362.32,,,1,131.41,1,90.91,,,,,3,179.10,3,289.30,,,,,1,173.91,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,4,349.34,,,,,,,,,,,,,,,,,,,,2,288.60,1,233.64,,,,,,,,,,,,,1,636.94,1,476.19,,,1,251.26,,,,,,,2,288.60,1,636.94,,,,,1,251.26,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,1,1315.79,1,529.10,1,529.10,,,,,,,1,578.03,1,1315.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4166.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5882.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其他分界不明的部位,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,胸膜,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,2,20.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,1,42.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,2,19.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.95,,,,,,,,,1,19.62,,,1,43.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,1,19.49,,,,,,,,,,,,,3,31.40,,,,,,,1,19.49,,,,,3,38.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,36.52,,,,,,,,,,,,2,48.69,,,,,,,1,22.03,,,,,,,,,,,,,,,,,,,3,45.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,51.71,,,1,51.71,1,,,,54.67,,,,,,,1,54.67,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,100.76,,,,,,,,,,,,,,,,,,,,1,44.78,,,,,,,,,,,1,35.70,1,36.01,,,,,,,,,,,,,2,52.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,5,75.52,2,65.77,,,,,,,1,,,,45.56,,,1,101.32,3,55.26,8,152.32,,,,,,,,,,,2,74.79,1,124.84,,,,,1,59.28,,,,,,,3,50.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,73.42,1,142.25,1,44.23,,,,,1,,,,44.23,,,2,39.36,5,59.70,3,49.60,2,60.20,1,76.86,,,1,76.86,,,1,142.25,3,55.81,,,1,49.48,,,,,,,1,49.02,5,147.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,67.17,,,,,,,,,5,,,,90.46,,,5,88.34,14,120.34,1,52.60,3,59.11,3,47.12,,,,,,,1,94.25,6,69.82,,,,,,,,,1,166.67,,,5,90.79,,,1,52.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,69.86,2,141.94,,,,,,,2,,,,103.41,,,3,127.12,10,188.68,10,161.66,,,1,239.81,1,85.11,,,2,170.21,,,,,,,,,,,,,,,,,3,115.65,1,239.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,204.50,,,,,,,3,,,,257.95,,,,,15,282.49,4,170.00,1,102.56,1,346.02,,,,,,,2,137.74,1,114.16,,,1,161.55,,,,,,,,,1,85.98,1,114.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,230.41,,,,,,,,,1,,,,317.46,1,230.41,,,2,201.41,5,400.32,,,,,,,,,,,,,1,230.41,1,230.41,,,,,,,,,,,,,,,4,278.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,432.90,,,,,2,865.80,1,432.90,,,,,,,,,,,1,1204.82,,,,,,,,,,,,,1,1204.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,1818.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1190.48,,,,,,,,,,,2,2173.91,,,,,1,2702.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,2,10000.00,,,,,,,,,,,,,,1,4545.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,白血病,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸膜,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,2,18.19,,,,,,,,,,1,37.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.56,1,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,23.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,2,36.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.83,1,20.92,,,,,1,30.83,,,,,2,52.87,2,21.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.84,,,,,,,,,,,,,,,,,,,2,21.50,1,30.84,,,2,33.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,50.68,,,,,,,,1,50.68,1,33.12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,51.15,,,,,,,,,,,,,,1,36.08,,,,,,,,,1,96.99,,,,,,,,,,,1,96.99,,,,,,,,,1,51.15,,,3,36.79,1,51.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,42.07,,,,,,,,,,,,,,,,1,67.39,1,67.39,,,,,1,100.60,1,48.08,1,48.08,,,,,,,,,1,65.49,,,,,,,,,,,1,100.60,1,48.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,49.25,,,,,,,3,51.94,1,,,,51.68,1,34.31,1,47.04,5,69.92,,,,,5,74.01,4,52.47,,,,,,,1,47.39,,,1,79.43,1,34.31,,,,,,,,,6,58.48,,,1,72.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,47.98,3,58.85,,,,,,2,49.98,1,52.14,5,74.01,,,1,52.14,4,73.46,2,41.34,1,36.31,,,,,,,1,81.63,1,47.98,,,1,51.15,,,,,2,74.32,2,329.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,235.29,1,80.84,1,58.41,2,100.25,2,98.14,,,,,,,,4,107.90,9,178.82,,,,,6,79.63,1,58.41,1,58.41,1,68.49,,,,,,,,,,,,,,,,,1,58.41,6,104.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,3,101.15,,,,,,,,,,1,100.50,2,147.93,,,,,1,147.06,1,100.50,,,,,,,,,1,241.55,1,147.06,,,1,241.55,,,,,2,133.16,,,,,,,1,197.24,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,238.95,,,,,,,,2,203.05,5,258.80,,,,,4,237.39,2,389.11,,,,,,,,,,,2,213.22,,,,,,,1,208.33,1,387.60,,,,,,,1,172.71,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,3,680.27,,,,,,,,1,699.30,1,377.36,,,,,,,,,,,,,,,,,1,353.36,1,377.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,884.96,,,,,,,,,,1,943.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他分界不明的部位,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,22.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,1,23.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,3,25.77,,,,,,,,,,1,23.96,,,1,23.96,,,,,1,18.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,18.95,,,,,,,,1,69.11,,,,,,,,,,,1,28.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38.31,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,32.18,,,,,,,,,,,,,,,,1,19.57,,,,,,,,,,,1,26.59,,,,,,,,,1,67.07,,,1,19.57,,,,,,,,,,,,,1,26.37,,,,,2,21.45,1,26.37,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,18.85,1,21.29,,,,,,,,4,58.89,,,1,33.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.27,,,2,24.58,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,91.63,,,,,,,2,63.07,,,,,,1,31.80,6,57.72,,,,,1,31.80,1,50.48,1,51.33,,,,,,,,,1,30.54,,,,,,,,,,,1,31.80,,,,,,,1,31.80,,,1,31.80,,,,,1,36.05,,,,,,,,,,,,,,,,
,,,,40~44,2,47.21,,,,,1,52.66,1,33.30,1,,,,50.89,,,4,81.60,,,,,,,2,67.18,1,33.30,,,,,,,1,92.17,,,,,,,,,,,1,33.30,,,,,,,1,40.55,,,,,,,2,49.01,,,,,,,,,,,,,,,,,,,,
