,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,52.25,1,97.85,1,52.25,,,2,79.97,2,,,,134.32,,,,,,,,,,,,,,,,1,97.85,,,,,,,,,,,,,,,,,1,42.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,2,,,,67.89,1,116.55,,,,,1,,116.55,,,,,2,62.34,,,,,,,,,,,,,,,,,1,116.55,1,116.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,149.48,,,,,,,1,149.48,1,,,,149.48,,,,,,,,,,3,176.06,,,,,1,118.91,1,149.48,,,,,2,73.64,2,73.64,1,118.91,,,1,48.85,,,1,149.48,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,3,327.87,,,,,,,,,,,,,,,,,,1,179.21,2,,158.98,5,172.83,1,70.42,5,230.10,1,109.29,,,,,,,,,,,1,179.21,,,,,1,179.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,105.26,,,1,,,,480.77,,,,,,,,,,2,146.09,,,1,238.66,3,206.04,,,,,,,,,1,238.66,,,,,2,210.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,1,319.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,395.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,884.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,2,48.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,1,17.80,,,,,,,,,,,,,,,1,19.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,1,17.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,17.18,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,18.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,17.63,1,55.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,36.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,65.70,,,1,44.40,,,,,,,,,,,,,,,,,,,,,,,,,,2,48.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,210.53,1,,,,35.63,,,,,,,,,,,,,,,,,,,,,,1,93.63,,,,,,,1,66.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,2,40.08,,,,,,,3,,,,113.29,,,,,2,89.37,,,,,,,,,,1,64.43,,,1,36.34,1,44.68,,,1,36.34,1,91.24,1,91.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,2,,,,80.91,,,1,96.62,1,69.59,2,,66.87,,,,,,,,,,,,,2,66.87,,,,,,,1,51.12,1,96.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,3,,,,55.37,,,,,1,113.51,2,,72.41,,,2,62.34,1,42.97,,,,,,,,,1,113.51,,,1,53.16,2,72.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,47.24,,,,,,,,,2,,,,132.01,,,1,118.34,2,101.27,3,,198.02,1,149.25,1,118.34,,,,,1,149.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,251.26,,,,,1,100.00,,,,,,,,,,,,2,97.13,6,,227.36,,,4,146.20,,,,,,,,,,,,,,,,,3,191.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,240.96,,,,,1,240.96,2,,481.93,,,3,129.37,,,1,202.02,,,1,126.58,1,240.96,1,96.71,,,,,1,202.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,184.16,,,,,,,,,,,,,,,,,,,,1,,177.94,,,,,,,,,,,1,290.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,1818.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,喉,,,結直腸癌,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,13.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,15.92,,,,,,1,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,32.79,1,20.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,63.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,61.01,,,1,42.83,,,,,,,,,,,,,,,,,,,1,42.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,48.40,,,,,,,,,,,,,,,,,,,,,,,,,1,225.73,1,48.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,78.25,,,1,78.25,,,,,,,,1,48.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,76.51,,,,,,,,,,,,,,1,43.54,3,127.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,95.15,1,139.08,,,3,86.31,2,,190.29,,,1,250.63,2,137.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,1,119.47,1,191.20,,,,,,1,92.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,158.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,,食道,,胰,,胸腺、心臟與中隔,,淋巴結,,眼及淚腺,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,17.26,,,,,,,,,,,,,,,,,,,,,,,,,1,40.11,,,,,,,,,,,,,1,17.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,34.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,16.24,,,2,32.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.70,,,,,,,,,1,15.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,127.39,,,1,,38.14,,,,,,,,,,,,,,,,,,,,,,,1,38.14,2,36.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,48.47,,,,,,,2,34.26,,,,,,,,1,35.68,,,,,,,,,,,,,,,,,,,,,,1,35.68,,,,,,,1,32.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,37.41,,,,,,,,,,,,,,,,,,2,43.89,1,,51.36,,,,,,,,,,,,,,,,,,,,,,,,,1,61.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,45.41,,,,,,,1,,,,45.41,,,,,,,,,,,,1,45.41,,,,,,,1,67.02,1,62.38,,,,,1,45.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,46.38,,,,,,,1,46.38,,,,,,,,,,3,52.62,,,,,,,,,,,,1,43.67,2,92.76,1,43.67,,,1,219.30,,,,,1,43.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,102.77,,,1,41.56,1,60.90,2,91.03,,,,,,1,60.90,,,3,138.06,,,,,,,,,,,,,,,,,,,,,,,,1,41.56,1,41.56,2,68.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,91.83,,,,,,,4,120.34,,,,,,,,,,3,169.68,,,,,,1,147.49,,,,,,,,,,,,,1,91.83,,,,,2,113.12,3,137.68,,,1,147.49,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,100.45,1,146.20,,,,,,,,,,3,127.82,1,,88.42,,,,,,,,,,,,,,,,,,,,,,,,,,,1,146.20,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,1,195.31,,,1,,147.49,1,195.31,,,,,,,,,,,1,751.88,,,,,,,,,,,,,,,1,277.78,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,381.68,,,,,,,,,,,,,,,,,,,,,,,,,,,1,344.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2222.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他神經系統,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,5~9,,,1,15.81,,,,,1,14.91,,,,,,,,,,,,,,,,,,,,,1,14.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,120.48,,,,,,1,42.81,,,,,,,,,,,,,,,,,,,,,,,,1,16.95,1,16.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,17.04,,,,,,,,,,1,32.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,94.07,,,1,94.07,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,35.08,,,,,,,,,1,,,,34.59,,,,,,,,,,1,34.59,1,14.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,37.64,,,1,17.87,1,17.87,,,1,,,,17.87,,,,,,,,,,2,17.51,,,1,17.87,,,,,,,,,,,,,,,,,,,,,,,,,,,5,29.55,1,17.18,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,31.65,,,,,,,,,,,,1,46.02,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30.31,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,66.01,,,,,,,,,,,,,,,,1,40.82,,,,,,,,,,,,,,,,,,,,,,,,,,1,40.82,1,32.66,,,,,,,3,122.45,1,32.66,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,6,87.98,,,,,,,,1,39.34,2,41.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,67.57,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,2,44.56,1,,,,42.72,4,89.13,,,,,,,,,,,,4,70.22,,,2,71.48,1,82.78,,,,,,,,,,,2,106.38,,,2,106.38,,,2,53.13,2,71.48,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,56.72,,,,,,,1,42.18,,,,,,4,86.23,,,,,1,,42.18,1,189.39,,,3,89.29,,,2,48.38,,,,,,,,,,,2,68.99,1,42.18,,,,,,,,,1,56.72,,,1,189.39,,,,,,,,,,,,,,,,
,,,,60~64,6,113.92,1,50.71,,,,,,,1,,,,84.89,3,135.56,,,,,,,,,,,,4,104.33,,,,,,,1,50.71,,,,,,,1,96.62,3,135.56,,,,,,,1,146.20,3,81.28,1,146.20,,,,,,,,,,,,,,,,,,
