,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,19.78,,,,,,,,,,,,1,8.51,,,,,,,,,,,,,,,,,1,19.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,1,36.00,,,1,32.51,,,,,,,,,,,,,2,16.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,43.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,53.56,,,,,,,,,,,,,,,,,,,,,,,,,2,53.46,1,53.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,44.80,,,,,,,,,,,,,,,,,,,,,,1,25.65,,,,,,,,,1,44.80,,,1,25.65,2,29.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,2,,,,22.43,1,16.01,1,16.01,,,2,32.01,1,37.45,,,,,,,,,,,1,16.01,1,16.01,2,22.43,1,16.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,29.13,1,59.35,2,,,,35.30,,,,,,,,,2,50.25,,,,,,,1,25.13,,,,,3,52.96,2,35.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,45.31,2,90.62,3,,,,76.94,,,1,45.31,3,135.93,,,1,45.31,1,45.31,1,45.31,,,,,4,181.24,,,2,210.08,1,105.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,160.51,,,,,,,,,,,,,,,,,,,,3,250.84,4,226.37,1,175.13,,,,,,,,,,,1,83.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,1,204.92,,,,,,,,,2,409.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,1,495.05,,,,,,,,,,,1,495.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,6.52,,,1,19.10,,,,,,,1,6.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,7.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,2,30.92,,,,,,,,,,,,,,,,,,1,39.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,8.36,,,,,,,,1,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.96,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,2,17.70,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.85,,,1,38.15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,2,13.18,,,,,,,,,,,,,,,,,,,,2,15.54,,,,,,,,,,,,,,,,,,,1,43.31,,,,,,,1,43.31,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,130.80,,,,,,,,,,,,,,3,25.52,,,,,,,,,1,9.78,,,,,,,,,,,,,,,,,,,,,,,1,30.34,,,,,1,9.78,2,17.01,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,22.05,,,,,1,44.90,,,,,,,,5,44.26,,,,,,,,,,,1,12.63,,,,,1,12.63,,,,,,,,,,,,,,,,,,,,,,,2,22.05,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,15.12,,,,,,,1,86.88,,,,,,4,51.53,,,,,,,,,,,,,2,25.76,,,1,15.12,,,,,,,,,,,,,,,,,,,,,1,53.22,2,25.76,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,33.37,,,,,,,,,,,,,,6,73.98,,,,,,,,,1,19.56,,,1,33.37,1,19.56,1,33.37,,,1,33.37,,,,,,,,,,,1,19.56,,,,,1,19.56,2,48.70,1,19.56,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,19.21,,,1,87.72,,,,,,,,,,6,51.95,,,1,22.64,2,175.44,,,2,33.37,2,45.28,8,55.62,,,3,30.10,1,35.29,,,1,22.64,,,,,,,1,16.69,,,,,,,1,16.69,6,57.64,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,29.30,1,96.43,2,31.21,,,1,29.30,2,,,,44.94,8,73.67,,,,,,,,,2,36.60,1,22.59,5,46.04,,,4,117.20,3,54.90,,,1,29.30,1,96.43,3,67.42,,,2,37.07,1,50.45,,,,,1,22.59,2,58.60,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,150.38,,,1,45.77,,,3,57.12,,,,,,5,163.03,,,,,,,,,,,,,6,106.52,,,7,245.61,3,53.26,1,45.77,,,,,,,1,41.63,3,87.01,5,128.34,1,41.63,,,2,300.75,3,65.40,1,41.63,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,121.21,,,,,,,,,,,,,,2,94.38,,,,,,,,,1,72.94,2,66.20,11,315.19,,,2,121.21,3,267.14,,,,,,,,,1,60.61,,,,,,,,,1,72.94,1,60.61,2,108.70,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,438.60,3,172.91,,,2,177.46,,,,,,,,,,,,,1,180.18,1,438.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,251.26,,,,,,,,,,,,,,,,,,,,,,,,1,251.26,,,,,,,,,,,,,,,,,,,,,,,,,1,251.26,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,1162.79,,,1,3030.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胸腺、心臟與中隔,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,6.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,2,36.32,,,,,,2,18.88,,,,,,,,,,,,,,,,,,,,,,,1,18.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,7.29,,,,,,,,,,,,,,,,,,,,1,16.02,,,,,,,,,,,,,,,,,,,,,1,7.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,1,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.18,,,,,2,16.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,23.19,1,7.42,,,,,,,,,,,,,,,,1,23.19,1,7.42,,,,,,,,,,,,,,,1,23.19,,,1,7.42,,,2,14.85,1,7.42,4,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,8.15,,,,,,,,,,,,2,16.31,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16.31,,,,,,,,,,,3,24.46,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,13.02,,,1,13.02,,,,,,,,,,2,22.77,,,,,1,45.85,1,13.02,1,13.02,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.85,2,20.28,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,4,49.88,,,,,,,,,1,14.54,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52.03,6,68.20,,,1,14.54,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,19.62,,,,,,,,,,,,6,64.44,,,,,,,,,1,52.60,1,94.07,,,1,19.62,1,52.60,,,,,,,,,,,,,,,,,,,2,39.25,3,40.49,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,35.66,,,,,,,1,17.83,1,,,,17.83,7,98.36,,,,,,,,,,,7,83.17,,,3,42.15,3,30.25,,,,,,,,,2,46.41,,,,,2,71.23,,,,,1,23.21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,42.54,,,,,,,,,1,,,,30.85,4,50.35,,,,,,,,,3,54.77,2,36.52,2,42.54,4,50.35,5,91.29,1,21.27,,,,,1,30.85,1,30.85,,,,,,,,,2,46.95,6,86.49,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,134.05,,,,,,,,,,,,,,2,168.92,,,1,134.05,,,,,,,5,231.70,,,4,119.69,2,75.76,,,1,46.34,,,1,84.46,3,62.53,,,,,,,2,75.76,1,37.88,2,75.76,2,75.76,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,70.08,,,,,,,,,,,,,,3,257.73,,,,,,,,,5,329.38,3,197.63,,,1,149.70,5,138.39,,,,,,,,,2,131.75,,,,,,,1,70.08,1,65.88,,,1,70.08,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,423.73,,,,,,,,,,,,1,135.50,,,1,135.50,,,,,,,1,135.50,,,1,176.06,2,205.34,,,,,,,,,,,,,,,,,1,332.23,1,135.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,268.10,,,,,,,,,,,,,,,1,411.52,,,,,,,,,,,1,781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,775.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2702.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他內分泌腺,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,6.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,6.48,,,1,,,,6.48,,,1,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,7.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,41.82,,,,,,,,,,,,,,,,,,1,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,7.73,,,,,,,,,,,,,,2,15.45,,,,,,,,,,,,,,,,,,,1,7.73,,,,,1,7.73,,,3,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,175.90,,,,,,,,,,,,,,,,,,,,,,1,43.82,,,,,,,,,,,1,12.42,,,,,1,12.42,,,1,12.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,13.72,,,,,,,,,,,,,,2,23.88,,,,,1,13.72,1,92.08,,,,,,,,,,,,,,,,,,,,,2,21.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,50.56,,,,,,,,,,1,18.59,,,,,,,,,1,52.33,1,18.59,,,1,50.56,2,31.02,,,,,1,18.59,,,1,18.59,1,52.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,35.69,,,,,,,1,22.69,,,,,,7,53.14,,,,,,,3,28.93,6,49.48,,,,,,,,,2,25.91,,,,,1,20.34,,,,,1,22.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,28.11,,,,,,,,,,,,,,5,52.27,,,1,20.07,1,28.11,4,47.23,3,86.03,3,35.12,,,,,2,40.14,,,,,,,,,,,3,27.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,34.29,,,,,,,,,,,,3,49.16,,,1,41.44,2,68.59,4,65.54,3,69.85,6,98.31,,,1,72.52,1,34.29,2,46.57,1,41.44,,,2,92.89,1,34.29,3,56.30,,,1,34.29,1,34.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,148.15,,,,,,,,,,,,2,67.14,3,86.78,7,202.49,,,,,1,65.57,,,,,1,209.21,,,1,65.57,,,,,,,1,65.57,1,65.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,107.76,,,,,1,369.00,1,369.00,1,107.76,1,265.25,2,738.01,,,,,,,1,265.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,342.47,,,,,,,,,3,1149.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,666.67,1,2500.00,1,1315.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,2,13.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54.20,,,,,,,,,1,6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,2,11.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,3,15.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,1,42.94,,,,,,,,,,,,,,,,,,,,,1,17.72,,,1,17.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,4,22.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.65,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,3,13.35,,,,,,,,,,,1,23.98,,,,,,,,,,,,,1,7.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,5,39.55,1,11.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,93.81,,,,,,,,,,,,,,4,37.23,,,1,13.04,,,,,1,93.81,,,,,1,42.63,,,,,,,,,,,,,,,1,13.04,1,42.63,,,,,3,39.11,,,,,,,,,,,,,,,,,,,,,,,,,,
