,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,6.52,,,1,19.10,,,,,,,1,6.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,7.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,22.14,2,30.92,,,,,,,,,,,,,,,,,,1,39.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,8.36,,,,,,,,1,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.96,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,2,17.70,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.85,,,1,38.15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,2,13.18,,,,,,,,,,,,,,,,,,,,2,15.54,,,,,,,,,,,,,,,,,,,1,43.31,,,,,,,1,43.31,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,130.80,,,,,,,,,,,,,,3,25.52,,,,,,,,,1,9.78,,,,,,,,,,,,,,,,,,,,,,,1,30.34,,,,,1,9.78,3,20.25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,22.05,,,,,1,44.90,,,,,,,,5,44.26,,,,,,,,,,,1,12.63,,,,,1,12.63,,,,,,,,,,,,,,,1,41.67,,,,,,,2,22.05,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,15.12,,,,,,,2,60.81,,,,,,4,51.53,,,,,,,,,,,,,2,25.76,,,1,15.12,,,,,,,,,,,,,,,,,,,,,1,53.22,3,30.30,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,60.64,,,,,,,,,,,,,,6,73.98,,,,,,,,,1,19.56,,,1,33.37,1,19.56,1,33.37,,,1,33.37,,,,,,,,,,,1,19.56,,,,,1,19.56,2,48.70,1,19.56,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,19.21,,,1,87.72,,,,,,,,,,7,52.54,,,1,22.64,2,175.44,,,2,33.37,3,48.47,9,55.71,,,4,34.07,1,35.29,,,1,22.64,,,,,,,1,16.69,,,,,,,1,16.69,6,57.64,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,29.30,1,96.43,2,31.21,,,1,29.30,2,,,,44.94,8,73.67,,,,,,,,,2,36.60,1,22.59,10,80.72,,,4,117.20,3,54.90,,,1,29.30,1,96.43,3,67.42,,,2,37.07,1,50.45,,,,,2,33.58,3,60.70,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,150.38,,,1,45.77,,,3,57.12,,,,,,8,197.87,,,,,,,,,,,,,7,105.92,,,7,245.61,3,53.26,1,45.77,,,,,,,1,41.63,3,87.01,7,143.68,2,59.21,,,2,300.75,3,65.40,1,41.63,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,121.21,,,,,,,,,,,,,,2,94.38,,,,,,,,,1,72.94,2,66.20,12,290.77,,,2,121.21,3,267.14,,,,,,,,,1,60.61,,,,,,,,,1,72.94,2,87.45,2,108.70,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,370.37,3,172.91,,,3,208.48,,,,,,,,,,,,,1,180.18,1,438.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,251.26,,,,,,,,,,1,636.94,,,,,,,,,,,,,1,251.26,,,,,,,,,,,,,,,,,,,,,,,,,1,251.26,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,1162.79,,,1,3030.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胸腺、心臟與中隔,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,6.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,2,,,,36.32,,,2,18.88,,,,,,,,,,,,,,,,,,,,,,,1,18.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,7.29,,,,,,,,,,,,,,,,,1,16.02,,,,,,,,,,,,,,,,,,,,,1,7.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,1,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.18,,,,,2,16.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,24.73,,,,,,,1,23.19,1,,,,7.42,,,,,,,,,,,,,1,23.19,1,7.42,,,,,,,,,,,,,,,1,23.19,,,1,7.42,,,2,14.85,1,7.42,5,18.61,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,8.15,,,,,1,29.55,,,,,,,,3,19.17,,,,,,,,,,,,,,,,,,,1,29.55,,,,,,,2,16.31,,,,,,,,,,,3,24.46,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,20.12,,,1,13.02,,,,,,,,,,,,2,22.77,,,,,1,45.85,2,20.12,1,13.02,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.85,2,20.28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,4,49.88,,,,,,,,,2,22.00,,,,,,,1,45.13,,,,,,,,,,,,,,,,,1,45.13,1,52.03,7,63.56,,,1,14.54,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,19.62,1,52.47,2,104.93,,,,,,,,,,6,64.44,,,,,,,,,1,52.60,1,94.07,,,1,19.62,1,52.60,,,,,,,,,,,,,,,,,1,52.47,2,39.25,4,42.94,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,35.66,,,,,,,,,1,,,,17.83,1,17.83,8,90.39,,,,,,,,,1,57.67,8,78.82,,,5,56.49,3,30.25,,,,,,,,,3,49.64,,,,,2,71.23,,,,,1,23.21,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,42.54,,,,,,,,,,,,,,1,30.85,4,50.35,,,,,,,,,3,54.77,3,42.62,2,42.54,4,50.35,5,91.29,1,21.27,,,,,1,30.85,2,41.63,,,,,,,,,2,46.95,6,86.49,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,134.05,,,,,,,,,,,,,,,,2,168.92,,,1,134.05,,,,,,,7,218.55,,,4,119.69,2,75.76,,,1,46.34,,,1,84.46,3,62.53,,,,,,,2,75.76,2,54.27,2,75.76,2,75.76,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,70.08,,,,,,,,,,,,,,,,3,257.73,,,,,,,,,6,270.51,4,180.34,,,2,146.20,5,138.39,,,,,,,,,2,131.75,,,,,,,1,70.08,1,65.88,,,1,70.08,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,423.73,,,,,,,,,,,,,,1,135.50,,,1,135.50,,,,,,,2,189.39,,,1,176.06,2,205.34,,,,,,,,,,,,,,,,,1,332.23,1,135.50,,,,,1,314.47,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,268.10,,,,,,,,,,,,,,,2,491.40,,,,,,,,,,,1,781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,775.19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3703.70,,,,,,,,,,,,,,,1,2702.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他內分泌腺,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,26.87,1,6.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.60,,,,,1,26.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,6.48,,,1,,,,6.48,,,1,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,7.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,24.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,41.82,,,,,,,,,,,,,,,,,,1,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,7.73,,,,,,,,,,,,,,3,18.24,,,,,,,,,,,,,,,,,,,2,12.16,,,,,1,7.73,,,3,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,175.90,,,,,,,,,,,,,,1,43.12,,,,,,,1,43.82,,,,,,,,,,,1,12.42,,,,,1,12.42,,,1,12.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,21.00,,,,,,,,,,,,,,4,37.70,,,,,1,13.72,1,92.08,,,,,,,,,,,,,,,,,,,,,2,21.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,50.56,,,,,,,,,,1,18.59,,,,,1,51.57,,,1,52.33,1,18.59,,,1,50.56,2,31.02,,,,,1,18.59,,,1,18.59,1,52.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,35.69,,,,,,,1,22.69,,,,,,9,60.48,,,,,,,4,33.12,6,49.48,,,,,,,,,3,31.83,,,,,1,20.34,,,,,1,22.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,28.11,,,,,,,,,,,,,,5,52.27,,,1,20.07,1,28.11,5,49.96,4,79.60,3,35.12,,,,,2,40.14,1,65.02,,,,,,,,,4,31.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,34.29,,,,,,,,,,,,3,49.16,,,1,41.44,2,68.59,5,68.91,4,73.42,7,96.47,,,1,72.52,1,34.29,2,46.57,1,41.44,,,2,92.89,1,34.29,3,56.30,,,1,34.29,1,34.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,148.15,,,,,,,,,,,,2,67.14,3,86.78,7,202.49,,,,,2,89.65,,,,,1,209.21,,,1,65.57,,,,,,,1,65.57,1,65.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,107.76,,,,,1,369.00,1,369.00,1,107.76,1,265.25,2,738.01,,,,,,,1,265.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,342.47,,,,,,,,,3,1149.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,666.67,1,2500.00,1,1315.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,2,13.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54.20,,,,,,,,,1,6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,2,11.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,3,15.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,1,42.94,,,,,,,,,,,,,,,,,,,,,,,1,17.72,,,1,17.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,4,22.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.65,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,3,13.35,,,,,,,,,,,,,1,23.98,,,,,,,,,,,,,1,7.39,,,,,,,,,,,,,1,27.62,,,,,,,,,,,,,,,,,,,,,,,,
