,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,1,18.70,,,,,,,,,,,,,,,,,,,1,22.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,30.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,24.79,,,,,,,,,,,,1,24.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,2,38.31,,,,,,,,,,,,,,,,,,,,,1,28.40,,,,,,,1,29.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,2,153.49,,,,,1,69.78,,,,,,,,,,,,,,,1,17.86,,,,,,,,,,,3,93.75,1,46.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,20.54,,,,,,,,,,,,,,,,,,2,104.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,108.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,68.49,,,,,,,,1,68.49,,,,,,,,,1,24.93,,,,,,,,,,,1,86.96,,,,,,,,,,,2,38.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,26.78,,,,,,,,,,,,,,3,94.82,,,1,75.82,1,15.77,,,2,89.13,3,71.06,,,,,,,,,,,1,50.56,,,,,1,44.56,,,4,121.32,1,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,73.18,1,38.24,2,17.36,,,,,,,,,,6,54.84,,,3,26.03,3,20.01,,,6,37.97,3,26.03,,,,,,,,,4,60.32,,,,,,,1,32.86,,,6,30.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,19.21,,,,,,,1,41.39,,,,,,4,38.81,,,,,7,131.70,1,40.90,8,57.30,,,1,53.76,,,2,26.14,1,19.21,1,19.21,1,53.76,,,,,1,19.21,,,2,59.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,46.49,,,,,,,,,1,,,,121.65,2,112.36,,,2,85.87,3,67.02,,,5,93.48,1,110.74,,,1,121.65,,,2,104.77,,,,,,,,,,,1,33.76,,,1,92.00,2,183.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,146.20,,,,,,,,3,103.66,1,195.69,3,281.43,9,227.27,,,1,45.25,4,181.00,,,,,,,1,225.73,,,,,2,85.69,,,,,1,146.20,4,100.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,,1,80.26,,,,,,,,,1,373.13,1,294.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,1,260.42,,,,,1,389.11,,,,,,,,,,,,,,,,,,,,,1,389.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,1587.30,,,1,1587.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,724.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸膜,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,2,,,,16.49,,,2,16.49,,,,,,,,,1,8.25,,,,,,,2,56.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.25,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,3,,,,49.47,,,,,,,,,,,,,1,16.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.93,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,7.99,,,,,,,,,,,,,,,,,,,,1,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,1,36.04,,,,,,,,,,,,,,,,,,,,,,,,,1,19.89,,,,,,,,,,,,,,,,,1,36.04,,,1,30.95,,,,,,,,,,,,,,
,,,,20~24,,,1,24.40,2,48.80,,,,,1,,,,22.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.10,,,,,,,,,,,,,1,10.64,,,,,,,,,,,,,,
,,,,25~29,2,22.21,,,,,,,,,1,,,,42.23,,,,,,,,,,,,,,,1,39.90,,,,,,,1,39.90,,,,,,,,,1,24.24,,,,,,,2,17.96,,,,,,,,,1,11.11,,,,,,,,,,,,,,,,,,
,,,,30~34,2,139.76,,,1,67.16,1,15.54,,,,,,,,,,,,3,81.23,,,,,1,59.24,,,2,67.39,,,,,,,1,34.09,,,,,,,,,,,,,,,,,,,1,67.16,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,105.49,,,,,,,,,,,,,,,,,,3,58.47,,,,,,,,,1,20.22,,,,,,,,,,,,,,,,,,,,,,,,,1,20.22,,,,,,,1,20.22,,,2,40.44,7,79.61,,,,,,,,,,,,,,
,,,,40~44,1,66.53,,,1,82.58,,,,,,,,,,,,,,2,35.06,,,,,,,1,55.37,1,66.53,4,70.11,,,,,3,111.52,,,,,,,,,,,,,2,135.23,,,7,59.98,,,1,23.80,,,,,2,47.60,1,23.80,1,23.80,1,82.58,,,,,,,,,,,,
,,,,45~49,1,97.85,1,40.19,,,,,,,,,,,,,,,,5,51.63,,,,,,,,,3,41.19,3,35.33,1,48.36,,,6,82.38,,,,,,,2,38.35,,,,,,,,,1,48.36,2,100.96,,,,,,,,,,,5,59.49,2,32.07,,,,,,,,,,,,
,,,,50~54,8,61.47,,,2,22.53,,,,,1,,,,34.51,1,34.51,,,11,56.82,,,1,34.51,,,1,24.18,2,19.20,4,24.37,1,32.27,,,8,42.19,2,27.64,,,2,45.11,,,,,2,17.27,,,,,2,16.70,,,,,,,,,1,24.18,1,11.26,8,80.90,,,1,11.26,1,34.51,,,,,,,,
,,,,55~59,2,22.94,,,1,95.88,1,34.27,,,,,,,,2,33.76,,,8,74.82,,,,,,,,,3,76.55,13,77.00,,,,,14,88.20,4,57.41,1,48.52,2,50.49,,,3,102.81,,,,,,,6,41.30,,,1,54.05,1,54.05,,,1,16.88,,,9,61.72,,,,,1,35.80,,,,,,,,
,,,,60~64,1,30.84,,,5,112.46,,,,,,,,,,,,1,143.88,1,106.95,,,1,30.84,,,,,2,102.51,7,89.64,,,,,17,180.97,4,128.25,,,,,,,2,61.67,,,,,,,6,85.81,1,30.84,,,,,,,1,143.88,2,40.47,1,65.36,,,,,,,,,,,,,,
,,,,65~69,,,,,1,134.59,,,,,,,,,,,,,,1,54.56,,,,,,,1,54.56,2,184.16,15,186.71,,,,,10,144.80,,,,,2,55.76,,,,,,,,,1,134.59,1,54.56,,,,,,,,,,,,,2,41.23,,,1,54.56,2,53.18,,,,,,,,
,,,,70~74,,,,,,,,,2,186.39,,,,,,,,,,3,267.14,,,,,,,,,1,316.46,5,227.69,,,,,7,306.75,2,186.39,,,,,,,,,,,,,1,123.92,,,,,,,,,,,,,3,298.80,2,182.82,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,471.70,1,657.89,,,,,,,,,,,,,,,1,236.41,,,,,,,,,,,1,377.36,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1298.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3921.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,4,17.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.05,,,,,,,,,2,10.64,,,1,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,2,23.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,3,20.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,22.32,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.51,,,,,,,,,,,,,,,,,,,,,,,,,2,21.01,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,13.54,,,1,61.01,,,,,,,,,,2,18.22,,,,,,,2,27.09,,,,,2,35.80,,,,,,,,,,,,,,,,,,,,,1,57.94,,,4,35.14,1,61.01,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,53.65,,,,,,,,,,,,,,1,94.52,,,4,56.03,,,,,,,,,1,114.16,,,,,,,1,19.97,,,,,,,,,,,,,,,,,,,,,1,114.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,59.77,,,,,,,,,,,,,,,,4,63.45,,,,,,,2,30.83,,,,,3,62.37,,,,,,,,,1,60.10,,,1,22.45,,,,,,,1,22.45,,,7,72.61,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,82.12,,,2,35.73,,,,,,,,,,,,,,6,56.39,1,54.05,,,1,21.89,,,5,48.57,,,7,76.28,,,,,,,1,83.82,,,,,6,99.16,2,62.72,,,,,1,83.82,,,1,46.08,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,25.70,,,,,,,2,17.87,3,,,,21.86,,,,,12,59.73,2,48.54,2,28.78,1,21.69,3,26.10,11,50.98,,,13,53.68,2,15.93,1,11.70,1,11.70,,,,,1,32.03,7,35.35,,,,,,,,,,,6,33.52,2,45.88,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,30.44,4,34.09,,,,,,,,,,,,,,19,102.18,,,,,4,52.17,3,55.57,9,74.93,2,90.21,11,67.36,3,40.37,2,26.09,,,1,47.46,,,2,86.73,4,40.92,,,1,92.17,2,31.03,,,2,31.03,8,52.73,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,116.01,,,,,,,,,,,,,,,,1,27.30,5,72.03,1,27.30,,,1,124.53,2,45.30,15,151.71,,,17,144.99,6,89.06,1,27.30,1,27.30,2,107.12,,,,,2,39.87,,,,,,,,,1,27.30,1,82.85,,,1,27.30,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,49.02,,,,,,,1,49.02,,,,,,,,,,7,175.92,,,,,1,204.08,4,65.41,18,306.64,,,9,144.44,2,66.49,2,243.31,,,,,,,,,6,92.25,,,,,,,,,5,75.08,3,49.75,,,2,137.74,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,2,89.05,,,,,,,,,4,407.33,,,5,192.53,1,112.49,,,,,,,,,,,1,205.34,,,,,,,,,,,,,,,1,304.88,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,1,549.45,,,,,,,,,,,,,1,359.71,,,,,,,,,,,,,1,220.26,,,,,,,,,,,1,220.26,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,531.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1538.46,,,,,1,531.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1470.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,3,20.65,,,,,,,,,,1,7.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.85,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,7.69,,,,,,,,,,,,,,,,1,22.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.31,,,,,,,,,,,,,,,,,,,,,1,18.65,,,,,1,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,18.47,,,1,,,,22.06,1,18.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16.81,,,,,,,,,,,,,,,1,8.40,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.97,1,9.70,,,2,23.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.70,,,,,1,32.63,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,20.55,,,,,,,,,,,,1,40.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.34,,,2,37.95,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,54.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.32,,,,,,,,,,,,,3,26.82,1,24.11,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,3,62.77,,,,,,,,,,,,,,,,,1,95.79,,,,,,,,,,,,,,,,,,,1,53.68,,,,,,,,,1,48.01,4,54.73,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,21.52,1,21.52,,,,,,,,,,,,,,,,,,,2,86.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57.11,,,1,21.52,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,1,85.03,,,,,,,1,64.31,1,62.77,3,73.21,,,,,6,62.17,,,,,,,,,,,,,,,,,1,49.95,,,1,49.95,,,,,,,1,75.30,2,33.89,,,,,,,,,,,,,,,,
,,,,50~54,1,23.00,,,,,,,1,23.00,,,,,,,,12,67.39,,,,,,,3,37.28,3,51.62,3,25.52,,,,,4,23.20,1,12.43,,,,,1,12.43,1,12.43,,,,,1,12.43,2,18.37,,,2,24.85,,,,,,,3,69.01,7,36.29,,,1,12.43,,,,,,,,,,,,
,,,,55~59,1,39.62,,,3,30.28,,,1,26.82,1,,,,26.82,,,13,56.83,,,1,39.62,2,40.29,,,2,18.55,12,62.72,2,18.68,,,8,51.33,1,14.18,,,,,,,,,,,,,4,109.41,3,25.15,,,2,28.36,1,26.82,,,,,6,42.14,4,30.06,,,,,,,,,,,,,,,,
,,,,60~64,1,122.40,,,1,24.78,,,1,45.41,,,,,,,,10,92.50,,,,,1,24.78,1,143.27,2,147.49,13,134.73,1,69.69,1,51.57,9,94.04,4,53.43,1,51.57,,,,,,,,,,,1,51.57,1,24.78,,,2,244.80,,,,,,,1,24.78,1,73.75,,,,,,,,,,,,,,,,
,,,,65~69,2,166.25,1,47.04,,,,,,,2,,,,49.09,1,176.99,10,141.20,,,,,2,94.07,2,74.32,2,123.08,16,196.32,,,,,14,148.07,6,199.07,,,,,,,,,,,,,1,47.04,4,77.82,,,3,108.54,3,53.16,,,,,2,49.09,1,33.18,,,2,341.88,,,,,,,,,,,,
,,,,70~74,1,279.33,,,,,,,,,,,,,,,,1,95.24,,,,,,,,,3,283.29,10,250.25,,,1,279.33,7,160.99,,,,,,,,,,,,,1,48.17,1,95.24,,,,,,,,,,,,,2,554.02,,,,,1,211.42,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,409.00,2,246.00,,,,,2,409.00,,,,,,,,,1,204.50,1,204.50,,,,,,,,,,,1,404.86,,,1,204.50,2,361.66,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,1449.28,,,,,,,,,,,,,,,,,1,1449.28,1,1250.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
