,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.70,,,,,,,,,,,,,,,,,,,,,,,2,23.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,27.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,30.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,24.79,,,,,,,,,,,,,,1,24.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,2,38.31,,,,,,,,,1,45.60,1,38.04,,,,,,,,,,,,,1,28.40,,,,,,,1,29.34,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,2,153.49,,,,,,,1,69.78,,,,,,,,,,,,,,,,,,,1,17.86,,,,,,,,,,,3,93.75,1,46.84,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,20.54,,,,,,,,,,,,,,,,1,72.73,,,,,2,104.93,,,,,2,145.45,,,,,,,,,,,,,,,,,,,,,,,,,,,4,108.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,68.49,,,,,,,,1,68.49,,,,,,,,,,,2,36.86,,,,,,,,,,,,,,,1,86.96,,,,,,,,,,,4,60.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,26.78,,,,,,,,,,,,,,,,4,78.59,,,,,1,75.82,3,39.88,,,2,89.13,3,71.06,,,,,,,,,,,,,,,1,50.56,,,,,1,44.56,2,103.84,5,95.73,1,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,73.18,1,38.24,2,17.36,,,,,,,,,,,,8,54.66,,,,,3,26.03,3,20.01,,,7,37.99,4,28.28,,,,,,,,,,,,,5,64.89,,,,,,,1,32.86,,,6,30.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,28.42,,,,,2,109.23,,,1,,,,41.39,,,7,57.67,,,,,1,54.61,7,131.70,1,40.90,11,69.66,,,,,1,53.76,,,,,2,26.14,1,19.21,1,19.21,1,53.76,,,,,1,19.21,,,3,72.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,46.49,,,,,,,,,,,,,,1,121.65,3,107.49,1,98.91,1,156.99,2,85.87,8,130.63,,,6,94.34,1,110.74,,,,,,,1,121.65,,,3,146.41,,,,,,,,,,,1,33.76,,,1,92.00,2,183.99,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,309.12,1,146.20,,,,,,,,4,112.96,1,195.69,,,3,281.43,9,227.27,,,2,85.91,4,181.00,,,,,,,,,,,1,225.73,,,,,2,85.69,,,,,1,146.20,4,100.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,80.26,,,1,264.55,,,,,,,,,1,373.13,1,294.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,1,260.42,,,,,1,389.11,,,,,,,,,,,,,,,,,,,,,,,,,1,389.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,1587.30,,,,,1,1587.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,724.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸膜,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,2,,,,16.49,,,2,16.49,,,,,,,,,1,8.25,,,,,,,2,56.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.25,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,3,,,,49.47,,,,,,,,,,,,,1,16.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.93,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,7.99,,,,,,,,,,,,,,,,,,,,1,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,1,36.04,,,,,,,,,,,,,,,,,,,,,,,,,1,19.89,,,,,,,,,,,,,,,,,1,36.04,,,1,30.95,,,,,,,,,,,,,,,,
,,,,20~24,,,1,24.40,2,48.80,,,,,1,,,,22.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.08,,,,,,,1,22.10,,,,,,,,,,,,,1,10.64,,,,,,,,,,,,,,,,
,,,,25~29,2,22.21,,,,,,,,,1,,,,42.23,,,,,,,,,,,,,,,1,39.90,,,,,,,1,39.90,,,,,,,,,1,24.24,,,,,,,2,17.96,,,,,,,,,1,11.11,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,139.76,,,1,67.16,1,15.54,,,,,,,,,,,,4,73.75,,,,,1,59.24,,,2,67.39,,,,,,,1,34.09,,,,,,,,,,,,,,,,,,,1,67.16,,,,,1,76.98,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,105.49,,,,,,,,,1,,,,101.94,,,,,3,58.47,,,,,,,,,1,20.22,,,,,,,,,,,,,,,,,,,,,,,,,1,20.22,,,,,,,1,20.22,2,203.87,2,40.44,8,81.85,,,,,,,,,,,,,,,,
,,,,40~44,1,66.53,,,1,82.58,,,,,1,,,,283.29,,,,,3,49.52,,,,,,,1,55.37,1,66.53,4,70.11,,,,,4,131.45,1,283.29,,,1,84.89,,,,,,,2,135.23,,,7,59.98,,,1,23.80,,,,,2,47.60,1,23.80,1,23.80,1,82.58,,,,,,,,,,,,,,
,,,,45~49,1,97.85,1,40.19,,,,,,,,,,,,,,,,6,52.51,,,1,57.37,,,1,57.37,3,41.19,3,35.33,1,48.36,,,6,82.38,,,,,,,2,38.35,,,,,,,,,1,48.36,2,100.96,,,1,57.37,,,,,,,6,59.12,2,32.07,,,1,87.11,,,,,,,,,,
,,,,50~54,10,63.87,,,2,22.53,,,,,1,,,,34.51,1,34.51,,,12,58.56,,,1,34.51,,,1,24.18,3,22.98,4,24.37,2,47.29,,,9,44.79,2,27.64,,,2,45.11,,,,,2,17.27,,,,,2,16.70,,,,,1,37.85,,,1,24.18,2,17.36,11,80.52,,,1,11.26,1,34.51,,,,,,,,,,
,,,,55~59,3,27.75,,,1,95.88,1,34.27,,,,,,,,2,33.76,,,9,70.39,,,,,,,,,3,76.55,18,90.89,,,,,15,83.49,4,57.41,1,48.52,2,50.49,,,3,102.81,,,,,,,6,41.30,,,1,54.05,1,54.05,,,1,16.88,2,95.56,9,61.72,,,,,1,35.80,,,,,,,,,,
,,,,60~64,1,30.84,,,6,118.16,,,,,,,,,,,,1,143.88,2,97.90,,,1,30.84,,,,,2,102.51,7,89.64,,,,,19,180.92,4,128.25,,,2,1369.86,,,2,61.67,,,,,,,6,85.81,1,30.84,,,,,,,1,143.88,2,40.47,1,65.36,,,,,,,,,,,,,,,,
,,,,65~69,2,288.60,,,2,139.28,,,,,,,,,,,,,,2,79.18,,,,,,,1,54.56,2,184.16,16,183.34,,,,,12,147.60,,,,,2,55.76,,,,,,,,,1,134.59,2,102.67,,,,,,,,,,,,,2,41.23,,,1,54.56,2,53.18,,,,,,,,,,
,,,,70~74,,,,,,,,,2,186.39,,,,,,,,,,3,267.14,,,,,,,1,1298.70,1,316.46,5,227.69,,,,,9,340.78,2,186.39,,,,,,,,,,,,,1,123.92,,,,,,,,,,,,,4,293.47,2,182.82,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,471.70,1,657.89,,,,,,,,,,,,,1,427.35,1,236.41,,,,,,,,,,,1,377.36,,,,,,,,,,,,,,,,,,
,,,,80~84,1,1063.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1171.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3921.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,4,17.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.05,,,,,,,,,2,10.64,,,1,36.93,1,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,2,54.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,2,23.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,3,20.07,,,,,,,,,,1,25.04,,,,,,,,,,,,,,,,,,,,,2,50.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,22.32,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21.01,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,13.54,,,1,61.01,,,,,,,,,,2,18.22,,,,,,,2,27.09,,,,,2,35.80,,,,,,,,,,,,,,,,,,,,,,,,,1,57.94,,,4,35.14,1,61.01,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,53.65,,,,,,,,,,,,,,1,94.52,,,4,56.03,,,,,,,,,1,114.16,,,,,,,1,19.97,,,,,,,,,,,,,,,,,,,,,,,,,1,114.16,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,59.77,,,,,,,,,,,,,,,,4,63.45,,,,,,,2,30.83,,,,,3,62.37,,,,,,,,,,,1,60.10,,,1,22.45,,,,,,,,,1,22.45,,,7,72.61,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,82.12,,,2,35.73,,,,,,,,,,,,,,7,57.09,1,54.05,,,1,21.89,,,6,50.35,,,7,76.28,,,,,,,,,1,83.82,,,,,6,99.16,2,62.72,,,,,,,1,83.82,,,1,46.08,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,25.70,,,,,,,2,17.87,3,,,,21.86,,,,,16,67.22,2,48.54,2,28.78,1,21.69,4,28.45,14,57.99,,,15,55.44,2,15.93,1,11.70,1,11.70,,,,,,,1,32.03,7,35.35,,,,,,,,,,,,,6,33.52,2,45.88,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,30.44,4,34.09,,,,,,,,,,,,,,20,95.76,,,,,4,52.17,3,55.57,9,74.93,2,90.21,12,64.44,4,41.14,4,40.16,,,,,1,47.46,,,2,86.73,5,41.44,,,1,92.17,2,31.03,,,,,4,45.78,9,51.53,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,3,125.89,,,,,,,,,,,,,,,,1,27.30,5,72.03,1,27.30,,,1,124.53,2,45.30,18,160.97,,,18,138.25,8,99.60,1,27.30,1,27.30,,,2,107.12,,,,,2,39.87,,,,,,,,,,,1,27.30,3,94.91,,,1,27.30,,,,,,,,,,,,,,,,,,
,,,,65~69,1,49.02,,,,,2,266.67,2,77.43,,,,,,,,,,7,175.92,,,,,2,193.61,4,65.41,18,306.64,,,13,172.78,2,66.49,2,243.31,,,,,,,,,,,6,92.25,,,,,,,,,1,133.33,5,75.08,3,49.75,,,2,137.74,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,2,89.05,,,,,,,,,5,368.73,,,6,201.95,1,112.49,,,,,,,,,,,,,1,205.34,,,,,,,,,,,,,,,,,1,304.88,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,1,549.45,,,,,,,,,1,389.11,,,1,359.71,,,,,,,,,,,,,,,1,220.26,,,,,,,,,,,,,1,220.26,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,531.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,892.86,,,,,,,,,,,,,,,1,1538.46,,,,,1,531.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1470.59,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1612.90,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,4,21.62,,,,,,,,,,1,7.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13.00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,7.69,,,,,,1,137.74,,,,,,,,,1,22.94,,,,,2,53.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.31,,,,,,,,,,,,,,,,,,,,,1,18.65,,,,,2,14.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,18.47,,,1,,,,22.06,1,18.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16.81,,,,,1,24.78,,,,,,,,,2,13.47,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.97,1,9.70,,,2,23.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.70,,,,,1,32.63,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,20.55,,,,,,,,,,,,2,65.68,,,,,,,,,,,,,,,,,1,32.63,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.34,,,2,37.95,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,54.20,,,,,,,2,129.37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.32,,,,,,,,,,,,,3,26.82,1,24.11,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,4,65.79,,,,,,,,,,,,,,,,,1,95.79,,,,,,,,,,,,,,,,,,,1,53.68,,,,,,,,,1,48.01,4,54.73,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,21.52,1,21.52,1,71.02,,,,,,,,,,,,,,,,,3,87.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57.11,,,1,21.52,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,2,86.58,,,,,,,1,64.31,1,62.77,3,73.21,,,,,8,65.32,,,,,,,,,,,,,,,,,2,57.74,,,1,49.95,,,,,,,1,75.30,2,33.89,,,,,,,,,,,,,,,,,,
,,,,50~54,1,23.00,,,,,,,1,23.00,,,,,,,,13,64.12,,,,,,,3,37.28,3,51.62,4,30.95,,,,,4,23.20,1,12.43,,,,,1,12.43,1,12.43,,,,,1,12.43,2,18.37,,,2,24.85,,,,,,,3,69.01,7,36.29,,,,,1,12.43,,,,,,,,,,,,
,,,,55~59,1,39.62,1,110.38,3,30.28,,,1,26.82,1,,,,26.82,,,15,57.16,,,1,39.62,2,40.29,,,2,18.55,15,69.46,2,18.68,,,8,51.33,1,14.18,,,,,,,,,,,,,4,109.41,4,27.79,,,2,28.36,2,32.30,,,,,6,42.14,4,30.06,,,1,40.60,,,,,,,,,,,,,,
,,,,60~64,1,122.40,,,1,24.78,1,144.09,1,45.41,,,,,,,,11,89.69,,,,,1,24.78,1,143.27,4,142.35,13,134.73,1,69.69,1,51.57,10,90.71,4,53.43,1,51.57,,,,,,,,,,,1,51.57,1,24.78,,,2,244.80,,,,,,,1,24.78,2,71.17,,,,,1,144.09,,,,,,,,,,,,
,,,,65~69,2,166.25,2,69.57,,,,,,,2,,,,49.09,1,176.99,11,140.47,,,,,2,94.07,3,87.21,2,123.08,18,199.89,,,,,14,148.07,7,186.02,,,,,,,,,,,,,1,47.04,4,77.82,,,3,108.54,3,53.16,,,,,2,49.09,1,33.18,,,,,2,341.88,,,,,,,,,,,,
,,,,70~74,1,279.33,,,,,,,,,1,,,,214.13,,,1,95.24,,,,,,,,,5,327.65,10,250.25,,,1,279.33,8,169.42,,,,,,,,,,,,,1,48.17,1,95.24,1,214.13,,,,,,,,,,,2,554.02,,,,,1,1204.82,1,211.42,,,,,,,,,,,,
