,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,11.79,,,1,11.79,1,11.79,1,,,,11.79,1,11.79,,,,,,,,,,,,,,1,11.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,19.21,,,1,19.21,,,,,1,,,,19.21,,,1,19.21,1,19.21,1,,19.21,,,1,19.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,33.76,,,,,,,1,33.76,1,,,,33.76,,,,,,,,,,,,,,1,33.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,,,,,,1,60.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,260.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,724.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他分界不明的部位,,其他神經系統,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胸膜,,骨、關節及關節軟骨,,淋巴結,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,2,16.49,,,2,,,,16.49,,,,,,,1,,8.25,,,,,,,,,,,,,,,,,,,,,,,,,1,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.93,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,1,7.99,,,,,,,,,,,,,,,,1,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.64,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,2,22.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.11,,,,,,,1,11.11,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,15.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,1,20.22,,,,,,,,,,,,,,,1,20.22,,,,,1,20.22,,,2,40.44,2,40.44,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,23.80,,,,,,,,,,1,23.80,,,,,,,,,,,,,1,23.80,,,1,23.80,,,2,47.60,1,23.80,1,23.80,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,2,38.35,,,,,,,,1,19.18,1,19.18,4,76.70,,,2,38.35,,,,,,,,,,,,,,,,,,,3,57.53,1,19.18,,,,,,,,,,,,,,,,,,,,
,,,,50~54,7,78.85,2,22.53,,,,,,,,,,,,2,22.53,,,,,,,,1,11.26,1,11.26,3,33.79,,,,,,,1,11.26,,,1,11.26,,,,,,,,,1,11.26,,,,,1,11.26,,,,,,,,,,,,,,,,,,
,,,,55~59,1,16.88,,,,,,,2,33.76,,,,,,6,101.27,,,,,,,,,,2,33.76,6,101.27,3,50.63,,,,,,,,,2,33.76,,,,,,,1,16.88,,,4,67.51,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,30.84,3,92.51,,,,,,,,,,,,,,1,30.84,,,,,,,,1,30.84,4,123.34,,,,,2,61.67,,,,,2,61.67,1,30.84,,,,,,,1,30.84,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,54.56,,,,,1,,54.56,,,2,109.11,2,109.11,,,,,,,,,,,1,54.56,,,,,,,,,,,1,54.56,,,1,54.56,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,123.92,,,,,,,,,,2,247.83,3,371.75,,,,,,,,,1,123.92,,,,,,,,,,,,,1,123.92,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,236.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,男性乳房,,肝及肝內膽管,,,,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,胃,,食道,,胰,,胸腺、心臟與中隔,,眼及淚腺,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,2,16.09,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.05,,,1,8.05,,,1,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,1,10.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,1,10.51,,,,,,,,,,,,,,,,,,,2,21.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,13.54,,,,,,,1,,,,13.54,,,,,2,27.09,,,,,,,,,,,,,,,,,,,,,,,,1,13.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,19.97,,,,,,,,,,,,,,1,19.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,3,,,,67.36,,,,,1,22.45,,,,,,,,,,,,,,1,22.45,,,,,1,22.45,,,2,44.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,21.89,,,,,,,1,,,,21.89,,,1,21.89,,,1,,21.89,2,43.78,,,,,,,,,5,109.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,23.39,,,1,11.70,1,11.70,,,3,,,,35.09,,,,,1,11.70,3,,35.09,3,35.09,1,11.70,1,11.70,1,11.70,,,2,23.39,,,,,,,,,2,23.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,2,31.03,,,,,,,4,,,,62.05,,,3,46.54,,,,,,3,46.54,1,15.51,1,15.51,,,,,1,15.51,,,2,31.03,,,2,31.03,1,15.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,27.30,2,,,,54.60,1,27.30,,,1,27.30,3,,81.90,1,27.30,1,27.30,1,27.30,1,27.30,,,1,27.30,,,,,,,1,27.30,,,1,27.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,49.02,,,1,49.02,,,,,3,,,,147.06,,,,,1,49.02,10,,490.20,,,,,,,,,,,3,147.06,,,,,,,1,49.02,1,49.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,112.49,,,,,,,,,,1,112.49,1,112.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,220.26,,,,,,,,,1,220.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,531.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,531.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,1,1470.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,小腸,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其他內分泌腺,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,1,7.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.85,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16.81,,,,,,,,,,,1,8.40,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,1,,9.70,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.70,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.32,,,,,,,,,,,2,24.63,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,38.27,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,21.52,1,21.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.52,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.32,,,,,,,,,,,,,,,,,,,,,,,,,1,24.32,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,5,,,,62.13,,,,,3,37.28,,,,1,12.43,,,,,1,12.43,1,12.43,,,1,12.43,1,12.43,,,1,12.43,1,12.43,2,24.85,,,,,,,,,1,12.43,,,1,12.43,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,2,,,,28.36,,,,,,,1,,14.18,5,70.89,1,14.18,,,3,42.54,1,14.18,,,,,,,,,,,1,14.18,2,28.36,,,,,,,3,42.54,1,14.18,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,24.78,,,,,,,4,,,,99.13,,,1,24.78,,,,,,6,148.70,,,,,3,74.35,1,24.78,,,,,,,,,,,1,24.78,,,,,,,,,1,24.78,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,47.04,,,,,,,,,4,,,,188.15,,,2,94.07,1,47.04,,,,2,94.07,,,,,1,47.04,,,,,,,,,,,1,47.04,2,94.07,2,94.07,1,47.04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,95.24,,,,,,,,,,4,380.95,,,,,,,,,,,,,,,,,1,95.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,409.00,1,204.50,,,2,409.00,,,,,,,1,204.50,1,204.50,,,,,,,,,,,,,1,204.50,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他內分泌腺,,其他神經系統,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,1,7.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.52,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.33,,,,,,,,,,,,,1,8.33,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.23,1,9.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,11.23,,,,,,,,,,,,,,,,,,,,,,,1,11.23,,,,,,,,,,,1,11.23,,,,,,,,,3,33.70,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,18.44,,,,,,,,,,,,,,1,18.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,20.73,,,,,,,,,,1,20.73,,,,,,,,1,20.73,,,,,,,,,,,,,,,,,,,,,1,20.73,,,,,1,20.73,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,49.55,,,,,,,,,,,,,,1,24.78,,,,,,,,,,1,24.78,,,2,49.55,1,24.78,,,,,,,,,,,,,,,1,24.78,1,24.78,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,13.21,,,1,13.21,,,,,,6,79.25,,,,,,,,2,26.42,3,39.62,,,4,52.83,1,13.21,,,,,,,1,13.21,,,,,,,,,2,26.42,1,13.21,1,13.21,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,12.75,,,2,,,,25.49,5,63.73,,,1,12.75,1,,12.75,3,38.24,3,38.24,,,4,50.98,1,12.75,,,,,1,12.75,3,38.24,4,50.98,,,,,,,,,2,25.49,,,1,12.75,,,,,,,,,,,,,,,,,,
,,,,60~64,1,22.85,,,,,,,,,,,,,,4,91.41,,,,,,,,1,22.85,7,159.96,,,4,91.41,4,91.41,,,,,,,2,45.70,,,,,1,22.85,,,1,22.85,2,45.70,,,1,22.85,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,43.78,,,,,2,87.57,,,,,,1,43.78,,,,,,,,,,4,175.13,1,43.78,3,131.35,,,,,,,,,1,43.78,,,,,,,1,43.78,,,,,,,1,43.78,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,85.03,,,,,1,85.03,,,,,,1,85.03,,,,,,,,1,85.03,1,85.03,,,2,170.07,1,85.03,,,,,,,,,,,,,,,,,,,,,2,170.07,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,575.82,2,383.88,,,,,,,,,1,191.94,,,,,,,,,,,,,1,191.94,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,465.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,男性乳房,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,8.08,2,16.15,,,,,,,,,,,,,,1,,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
