,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,149.25,3,239.62,1,,,,149.25,,,,,2,155.64,3,239.62,2,177.94,,,1,220.26,,,1,220.26,1,149.25,,,1,149.25,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,290.70,1,165.56,,,,,1,165.56,,,,,,,,1,165.56,1,165.56,,,,,,,,,1,174.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,308.64,,,,,,,,,,,,5,407.17,1,383.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,1,952.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他男性生殖器官,,其他神經系統,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,眼及淚腺,,喉,,結直腸癌,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,116.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,44.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,55.31,,,,,,,,,,1,44.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,48.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,88.26,1,129.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,85.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,162.07,,,,,,,,,1,,,,162.07,,,,,,,2,193.99,1,80.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,144.51,,,,,,,1,,,,124.53,,,,,,,,,1,80.84,,,,,,,1,124.53,,,2,249.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,326.80,,,,,,,,,4,,,,198.51,1,96.34,,,,,2,129.87,1,163.40,,,,,,,1,96.34,1,96.34,2,103.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,152.36,,,,,,,,,,,,,,,,,,,,,,1,124.69,,,,,,,,,,,1,190.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,184.16,,,,,,,1,,,,173.61,,,,,2,347.22,4,425.99,1,252.53,1,383.14,,,,,,,,,2,368.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,468.38,,,,,1,361.01,1,211.86,2,,,,284.09,,,,,,,1,304.88,,,,,,,1,425.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,609.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,1,46.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,57.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,55.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,2,67.48,,,,,,,,,,,,,,,,,,,,,2,67.91,2,124.69,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,92.76,,,,,,,,,,,,,1,96.99,,,,,1,92.76,,,,,1,96.99,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,2,103.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,97.18,,,1,123.30,1,77.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,101.42,,,1,126.58,,,1,167.22,,,,,,1,142.86,,,1,142.86,1,101.42,,,,,,,2,253.16,,,,,1,101.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,90.66,,,,,,,2,115.61,,,,,,,,,,,,,,,,,,,,,,,,1,90.66,,,2,146.31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,135.32,,,,,,,2,161.94,,,,,,,,,,1,286.53,2,225.73,,,,,,,,,,,,,,,,,,,,,1,135.32,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,311.04,,,,,,,2,167.22,,,,,,,,,,1,180.83,,,,,1,155.52,,,,,2,214.13,,,,,,,1,180.83,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,189.39,,,1,393.70,1,189.39,,,,,,,,,,,,1,429.18,7,457.22,1,429.18,,,,,,,,,,,,,1,189.39,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,2,740.74,,,,,,,,,,,,,,,1,787.40,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,781.25,,,1,819.67,,,,,,,,1,653.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,74.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,1,56.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,88.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,1,55.96,,,,,,,,,,,,,,,,,,,,,,1,51.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,74.96,,,,,,,,,,,,,,,,,,,,,,,,,,1,101.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,160.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,3,164.47,,,,,,,,,,,,,,,,,,,,,,,,,,1,170.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,79.05,,,1,123.76,,,,,,,,2,272.48,,,,,,,,,,,,,,,1,79.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,86.51,,,1,109.77,,,,,,,,3,167.22,1,185.19,,,,,,,,,,,4,164.34,,,1,185.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,3,134.23,,,,,1,,,,200.40,,,1,200.40,,,1,124.53,1,124.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,362.32,,,,,,,,,,,,2,163.27,2,163.27,,,3,378.31,,,1,181.16,1,230.41,,,1,326.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,198.81,1,299.40,,,,,1,,,,226.24,,,2,211.64,1,299.40,,,1,198.81,,,,,1,454.55,1,299.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,265.96,,,2,340.72,,,,,,,,,,,,1,395.26,1,364.96,2,531.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,2,617.28,,,,,,,,,,,,1,653.59,2,803.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,1111.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他神經系統,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,3,82.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,37.02,,,,,,,,,,,,,,,1,37.02,,,,,1,37.02,1,37.02,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,44.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,1,54.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,72.73,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,98.14,,,,,1,,,,83.89,,,,,,,,,,,,,,,1,131.23,,,,,1,179.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,79.74,,,,,,,,,1,,,,135.14,,,,,,,1,125.31,,,,,,,,,,,2,321.03,,,,,1,79.74,1,125.31,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,106.61,1,85.32,,,,,1,85.32,1,,,,85.32,,,,,1,85.32,,,,,2,94.79,,,1,85.32,,,,,1,106.61,,,1,163.13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,161.55,,,,,,,1,161.81,3,,,,140.71,,,,,2,126.10,,,,,1,183.15,1,183.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,142.65,,,,,2,,,,156.13,,,,,1,228.83,,,,,1,228.83,2,175.75,1,172.41,,,,,1,172.41,,,,,,,1,172.41,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,465.12,,,,,1,371.75,,,1,,,,465.12,,,,,,,,,1,294.12,,,,,2,281.29,,,1,294.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,331.13,,,,,,,,,,2,381.68,1,606.06,,,,,,,,,,,,,,,2,534.76,,,1,331.13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,1,1010.10,,,,,,,3,879.77,,,,,,,1,769.23,,,,,,,,,1,657.89,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,2564.10,,,,,,,,,,,,,,,,,,,,,,,,,1,1694.92,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,63.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,46.53,,,,,,,,,,,,,,1,33.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,97.37,,,,,,,,,,,,,,,,,,1,48.57,,,,,1,84.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,2,,,,71.05,,,,,,,,,,,,,,,,,1,97.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,198.41,,,,,,,,,1,,,,150.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,135.50,,,,,,,,,1,,,,100.70,,,,,,,1,176.06,,,1,100.70,,,,,,,2,128.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,2,,,,90.09,,,,,,,,,,,1,82.03,,,,,,,1,128.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,3,,,,252.31,,,,,1,83.47,,,,,,,,,,,,,1,182.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,126.66,,,,,,,,,1,,,,179.21,1,120.92,,,1,97.94,,,,,1,120.92,,,,,,,2,108.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,138.12,,,,,,,,,2,,,,441.50,3,254.89,,,,,1,138.12,,,,,1,138.12,,,,,2,281.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,222.22,,,,,1,222.22,,,1,,,,222.22,3,374.53,,,2,207.68,2,249.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,387.60,,,1,322.58,1,276.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,414.94,,,,,,,,,,,,,,2,519.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,1724.14,,,,,,,,,,,,,,,,,,,,,1,1724.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1985年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,皮膚,,肝及肝內膽管,,其他內分泌腺,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,腦,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,41.31,,,,,,,,,,,,,,,,,,,1,89.05,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,73.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,35.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,68.21,,,,,,,,,,1,68.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,73.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,96.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96.99,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,3,273.72,,,,,,,,,,2,134.50,,,,,,,,,1,153.14,,,,,,,,,,,1,107.18,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,81.83,,,,,1,162.60,,,,,,,,1,81.83,1,162.60,,,,,,,,,1,126.90,,,1,100.91,,,1,126.90,,,,,1,126.90,,,,,,,,,,,,,,,,,,,,,,
