,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,30.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,24.79,,,,,,,,,,,,1,24.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,1,50.08,,,,,,,,,,,,,,,,,,,,,1,28.40,,,,,,,1,29.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,2,153.49,,,,,1,69.78,,,,,,,,,,,,,,,1,17.86,,,,,,,,,,,3,93.75,1,46.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,20.54,,,,,,,,,,,,,,,,,,2,104.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,68.49,,,,,,,,1,68.49,,,,,,,,,1,24.93,,,,,,,,,,,1,86.96,,,,,,,,,,,2,38.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,26.78,,,,,,,,,,,,,,3,94.82,,,1,75.82,1,15.77,,,2,89.13,3,71.06,,,,,,,,,,,1,50.56,,,,,1,44.56,,,4,121.32,1,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,73.18,1,38.24,2,17.36,,,,,,,,,,3,42.60,,,3,26.03,2,18.02,,,6,37.97,3,26.03,,,,,,,,,1,36.59,,,,,,,1,32.86,,,5,32.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,19.21,,,,,,,,,,,,,,3,38.02,,,,,7,131.70,1,40.90,7,60.63,,,1,53.76,,,2,26.14,1,19.21,1,19.21,1,53.76,,,,,1,19.21,,,1,105.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,46.49,,,,,,,,,1,,,,121.65,2,112.36,,,1,144.30,3,67.02,,,5,93.48,1,110.74,,,1,121.65,,,2,104.77,,,,,,,,,,,1,33.76,,,1,92.00,2,183.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,146.20,,,,,,,,2,292.40,1,195.69,3,281.43,5,285.71,,,,,,,,,,,,,1,225.73,,,,,2,85.69,,,,,1,146.20,3,169.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,373.13,1,294.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,1,260.42,,,,,1,389.11,,,,,,,,,,,,,,,,,,,,,1,389.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,1587.30,,,1,1587.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,724.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸膜,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,2,16.49,,,,,,2,16.49,,,,,,,,,1,8.25,,,,,,,2,56.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.25,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,3,49.47,,,,,,,,,,,,,,,,1,16.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.93,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,7.99,,,,,,,,,,,,,,,,,,1,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,1,36.04,,,,,,,,,,,,,,,,,,,,,,,,,1,19.89,,,,,,,,,,,,,,,,,1,36.04,,,1,30.95,,,,,,,,,,,,,,
,,,,20~24,,,1,24.40,2,48.80,,,1,22.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.10,,,,,,,,,,,,,1,10.64,,,,,,,,,,,,,,
,,,,25~29,2,22.21,,,,,,,1,42.23,,,,,,,,,,,,,,,,,,1,39.90,,,,,,,1,39.90,,,,,,,,,1,24.24,,,,,,,2,17.96,,,,,,,,,1,11.11,,,,,,,,,,,,,,,,,,
,,,,30~34,2,139.76,,,1,67.16,1,15.54,,,,,,,,,,3,81.23,,,,,1,59.24,,,2,67.39,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67.16,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,105.49,,,,,,,,,,,,,,,,3,58.47,,,,,,,,,1,20.22,,,,,,,,,,,,,,,,,,,,,,,,,1,20.22,,,,,,,1,20.22,,,2,40.44,6,87.99,,,,,,,,,,,,,,
,,,,40~44,,,,,1,82.58,,,,,,,,,,,,1,23.80,,,,,,,1,55.37,,,1,23.80,,,,,3,111.52,,,,,,,,,,,,,2,135.23,,,7,59.98,,,1,23.80,,,,,2,47.60,1,23.80,1,23.80,1,82.58,,,,,,,,,,,,
,,,,45~49,1,97.85,1,40.19,,,,,,,,,,,,,,5,51.63,,,,,,,,,1,19.18,2,31.13,,,,,4,76.70,,,,,,,2,38.35,,,,,,,,,,,2,100.96,,,,,,,,,,,5,59.49,2,32.07,,,,,,,,,,,,
,,,,50~54,7,78.85,,,2,22.53,,,1,34.51,1,,,,34.51,,,11,56.82,,,1,34.51,,,,,2,19.20,4,24.37,1,32.27,,,8,42.19,1,32.27,,,2,45.11,,,,,2,17.27,,,,,2,16.70,,,,,,,,,,,1,11.26,8,80.90,,,1,11.26,1,34.51,,,,,,,,
,,,,55~59,2,22.94,,,1,95.88,,,,,2,,,,33.76,,,7,90.03,,,,,,,,,3,76.55,11,78.77,,,,,14,88.20,4,57.41,1,48.52,1,95.88,,,,,,,,,,,5,43.06,,,1,54.05,1,54.05,,,1,16.88,,,8,68.59,,,,,1,35.80,,,,,,,,
,,,,60~64,1,30.84,,,5,112.46,,,,,,,,,,1,143.88,1,106.95,,,1,30.84,,,,,2,102.51,7,89.64,,,,,15,194.93,3,211.27,,,,,,,2,61.67,,,,,,,6,85.81,1,30.84,,,,,,,1,143.88,1,30.84,1,65.36,,,,,,,,,,,,,,
,,,,65~69,,,,,1,134.59,,,,,,,,,,,,1,54.56,,,,,,,1,54.56,2,184.16,13,259.17,,,,,5,128.60,,,,,1,175.75,,,,,,,,,1,134.59,1,54.56,,,,,,,,,,,,,1,54.56,,,1,54.56,1,134.59,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,3,267.14,,,,,,,,,1,316.46,3,267.14,,,,,7,306.75,,,,,,,,,,,,,,,1,123.92,,,,,,,,,,,,,3,298.80,2,182.82,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,471.70,1,657.89,,,,,,,,,,,,,,,1,236.41,,,,,,,,,,,1,377.36,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1298.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3921.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,眼及淚腺,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,4,17.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.05,,,,,,,2,10.64,,,1,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,3,20.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,22.32,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.51,,,,,,,,,,,,,,,,,,,,,,,2,21.01,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,13.54,,,1,61.01,,,,,,,,,,1,13.54,,,,,,,2,27.09,,,,,1,50.23,,,,,,,,,,,,,,,,,,,1,57.94,,,4,35.14,1,61.01,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,53.65,,,,,,,,,,,,,,1,94.52,,,1,19.97,,,,,,,,,1,114.16,,,,,,,1,19.97,,,,,,,,,,,,,,,,,,,1,114.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,59.77,,,,,,,,,,,,,,,,4,63.45,,,,,,,2,30.83,,,,,2,63.57,,,,,,,,,,,1,22.45,,,,,,,1,22.45,,,6,75.22,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,82.12,,,2,35.73,,,,,,,,,,,,,,4,44.79,1,54.05,,,1,21.89,,,5,48.57,,,4,53.57,,,,,,,1,83.82,,,6,99.16,2,62.72,,,,,1,83.82,,,1,46.08,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,25.70,,,,,,,2,17.87,2,,,,20.57,,,,,8,49.72,2,48.54,1,33.93,1,21.69,3,26.10,9,51.20,,,9,44.52,1,11.70,1,11.70,1,11.70,,,1,32.03,6,37.98,,,,,,,,,,,5,35.98,2,45.88,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,4,34.09,,,,,,,,,,,,,,17,111.05,,,,,4,52.17,3,55.57,8,91.67,2,90.21,7,53.66,3,40.37,2,26.09,,,1,47.46,2,86.73,4,40.92,,,1,92.17,2,31.03,,,2,31.03,8,52.73,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,116.01,,,,,,,,,,,,,,,,1,27.30,5,72.03,1,27.30,,,1,124.53,2,45.30,14,174.56,,,14,142.02,4,82.14,1,27.30,1,27.30,,,,,2,39.87,,,,,,,,,1,27.30,1,82.85,,,1,27.30,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,49.02,,,,,,,1,49.02,,,,,,,,,,7,175.92,,,,,1,204.08,3,96.56,12,419.29,,,6,186.16,,,2,243.31,,,,,,,5,143.02,,,,,,,,,4,109.53,2,66.18,,,2,137.74,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,1,112.49,,,,,,,,,4,407.33,,,2,161.29,1,112.49,,,,,,,,,1,205.34,,,,,,,,,,,,,,,1,304.88,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,1,549.45,,,,,,,,,,,,,1,359.71,,,,,,,,,,,1,220.26,,,,,,,,,,,1,220.26,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,531.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,531.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1470.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,2,25.82,,,,,,,,,,1,7.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.85,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,7.69,,,,,,,,,,,,,,,,1,22.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.31,,,,,,,,,,,,,,,,,,,,,,,,,1,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,18.47,,,,,,,,1,18.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16.81,,,,,,,,,,,,,1,8.40,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.97,1,9.70,,,1,20.97,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.70,,,,,1,32.63,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,20.55,,,,,,,,,,,,1,40.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.34,,,2,37.95,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,54.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.32,,,,,,,,,,,,,3,26.82,1,24.11,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,2,81.47,,,,,,,,,,,,,,,,,1,95.79,,,,,,,,,,,,,,,,,1,53.68,,,,,,,,,1,48.01,4,54.73,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,21.52,1,21.52,,,,,,,,,,,,,,,,,,,2,86.81,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57.11,,,1,21.52,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,1,85.03,,,,,,,1,64.31,,,3,73.21,,,,,5,62.05,,,,,,,,,,,,,,,1,49.95,,,1,49.95,,,,,,,1,75.30,2,33.89,,,,,,,,,,,,,,,,
,,,,50~54,1,23.00,,,,,,,1,23.00,,,,,,,,12,67.39,,,,,,,3,37.28,3,51.62,1,12.43,,,,,3,22.17,1,12.43,,,,,1,12.43,1,12.43,,,1,12.43,2,18.37,,,2,24.85,,,,,,,3,69.01,7,36.29,,,1,12.43,,,,,,,,,,,,
,,,,55~59,1,39.62,,,2,31.98,,,1,26.82,1,,,,26.82,,,12,62.44,,,1,39.62,2,40.29,,,2,18.55,11,71.08,1,14.18,,,7,58.68,1,14.18,,,,,,,,,,,,,3,25.15,,,2,28.36,1,26.82,,,,,5,47.25,4,30.06,,,,,,,,,,,,,,,,
,,,,60~64,1,122.40,,,1,24.78,,,,,,,,,,,,8,92.93,,,,,1,24.78,1,143.27,2,147.49,10,134.28,1,69.69,1,51.57,7,95.01,4,53.43,1,51.57,,,,,,,,,1,51.57,1,24.78,,,2,244.80,,,,,,,1,24.78,1,73.75,,,,,,,,,,,,,,,,
,,,,65~69,2,166.25,1,47.04,,,,,,,1,,,,94.34,1,176.99,9,221.24,,,,,2,94.07,2,74.32,2,123.08,9,175.23,,,,,11,170.78,,,,,,,,,,,,,1,47.04,2,94.07,,,3,108.54,2,76.07,,,,,1,94.34,,,,,2,341.88,,,,,,,,,,,,
,,,,70~74,1,279.33,,,,,,,,,,,,,,,,1,95.24,,,,,,,,,3,283.29,7,364.58,,,1,279.33,6,264.08,,,,,,,,,,,,,1,95.24,,,,,,,,,,,,,2,554.02,,,,,1,211.42,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,409.00,1,204.50,,,,,2,409.00,,,,,,,1,204.50,1,204.50,,,,,,,,,,,1,404.86,,,1,204.50,2,361.66,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1250.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,男性乳房,,肝及肝內膽管,,其他內分泌腺,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
