,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,684.93,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,613.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,其他分界不明的部位,,其它淋巴瘤,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,1,263.85,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,510.20,1,510.20,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,523.56,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1985年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,胃,,結直腸癌,,鼻咽,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,520.83,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,595.24,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,1282.05,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,3703.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1986年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,結直腸癌,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,584.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,909.09,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1987年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,胃,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,456.62,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,561.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1988年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,胃,,鼻咽,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,2,1639.34,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,709.22,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,568.18,1,568.18,,,1,568.18,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,1639.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,肺、支氣管及氣管,,胃,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,2,1408.45,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,543.48,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,571.43,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,735.29,,,1,735.29,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,1282.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,肺、支氣管及氣管,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,763.36,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,621.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,578.03,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,皮膚,,肺、支氣管及氣管,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,641.03,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,1960.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,白血病,,其他男性生殖器官,,胃,,食道,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,1,313.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,341.30,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,645.16,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,617.28,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,食道,,腦,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,2,609.76,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,245.70,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,2,858.37,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,699.30,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,689.66,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,900.90,1,900.90,,,1,900.90,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肺、支氣管及氣管,,造血系統及網狀內皮系統,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,724.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,636.94,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,662.25,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,308.64,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,862.07,,,,,,,,,,,,,,
,,,,55~59,1,714.29,1,714.29,,,,,,,2,,,,1428.57,,,,,,,,,,,,,,
,,,,65~69,,,,,1,854.70,1,854.70,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,724.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,胃,,骨、關節及關節軟骨,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,293.26,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,255.75,,,1,255.75,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,704.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,3225.81,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,肝及肝內膽管,,肺、支氣管及氣管,,食道,,鼻咽,,,,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,,,,,,,,,,,
,,,,25~29,,,1,263.85,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,462.96,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,884.96,,,,,,,,,,,,,,
,,,,55~59,1,813.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,699.30,,,2,1398.60,,,,,1,,,,699.30,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,813.01,,,,,,,,1,,813.01,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,1111.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,食道,,鼻咽,,,,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,781.25,,,,,,,,,,,,,,
,,,,60~64,,,,,1,709.22,,,1,709.22,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,787.40,,,1,787.40,1,787.40,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,1041.67,,,,,,,,,,,,1,,1041.67,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肺、支氣管及氣管,,胃,,鼻咽,,,,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,2,,,,651.47,,,,,,,,,,,,,,
,,,,45~49,1,380.23,1,380.23,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,892.86,1,892.86,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,840.34,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,980.39,1,980.39,,,,,,,,,,,,1,,980.39,,,,,,,,,,,
,,,,75~79,,,,,,,1,2325.58,1,2325.58,,,,,,1,,2325.58,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,結締組織、皮下組織及其他軟組織,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,,,,,,,,,,,,,,
,,,,45~49,1,373.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,564.97,,,,,,,,,,,,,,
,,,,55~59,,,1,990.10,1,990.10,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,1923.08,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,6250.00,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,其它淋巴瘤,,非何杰金氏淋巴瘤,,胃,,結直腸癌,,,,,鼻咽,,,攝護腺,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,
,,,,35~39,,,,,,,,,1,245.10,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,,346.02,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,,537.63,,,,,,,,,,,
,,,,65~69,1,943.40,1,943.40,,,,,,,,,,,,,,,1,,943.40,,,,,,,,
,,,,70~74,,,,,1,833.33,,,,,1,,,,833.33,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,1,,1851.85,,,,,,,,
,,,,80~84,,,,,,,1,4347.83,,,,,,,,,,,1,,4347.83,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,胃,,食道,,結直腸癌,,鼻咽,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,333.33,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,293.26,,,,,,,,,,,,,,
,,,,35~39,,,1,248.76,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,892.86,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,877.19,,,1,877.19,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,1000.00,,,1,1000.00,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,其它淋巴瘤,,肺、支氣管及氣管,,胃,,喉,,,,,腦,,,鼻咽,,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,
,,,,15~19,,,,,,,1,367.65,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,264.55,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,257.73,,,,,,,,,,,1,,257.73,,,,,,,,
,,,,50~54,,,1,467.29,,,1,467.29,,,,,,,,,,,1,,467.29,,,,,,,,
,,,,65~69,1,934.58,,,,,1,934.58,1,934.58,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,970.87,,,,,,,,,,,,,,1,,970.87,,,,,
,,,,75~79,,,,,1,1515.15,,,,,1,,,,1515.15,1,,1515.15,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,,5000.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,白血病,,肺、支氣管及氣管,,胃,,鼻咽,,,,,鼻腔、中耳及副鼻竇,,,攝護腺,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,
,,,,20~24,,,1,290.70,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,277.78,,,,,,,,,,1,,277.78,,,,,,,,,,,
,,,,40~44,1,239.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,323.62,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,917.43,1,,,,917.43,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,990.10,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,1020.41,,,1,,,,1020.41,,,,1,,1020.41,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,
