,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,32.39,,,,,,,,,,,,,,,,,,,,,1,32.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,3,56.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,1,47.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,1,27.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,27.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,46.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,1,103.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,2,,,,76.05,,,,,,,,,,,,,1,109.29,,,1,58.31,,,,,,,,,,,,,3,117.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,2,85.07,,,,,,,,,1,117.65,,,,,,,,,,,1,63.49,,,1,100.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,65.92,,,,,1,139.08,,,,,,,,,,1,139.08,,,1,65.92,,,2,73.02,1,89.85,2,89.45,,,,,,,2,180.34,,,,,,,4,144.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,61.77,,,,,,,,3,71.33,,,,,3,77.20,2,150.60,4,95.76,1,66.31,1,87.26,,,,,,,1,70.82,1,70.82,,,1,75.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,178.41,,,,,,,,,,,,,,,,3,121.51,,,2,100.35,,,2,84.18,4,196.66,1,216.92,1,74.18,,,,,,,,,,,,,3,267.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,3,187.85,,,1,292.40,,,,,1,,,,118.91,1,118.91,1,132.28,2,414.94,,,,,1,118.91,6,231.75,,,,,1,154.80,,,,,,,,,1,132.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,210.97,,,,,,,,,,,,,,1,369.00,,,,,1,248.14,3,228.31,4,374.88,,,,,,,,,,,,,,,1,156.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,492.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,515.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,1,2272.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,,,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,睪丸,,腦,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,2,76.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,47.93,,,1,31.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,1,49.46,,,,,,,,,1,,,,26.87,,,1,39.54,,,,,,,,,,,,,1,49.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,28.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,87.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,43.86,,,,,,,,,,,,,,,,,,,,1,53.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,47.98,1,79.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,122.85,1,59.92,,,1,112.49,,,,,,,,,,1,85.40,,,,,,,,,,,,,,,,,1,84.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,76.10,,,,,,,,,,1,62.89,,,3,118.16,,,,,,,,,,,,,2,120.41,,,,,1,113.90,,,1,62.89,1,122.25,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,98.14,,,,,3,120.19,,,,,,,,,,,,1,67.70,1,67.70,1,53.28,,,,,,,,,,,,,,,3,294.41,,,2,186.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,68.21,1,68.21,,,,,5,107.20,,,,,,,,,,,,6,121.90,8,107.14,,,,,,,,,,,2,136.43,3,186.34,,,1,139.47,,,,,2,64.31,8,137.39,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,102.88,7,203.02,,,,,,,,,,1,71.74,8,140.45,4,120.88,3,152.67,1,102.88,,,,,1,100.70,2,205.76,4,145.09,,,,,,,,,,,5,236.07,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,4,177.38,3,161.46,,,,,2,224.47,,,,,,1,190.11,1,112.23,,,7,214.46,6,231.39,3,570.34,,,,,,,,,1,112.23,,,,,,,,,,,2,150.15,3,211.71,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,307.69,,,,,,,1,165.02,,,,,,,,,,,,2,701.75,6,275.10,2,191.02,,,,,,,1,350.88,,,,,,,,,,,,,1,242.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,2,1123.60,2,1020.41,,,,,,,,,,,,,,,,,,,,,,,1,262.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,2,888.89,,,,,,,,,,,,,,,1,869.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,33.53,1,31.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,63.25,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,52.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,28.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39.43,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,1,28.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,43.37,1,59.56,,,,,,,,,1,42.12,,,,,,,,,,,,,,,,,,,,,,,,,1,59.56,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,3,201.34,,,,,,,,1,67.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.16,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,70.37,,,,,,,,1,115.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,93.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,158.08,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,94.25,,,,,1,132.28,1,65.88,,,,,,2,135.96,,,,,,,,,5,158.28,,,1,107.30,,,,,,,,,,,1,94.25,,,,,,,,,1,65.88,,,3,197.63,1,59.77,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,3,96.74,1,61.39,,,,,2,66.47,2,96.11,1,61.39,6,92.65,4,192.22,,,1,85.91,1,72.46,1,142.65,,,3,93.87,,,,,,,,,,,2,122.77,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,117.37,,,,,,,,,,,,,,5,204.08,,,,,,,1,75.53,6,135.87,,,2,106.27,2,358.42,,,,,,,,,,,1,117.37,,,2,141.44,,,,,,,5,126.84,2,166.11,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,112.23,1,112.23,,,1,107.87,,,,,,1,112.23,,,,,,,,,3,183.26,,,5,194.55,3,186.45,1,159.24,,,,,,,1,112.23,2,131.67,,,,,,,,,1,176.06,1,112.23,,,3,763.36,,,,,,,,,,,,,,,,
,,,,65~69,1,140.65,,,,,,,,,,,,,,1,192.68,,,,,,,1,277.01,1,277.01,,,5,271.89,2,281.29,,,,,,,,,,,2,711.74,,,1,252.53,,,,,1,240.96,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,261.10,,,,,,,,,,,,,,,,,,1,254.45,1,483.09,,,,,,,3,463.68,4,373.83,,,,,,,,,,,,,1,261.10,,,,,,,1,483.09,1,340.14,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,393.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,552.49,1,724.64,,,,,,,,,,,,,,,1,735.29,,,,,,,1,862.07,,,1,862.07,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1315.79,,,,,,,,,,,,,1,2083.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,5555.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他分界不明的部位,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸膜,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,3,35.98,,,1,,,,23.52,1,40.55,,,1,23.52,,,,,,,,,1,23.52,,,,,,,,,,,,,,,1,23.52,2,81.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,4,135.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.30,,,,,,,,,,,2,77.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,40.00,1,,,,40.47,,,,,,,,,,,2,101.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,49.36,,,,,,,,,,,,,,1,42.05,1,42.05,,,,,,,,,,,,,,,,,,,,,,,,,1,42.05,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,44.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39.60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,81.97,,,2,,,,74.71,1,68.63,,,,,,,1,81.97,,,2,137.27,,,,,,,,,,,,,,,1,79.24,,,,,,,,,1,79.24,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,73.53,,,,,,,,,4,,,,157.05,,,,,,,,,1,90.91,1,63.13,,,,,,,,,,,,,1,73.53,,,,,,,,,,,2,68.92,2,91.41,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,93.11,,,1,,,,59.14,,,,,,,,,,,3,81.99,,,,,,,,,,,,,,,,,1,112.87,1,94.16,,,,,,,1,68.68,1,93.11,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,107.99,1,137.36,,,,,,,1,,,,58.51,1,74.79,,,,,,,1,62.50,3,119.28,,,4,86.54,,,,,,,,,,,2,65.13,1,62.50,,,,,,,2,63.47,2,135.96,1,137.36,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,77.82,,,1,81.23,,,,,7,,,,134.28,,,1,69.11,,,,,,,4,90.40,,,5,139.35,2,83.26,,,,,,,,,,,6,232.74,,,,,1,69.11,,,4,166.53,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,4,180.34,,,,,,,1,135.69,2,,,,129.79,,,,,,,,,,,3,139.47,,,12,308.56,1,107.07,2,293.26,,,,,,,,,1,124.38,,,,,,,,,2,214.13,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,153.37,1,,,,199.60,,,,,,,,,1,143.06,2,153.37,,,3,330.03,2,568.18,,,,,,,1,165.29,3,401.07,,,,,,,,,3,428.57,2,180.83,,,1,252.53,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,1,238.10,3,380.23,,,4,313.97,,,,,,,,,,,,,1,469.48,,,,,,,1,469.48,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,529.10,1,,,,371.75,,,,,,,,,1,588.24,1,709.22,,,1,529.10,1,529.10,,,,,,,,,1,371.75,1,826.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,1,909.09,1,1851.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其他內分泌腺,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,2,36.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,27.02,,,,,1,,,,35.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,28.99,1,26.68,,,1,,,,39.57,,,,,,,,,,,1,54.26,,,,,,,,,,,,,,,,,,,,,2,35.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,31.31,,,,,1,,,,31.31,,,,,,,,,,,,,,,,,,,,,1,31.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,50.71,,,,,3,,,,45.43,,,,,,,,,,,,,,,,,,,,,,,,,1,50.71,1,65.92,,,,,2,48.17,,,1,42.75,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,66.27,,,,,,,,,1,,,,66.27,,,,,,,,,1,66.27,,,,,1,75.24,,,1,79.62,,,,,,,,,,,,,1,78.31,1,79.62,2,89.05,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,4,,,,104.85,,,,,,,1,117.37,1,60.02,,,,,,,1,117.37,,,,,,,,,,,,,,,1,84.46,,,4,123.27,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,68.59,,,,,,,,,4,,,,114.06,,,,,,,,,,,,,,,1,63.82,,,,,1,92.34,,,1,68.59,,,,,,,,,2,107.82,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,2,71.17,2,86.62,,,1,,,,80.91,1,69.88,,,,,1,142.05,3,67.95,,,,,5,102.59,,,,,,,,,1,88.18,,,1,69.88,1,88.18,1,88.18,2,124.61,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,59.10,,,,,1,77.52,,,6,,,,125.71,,,,,1,77.28,1,59.10,6,72.89,,,,,9,139.21,,,,,,,5,84.15,,,,,3,101.35,1,65.66,2,73.23,,,1,65.66,1,65.66,1,69.59,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,103.31,1,132.80,,,3,174.32,1,103.31,5,,,,247.28,,,1,103.31,,,,,6,160.77,,,,,4,110.90,1,132.80,1,159.24,,,,,1,103.31,,,,,,,1,234.74,2,143.47,2,97.37,,,1,159.24,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,178.25,,,1,,,,366.30,,,,,1,251.26,3,274.47,3,428.57,1,366.30,1,366.30,3,220.43,1,159.24,,,,,,,2,202.63,,,,,,,,,2,206.61,2,207.68,,,,,,,,,,,,,,,,,,,,,,,,
