,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,2,,,,12.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.18,1,8.83,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,2,10.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,1,5.37,,,,,,,,,1,,,,11.51,,,,,,,,,,,1,6.94,1,6.94,,,,,,,2,23.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15.00,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,7.09,2,,,,9.58,,,,,,,,,,,1,5.59,3,8.58,,,,,,,1,24.58,,,,,,,,,2,49.15,,,,,2,17.05,1,10.94,,,,,1,7.09,,,,,2,21.88,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.41,,,1,10.83,,,1,8.41,,,,,,,,,,,,,,,,,1,10.83,,,,,,,,,,,,,1,10.83,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,10.58,,,1,6.85,,,,,,,,,,,,,,,,,,,,,,,,,1,15.06,,,2,9.41,,,,,,,,,,,,,5,23.53,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,14.00,,,2,19.52,,,1,18.92,,,,,,,1,8.45,,,1,14.00,1,8.45,,,,,,,,,,,,,,,,,1,18.92,,,,,,,,,,,3,11.25,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,,,,,,,,,,,,,,,1,11.34,2,22.67,,,,,,,,,,,2,98.09,,,,,2,18.48,2,13.25,,,1,14.55,,,,,,,,,2,22.67,,,,,,,,,,,,,6,28.46,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,23.42,,,1,12.79,,,,,,,,,,1,15.14,4,33.10,,,,,,,,,1,15.14,4,20.00,,,,,2,16.55,,,1,10.96,,,,,,,,,,,,,,,,,,,,,,,1,10.96,3,27.59,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,21.22,,,,,3,,,,11.81,,,11,30.64,,,,,,,2,10.51,5,19.69,12,33.42,,,,,11,39.36,2,18.07,,,1,10.40,,,1,10.40,,,,,5,16.03,,,,,,,,,,,3,24.66,6,32.73,,,,,,,,,,,,,,,,,,,,
,,,,55~59,8,33.99,1,10.89,6,48.17,,,,,1,,,,27.43,,,16,53.77,,,1,10.89,,,2,54.85,9,37.17,15,50.40,2,22.70,,,10,33.60,4,72.15,1,27.43,1,27.43,1,27.43,,,2,54.85,1,10.89,4,22.23,,,1,11.35,1,11.35,,,1,27.43,4,16.52,3,16.06,1,11.35,4,25.97,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,16.69,,,,,,,,,,6,42.64,,,,,,,,,13,71.59,22,163.59,,,,,17,93.62,3,36.49,,,,,,,,,,,4,118.76,8,56.85,,,1,17.10,2,16.89,,,,,8,41.46,,,,,2,20.13,,,,,,,,,,,,,,,,
,,,,65~69,1,60.94,,,,,1,24.03,,,,,,,,3,123.25,2,29.57,,,,,,,,,5,52.01,14,114.60,,,,,14,107.62,4,37.83,,,1,60.94,,,,,1,60.94,2,25.09,4,68.94,1,126.10,2,121.88,,,,,,,4,52.93,2,25.09,,,2,121.88,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,46.51,,,,,,,,2,65.36,1,46.51,1,57.97,,,1,46.51,1,46.51,1,75.24,5,114.00,,,,,3,86.16,1,46.51,,,,,,,,,,,,,,,,,1,75.24,,,,,,,2,93.15,,,1,236.97,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,128.87,,,,,,,,,,,1,193.05,,,3,167.88,,,,,2,161.94,1,446.43,,,,,,,,,,,,,1,193.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,308.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,925.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,1,8.76,,,,,,,,,,,,,,,,,,,,,1,8.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,1,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.37,,,,,,,,,,,1,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.32,,,,,,,,,,,,,,,1,5.32,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,5.29,,,,,,,,1,11.18,,,,,,,,,,,,,,,1,11.18,,,,,,,2,10.57,,,,,1,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,5.49,1,,,,5.49,,,,,1,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.49,,,,,,,1,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,7.61,,,,,,,3,21.05,1,,,,10.13,,,,,,,,,,,1,7.61,1,5.11,,,,,,,,,,,,,1,5.11,,,,,,,,,,,1,8.09,1,5.11,,,,,,,2,6.12,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,6.21,,,,,,,,2,7.90,,,1,,,,,,1,10.13,,,,,3,9.05,,,,,,,,,,,,,,,,,2,8.35,,,,,1,6.21,,,,,1,6.21,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,18.49,1,13.25,8,33.64,,,1,13.25,,,1,38.24,4,20.60,1,14.34,1,18.49,1,14.34,1,8.77,,,,,,,,,,,,,,,1,18.49,1,13.25,,,,,,,,,3,24.23,,,1,38.24,,,,,,,,,,,,,,,,,,
,,,,40~44,1,22.87,1,10.61,,,,,,,1,,,,22.87,,,3,26.27,,,2,28.38,,,,,1,10.61,1,22.87,,,,,1,22.87,,,,,,,,,,,,,,,1,10.61,,,,,,,1,10.61,,,5,23.99,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,11.65,1,14.65,,,,,3,47.62,1,,,,14.65,1,15.87,5,23.03,1,24.56,,,,,,,3,17.18,6,23.27,1,11.65,6,27.86,2,31.75,,,,,,,,,,,,,,,4,26.87,2,31.75,,,1,24.56,1,48.69,,,9,61.18,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,5,25.45,2,12.93,1,9.38,,,2,15.26,3,,,,15.27,,,15,61.35,,,1,13.40,,,,,3,13.08,9,39.25,,,7,21.93,5,22.63,1,11.13,,,,,,,,,1,9.38,1,20.81,7,31.69,1,40.87,,,,,1,9.38,6,22.13,4,15.76,,,,,1,40.87,,,,,,,,,,,,,,,,
,,,,55~59,3,30.90,2,12.46,,,1,15.78,1,10.30,1,,,,11.43,,,15,52.26,,,1,10.30,,,,,8,32.89,16,71.54,,,14,62.60,4,13.93,1,11.43,1,15.78,,,,,1,25.60,1,10.30,1,11.43,6,29.38,,,,,,,2,20.60,6,102.25,6,26.83,1,10.30,2,10.83,1,11.43,,,,,,,,,,,,,,,,
,,,,60~64,3,22.56,1,39.15,,,,,3,33.12,1,,,,15.38,,,3,28.94,,,,,,,2,175.75,7,34.04,28,136.17,,,20,97.26,6,39.51,4,30.96,,,,,1,16.32,,,2,19.29,,,6,35.56,,,,,,,,,2,30.75,5,32.93,1,39.15,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,22.60,2,34.69,1,22.60,,,1,24.40,2,,,,32.83,,,13,94.55,,,3,57.36,,,1,22.60,7,63.66,28,203.64,,,19,146.79,5,49.07,,,1,59.95,,,,,,,4,39.25,3,67.84,12,117.76,1,36.31,3,49.24,,,1,59.95,4,35.47,2,23.47,,,,,3,52.03,,,,,,,,,,,,,,,,
,,,,70~74,,,1,43.10,1,72.10,,,2,48.11,,,,,,,,3,72.17,,,,,,,,,3,109.81,10,145.43,,,15,218.15,2,62.21,,,,,,,,,,,,,1,43.10,5,155.52,,,,,,,,,,,,,1,111.73,1,43.10,2,86.21,,,,,,,,,,,,,,,,
,,,,75~79,1,429.18,,,,,,,,,1,,,,88.81,,,,,,,1,88.81,,,,,3,179.96,3,179.96,,,3,179.96,1,88.81,1,112.87,,,,,,,,,,,,,2,119.98,,,1,184.84,,,,,2,119.98,,,,,,,1,429.18,,,,,,,,,,,,,,,,
,,,,80~84,1,287.36,,,,,,,,,1,,,,287.36,,,1,333.33,,,,,,,,,1,333.33,,,,,2,334.45,,,1,507.61,,,,,,,,,,,1,287.36,1,287.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,854.70,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,9.68,,,1,19.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.24,1,9.68,,,,,,,,,,,,,1,5.50,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,4,,,,9.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.83,,,,,,,,,,,,,1,9.23,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,7.94,,,,,,,,,2,10.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,8.44,,,,,2,,,,7.16,,,,,,,1,5.28,,,,,,,,,,,,,,,,,1,5.28,,,1,8.44,,,,,,,,,,,2,10.56,,,,,,,1,5.28,,,3,11.58,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.17,,,,,,,,,,,,,,,,,,,,,,,,,1,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,2,,,,8.78,,,2,14.86,,,,,,,1,7.43,1,21.72,,,,,,,,,,,,,,,1,9.68,,,,,,,,,,,,,,,,,1,21.72,2,7.72,,,2,7.72,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,11.26,,,,,,,,,,1,11.26,5,11.56,,,,,,,2,6.88,1,11.26,,,,,3,26.57,,,,,,,,,,,,,,,1,9.72,,,1,11.26,1,5.63,,,,,,,,,,,9,33.79,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,8.60,,,6,18.91,,,,,,,3,11.45,,,,,,,2,25.32,,,,,1,38.77,,,,,,,,,1,8.60,,,2,25.32,,,,,,,,,1,14.95,,,3,24.58,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,15.57,,,1,15.57,,,,,,3,16.20,14,60.24,,,,,,,2,12.29,1,15.57,,,,,4,16.72,1,13.07,,,,,,,,,,,,,,,,,5,26.61,1,15.57,,,,,,,,,1,13.07,6,22.92,,,1,13.07,,,,,,,,,,,,,,
,,,,45~49,,,1,11.87,1,11.87,,,,,2,,,,50.75,,,4,19.12,,,,,,,1,14.66,5,20.11,,,,,10,40.22,2,20.79,,,,,,,,,,,,,,,1,17.61,5,26.06,1,14.66,1,11.87,1,14.66,,,2,50.75,1,14.66,4,21.77,,,1,14.66,,,,,,,,,,,,,,
,,,,50~54,3,40.66,1,11.54,3,14.84,,,,,1,,,,11.54,,,14,42.69,1,20.33,,,1,11.54,8,37.66,10,42.19,,,,,14,42.69,3,17.91,1,11.54,3,11.80,,,2,14.72,,,1,9.89,1,11.54,4,35.94,5,19.67,,,,,3,26.95,,,1,9.89,3,15.62,6,23.61,1,20.33,1,9.89,,,,,,,,,,,,,,
,,,,55~59,5,35.05,,,1,9.95,,,,,,,,,,3,14.52,23,73.61,2,23.64,,,2,19.90,11,37.80,20,64.01,1,9.95,,,20,64.01,12,41.24,,,2,23.64,,,1,23.72,3,16.21,,,3,18.26,,,8,27.49,2,10.81,,,2,23.64,,,1,15.68,7,37.82,6,26.40,,,1,9.95,2,47.45,,,,,,,,,,,,
,,,,60~64,2,17.50,1,15.54,3,66.33,,,,,,,,,,3,36.19,23,103.80,1,15.54,,,,,3,18.46,28,126.37,,,1,15.54,27,129.97,9,50.39,,,1,15.54,,,,,1,15.54,,,2,31.09,4,24.61,5,36.05,,,,,,,,,,,8,38.51,8,44.79,,,,,2,18.25,,,,,,,,,,,,
,,,,65~69,,,1,52.77,1,20.80,2,41.60,,,,,,,,4,39.62,12,80.71,2,29.84,,,1,22.98,6,65.76,30,201.78,1,22.98,,,26,174.87,3,39.27,,,1,20.80,,,2,21.84,1,22.98,1,20.80,2,27.67,3,41.50,9,89.15,,,1,20.80,5,45.23,,,2,69.49,3,62.40,1,34.75,,,1,34.75,4,28.71,,,,,,,,,,,,
,,,,70~74,,,,,1,38.82,,,1,97.18,,,,,,2,49.60,5,98.79,,,,,,,6,99.70,18,238.57,2,102.35,,,13,184.48,8,221.91,,,,,,,,,,,,,2,80.52,1,50.35,3,67.10,,,1,97.18,3,53.66,,,,,2,43.84,1,50.35,1,50.35,,,3,116.46,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,1,103.84,3,103.23,4,111.42,1,386.10,,,5,251.00,2,102.93,,,,,,,,,,,,,,,,,,,,,,,1,146.20,,,,,4,111.42,,,,,1,76.45,2,151.63,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,333.33,,,,,,,,,,,2,294.12,7,515.46,,,,,4,294.55,1,264.55,,,,,1,264.55,,,,,,,,,,,3,376.41,,,,,,,,,,,4,492.61,,,,,,,1,383.14,,,,,,,,,,,,
,,,,85+,1,1010.10,,,,,,,,,,,,,,,,,,,,,,,,1,1010.10,,,,,,,1,1010.10,,,,,,,,,,,,,,,,,,,,,1,1010.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,8.86,,,,,1,8.86,1,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.86,,,2,12.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,19.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.09,,,2,10.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,22.31,,,1,,,,10.96,,,,,,,,,,,,,,,1,10.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,9.46,,,,,,,,1,8.03,,,,,,,,,1,20.79,,,,,1,5.10,,,,,,,,,,,,,,,,,,,,,,,,,1,9.46,,,2,10.73,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,1,10.33,,,,,,,,,1,5.24,,,1,10.33,1,10.33,,,,,,,,,,,,,1,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,17.55,,,,,,,,,,1,17.55,1,17.55,,,,,,,,,,,,,4,21.96,,,1,11.75,,,,,,,,,,,2,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,12.47,,,,,,,,,,1,20.76,,,,,1,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27.53,,,4,17.17,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,26.72,1,12.16,,,,,,,,,,,,,1,26.72,,,2,21.22,2,53.45,1,12.16,,,,,,,,,,,2,29.84,,,1,17.59,,,,,,,2,19.76,4,28.86,,,,,,,,,,,,,,,,,,,,,,
