,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,1,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,1,28.23,1,9.54,,,,,,,,,,,1,9.54,,,1,9.54,,,,,,,1,10.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,2,,,,131.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,2,34.98,,,,,,,,,,2,23.26,,,,,1,17.49,,,,,,,,,,,,,,,,,,,1,17.49,,,1,34.72,1,34.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,20.24,,,,,2,40.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,22.48,,,,,,,,1,22.48,1,19.27,,,1,22.48,,,,,,,,,1,112.74,,,,,,,,,,,,,,,1,56.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,20.33,,,1,20.33,1,20.33,,,,,,,,1,20.33,,,1,20.33,3,51.36,,,2,40.67,,,,,,,,,,,1,20.33,2,40.67,,,,,,,,,2,21.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,326.44,,,,,,,4,60.14,,,,,,,,,,2,35.63,1,17.45,,,4,69.78,1,17.45,1,17.45,,,,,1,17.45,1,17.45,,,,,,,,,,,1,17.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,39.32,,,1,23.28,,,,,,,,,,,,,,1,35.45,4,47.89,,,4,93.13,1,80.91,,,,,,,,,,,,,,,,,,,,,2,46.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,68.42,,,,,,,2,68.42,,,,,,,,,,2,68.42,2,68.42,,,3,63.98,,,,,1,193.80,,,,,,,2,58.16,,,,,,,2,68.42,,,,,,,1,34.21,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,45.17,,,,,,,2,90.33,,,,,,1,45.17,,,,,3,135.50,,,2,90.33,,,,,,,,,,,,,,,,,,,,,1,45.17,2,352.73,,,1,45.17,1,45.17,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,93.37,,,,,,,1,93.37,,,,,,,,,,,,2,186.74,,,2,186.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,1,200.40,,,1,200.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,3,10.69,1,,,,8.20,1,10.38,,,,,,,,,,,,,,,,,,,,,,,,,1,8.20,1,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,2,16.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,1,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,10.73,,,1,9.45,,,,,,,,,,,,,,1,9.45,1,10.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.45,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,10.41,,,,,,,2,10.43,,,,,,,,,,,,,,,,,,,,,1,63.01,,,,,,,,,,,1,63.01,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,30.20,,,,,,,,,,,,,,,,1,82.17,,,,,,,1,15.10,1,15.10,,,1,99.11,,,,,,,,,,,,,,,,,,,,,2,58.67,,,,,1,29.33,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,120.05,,,,,,,,3,21.58,,,,,,,,,,,1,39.98,,,,,1,39.98,,,,,,,,,,,1,15.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,3,36.32,,,,,,,,,4,61.75,,,2,35.77,,,,,,,,,,,,,,,,,,,,,,,,,,,3,54.97,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,43.43,1,22.69,1,111.98,,,1,21.39,,,,,,,,5,46.55,,,,,,,,,,,2,36.24,1,22.69,,,1,21.39,1,21.39,,,,,1,21.39,,,,,1,22.69,,,,,,,1,22.69,2,42.77,,,1,111.98,,,,,,,,,,,,,,,,
,,,,50~54,2,20.69,,,,,,,4,35.05,1,,,,57.27,,,12,103.95,,,,,,,,,1,24.73,2,114.55,7,52.67,1,57.27,,,,,,,,,,,,,1,17.78,,,,,,,,,,,2,35.57,1,17.78,1,107.53,,,,,,,,,,,,,,,,
,,,,55~59,2,52.66,1,121.95,,,,,1,123.00,1,,,,33.58,,,9,91.92,1,21.61,2,43.22,1,21.61,,,4,73.52,6,71.27,3,78.99,1,123.00,2,43.22,,,1,21.61,,,,,,,4,52.59,,,,,,,,,1,33.58,2,43.22,1,21.61,,,,,,,,,,,,,,,,,,
,,,,60~64,5,202.43,,,2,56.34,1,188.32,,,1,,,,198.41,,,2,66.25,,,,,,,,,2,40.12,5,202.43,4,62.94,4,80.24,1,33.12,,,,,,,,,,,3,54.65,1,115.47,1,33.12,,,,,2,40.12,2,40.12,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,48.73,,,,,,,,2,61.90,,,,,,,,,2,84.75,8,247.60,3,92.85,2,97.47,,,,,1,48.73,,,1,48.73,1,166.11,2,84.75,1,48.73,,,,,,,1,84.82,2,84.75,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,260.59,1,168.35,5,256.67,1,96.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96.81,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,184.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,胸腺、心臟與中隔,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,8.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,9.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,2,18.43,,,,,,,,,,,,,1,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,48.24,,,,,,,,,,1,10.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,59.49,,,,,,,,,,1,21.65,,,1,10.41,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21.03,,,1,21.65,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,11.46,,,,,,,,,2,,,,19.86,,,,,,,,,,,2,22.91,1,11.46,,,,,,,,,,,,,,,,,,,,,2,17.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,6,44.86,,,,,1,40.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,17.53,1,17.53,,,,,1,20.76,2,,,,19.01,,,,,,,,,1,17.53,2,35.06,1,48.83,,,,,,,1,17.53,,,,,2,35.06,,,,,,,,,1,17.53,6,47.73,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,6,113.57,,,1,22.42,,,,,5,,,,56.27,,,1,22.42,,,,,1,22.42,,,,,,,,,,,,,,,,,1,116.55,,,,,,,,,,,2,79.40,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,2,20.91,,,,,,,4,,,,38.32,,,,,1,17.96,,,,,7,73.17,4,68.67,1,25.01,1,104.49,1,25.01,,,,,,,,,1,25.01,,,,,,,1,17.96,1,114.81,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,119.05,,,,,,,,,6,,,,58.66,,,3,60.94,,,,,2,40.63,8,85.22,3,47.24,1,32.92,1,119.05,,,,,,,1,20.31,2,247.22,1,70.08,,,1,32.92,3,134.17,,,5,49.03,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,60.64,1,30.32,,,2,362.98,,,7,,,,108.19,1,49.09,,,1,30.32,,,,,9,152.91,3,70.29,2,51.96,5,193.20,,,,,1,30.32,,,1,49.09,,,3,90.96,,,,,1,30.32,1,49.09,2,206.19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,45.58,,,,,3,,,,243.70,,,,,,,,,,,8,182.11,3,73.80,,,,,,,,,,,,,3,118.95,,,,,,,,,1,81.23,,,2,91.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,166.39,1,90.83,,,,,,,3,,,,176.26,,,,,,,,,,,2,181.65,1,90.83,,,1,90.83,,,,,,,,,,,,,,,,,,,2,332.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,175.75,,,,,,,,,1,,,,367.65,,,,,,,,,,,,,1,1111.11,,,,,,,,,,,,,,,,,,,,,,,,,1,854.70,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,1052.63,,,,,,,,,,,,,1,1030.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,6,28.84,,,,,,,,,,,,,,,,1,55.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,10.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,8.42,,,,,,,,,,1,8.42,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.75,,,,,1,49.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,2,16.84,,,,,,,,,,1,9.48,,,,,,,,,,,,,,,,,,,,,1,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,21.53,,,1,,,,10.53,,,,,,,,,,,,,,,,,1,60.75,,,,,,,1,10.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,10.93,,,1,12.67,,,,,,,,,,,,1,12.67,,,,,,,,,,,1,21.37,,,,,,,,,1,10.93,,,,,,,,,,,1,10.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,16.29,,,,,1,37.69,,,2,,,,26.76,,,,,,,,,,,,,,,,,,,,,,,,,1,20.74,,,,,,,,,,,3,53.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,20.25,1,45.75,,,,,,,,,,,,,,2,34.52,,,1,116.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,23.01,1,16.91,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,2,,,,32.61,,,,,1,23.67,,,,,1,22.30,,,,,,,,,,,,,1,115.21,,,,,,,,,,,3,59.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,21.56,,,1,119.90,,,,,3,,,,48.69,,,2,37.54,2,239.81,4,39.56,,,4,39.56,,,1,25.32,,,1,54.32,1,18.77,,,,,,,,,1,18.77,1,25.32,1,54.32,2,71.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,42.00,,,1,65.83,,,1,65.83,5,,,,54.99,1,20.02,1,117.10,,,7,65.96,,,2,24.27,2,24.27,,,,,,,,,,,2,49.29,,,,,,,1,65.83,,,2,24.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,28.85,1,,,,28.85,1,97.28,,,1,28.85,7,97.15,,,4,126.46,2,57.70,2,44.50,,,,,,,2,93.68,4,60.34,,,2,44.50,1,46.84,2,93.68,,,1,46.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,150.38,4,,,,152.15,,,,,,,1,302.11,,,6,131.41,,,1,45.09,,,,,,,,,1,243.31,1,302.11,,,,,,,2,76.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,1,78.80,,,2,98.86,2,157.60,,,,,,,,,,,,,,,,,,,,,,,1,78.80,,,1,495.05,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,350.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,467.29,1,467.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,55.34,,,,,,,,1,10.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.00,1,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,2,17.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,41.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,2,21.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.58,1,10.58,,,1,10.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,10.94,,,,,1,10.94,,,,,,,,3,21.10,,,1,10.94,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.94,,,1,10.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,16.40,,,,,,,,,,,,,,2,32.67,,,,,1,16.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,40.07,,,,,1,16.68,,,,,,,,3,41.05,,,,,1,43.16,1,43.16,,,,,,,,,,,,,,,,,,,,,,,,,,,2,34.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
