,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,68.42,,,,,1,54.35,2,68.42,,,,,,,,1,190.11,2,68.42,2,68.42,,,4,76.70,,,,,1,193.80,,,,,,,2,58.16,,,,,1,190.11,,,,,2,68.42,1,54.35,,,,,1,34.21,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,45.17,,,,,,,2,90.33,,,,,,1,45.17,,,1,224.72,3,135.50,,,2,90.33,,,,,,,,,,,,,,,,,,,,,,,,,1,45.17,2,352.73,,,1,45.17,1,45.17,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,93.37,,,,,,,1,93.37,,,,,,,,,,,,2,186.74,,,2,186.74,,,,,,,,,,,1,163.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,1,200.40,,,1,200.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,4,12.97,1,,,,8.20,1,10.38,,,,,,,,,1,36.02,,,,,,,1,46.08,,,,,,,,,,,1,8.20,1,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,1,9.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,2,16.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,1,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.45,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,10.73,,,2,10.22,,,,,,,,,,,,,,1,9.45,1,10.73,,,,,,,,,,,,,,,,,,,,,,,,,2,83.61,,,,,,,,,1,9.45,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,10.41,,,,,,,2,10.43,,,,,,,,,,,,,,,,,,,,,,,,,1,63.01,,,,,,,,,,,,,1,63.01,,,,,,,,,,,,,,
,,,,30~34,4,27.66,,,,,,,,,,,,,,,,2,22.09,,,,,,,1,15.10,1,15.10,,,,,,,1,99.11,,,,,,,,,,,,,,,,,1,12.76,,,,,2,58.67,,,,,2,40.91,,,,,,,,,,,,,,
,,,,35~39,2,33.57,,,,,,,1,120.05,,,,,,,,5,23.75,,,,,,,,,,,1,39.98,,,,,,,,,1,39.98,,,,,,,,,,,2,25.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,19.81,,,6,45.08,,,,,,,,,4,61.75,,,,,,,3,44.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,59.22,,,,,,,,,,,,,,
,,,,45~49,3,43.43,1,22.69,1,111.98,,,1,21.39,,,,,,,,10,61.87,,,,,,,,,1,23.70,3,30.80,,,,,4,37.02,1,23.70,1,21.39,1,21.39,,,,,1,21.39,,,,,,,1,22.69,,,,,,,1,22.69,2,42.77,,,1,111.98,,,,,,,,,,
,,,,50~54,3,21.52,,,,,,,4,35.05,1,,,,57.27,,,15,94.84,,,,,,,,,2,24.05,6,83.79,,,,,8,55.43,2,33.23,,,,,,,,,,,1,87.49,2,20.21,,,,,,,,,,,1,87.49,2,35.57,1,17.78,1,107.53,,,,,,,,,,
,,,,55~59,2,52.66,1,121.95,,,,,1,123.00,1,,,,33.58,,,11,101.97,1,21.61,2,43.22,1,21.61,,,7,80.56,12,89.82,1,30.79,,,3,78.99,5,105.11,2,43.22,,,1,21.61,,,,,,,5,58.12,,,,,,,,,,,1,33.58,6,67.62,1,21.61,,,,,,,,,,,,
,,,,60~64,6,136.49,,,2,56.34,1,188.32,,,2,,,,82.30,,,3,60.67,,,,,,,,,4,71.99,9,181.20,,,,,6,72.46,5,72.35,1,33.12,,,,,,,,,,,3,54.65,,,1,115.47,1,33.12,,,,,4,70.66,3,43.41,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,48.73,,,,,,,,4,97.56,,,,,,,,,2,84.75,9,244.10,,,,,5,112.13,2,97.47,,,,,1,48.73,,,1,48.73,1,166.11,2,84.75,,,1,48.73,,,,,,,4,141.84,2,84.75,,,,,1,219.30,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,260.59,,,,,1,168.35,5,256.67,1,96.81,,,,,,,,,,,,,,,,,,,,,,,1,434.78,,,,,,,1,96.81,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,367.65,,,,,1,184.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,925.93,,,,,,,,,,,,,,,,,,,,,,,,,,,1,925.93,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,8.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,41.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,9.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,2,18.43,,,,,,,,,,,,,,,,,1,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,48.24,,,,,,,,,,1,10.64,,,,,,,,,,,,,,,,,,,,,,,1,10.91,,,,,,,,,,,1,40.14,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,59.49,,,1,,,,10.11,,,1,21.65,,,1,10.41,,,,,,,,,,,,,,,,,,,,,,,1,10.11,,,,,,,2,21.03,,,1,21.65,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,11.46,,,,,,,,,3,,,,15.85,,,,,,,,,,,2,22.91,,,2,19.10,,,,,,,,,,,,,,,,,,,,,,,2,17.31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,7,36.11,,,,,1,40.85,,,4,,,,54.86,,,,,,,,,,,,,1,78.00,,,,,,,,,,,,,,,,,2,16.42,,,,,,,,,,,2,33.28,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,28.86,1,17.53,,,2,37.32,1,20.76,6,,,,32.56,,,,,,,,,1,17.53,2,35.06,,,2,27.00,,,,,,,,,1,17.53,,,,,2,35.06,,,,,,,,,1,17.53,8,44.62,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,6,113.57,,,1,22.42,,,,,10,,,,69.92,,,1,22.42,,,,,1,22.42,2,177.78,,,1,23.30,,,1,23.30,,,,,,,,,,,2,38.83,,,,,1,23.30,,,,,2,79.40,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,23.66,2,20.91,,,,,,,7,,,,44.92,,,,,1,17.96,,,,,11,73.62,,,5,49.75,1,25.01,1,104.49,1,25.01,,,,,,,,,,,1,25.01,,,,,,,2,30.82,2,39.24,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,119.05,,,,,,,,,9,,,,62.50,,,3,60.94,,,,,3,50.36,9,70.07,,,3,47.24,2,49.12,1,119.05,,,,,,,,,1,20.31,2,247.22,1,70.08,2,47.93,2,53.28,3,134.17,1,96.71,5,49.03,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,60.64,1,30.32,,,2,362.98,1,142.25,7,,,,108.19,1,49.09,,,1,30.32,1,46.15,,,13,148.47,,,5,77.70,2,51.96,6,182.32,,,2,284.50,,,1,30.32,,,1,49.09,,,3,90.96,,,,,5,81.06,2,72.99,2,206.19,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,45.58,,,,,4,,,,157.67,,,,,,,,,,,9,157.92,,,4,88.38,1,234.19,1,76.57,,,1,76.57,,,,,,,3,118.95,,,,,,,,,2,118.20,1,76.57,3,85.71,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,166.39,2,109.59,,,,,,,3,,,,176.26,,,1,384.62,,,1,138.12,1,400.00,2,181.65,,,2,146.95,1,384.62,2,109.59,,,,,,,,,,,,,,,,,,,,,2,332.78,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,175.75,,,,,,,,,1,,,,367.65,,,,,,,,,,,,,,,1,1111.11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,854.70,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,2564.10,,,,,1,,,,1052.63,,,1,2564.10,,,,,,,,,,,2,934.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,6,28.84,,,,,,,,,,,,,,,,,,1,55.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,10.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.88,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,8.42,,,,,,,,,,,,1,8.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.75,,,,,1,49.50,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,2,16.84,,,,,,,,,,,,1,9.48,,,,,,,,,,,,,,,,,,,,,,,,,1,9.48,1,10.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,21.53,,,1,,,,10.53,,,,,,,,,,,,,,,,,,,1,60.75,,,,,,,,,,,1,10.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,10.93,,,1,12.67,,,,,3,,,,31.02,,,,,1,12.67,,,,,,,,,,,1,21.37,,,,,,,,,,,,,1,10.93,,,,,,,,,1,55.77,1,10.93,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,16.29,,,,,1,37.69,1,16.01,4,,,,26.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.74,,,,,,,,,1,87.87,4,33.66,1,76.80,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,20.25,1,45.75,,,,,,,4,,,,48.70,,,,,2,34.52,,,1,116.96,,,,,,,,,,,1,77.88,,,,,,,,,,,,,,,,,,,,,5,25.04,1,16.91,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,23.22,,,,,7,,,,67.04,,,,,,,2,23.44,,,,,1,22.30,,,,,,,,,,,,,,,,,1,115.21,,,,,,,,,,,4,42.64,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,21.56,,,1,119.90,,,1,24.02,7,,,,61.17,,,,,2,37.54,2,239.81,6,42.03,,,4,39.56,1,89.45,1,25.32,,,,,,,1,54.32,1,18.77,,,,,,,,,1,18.77,2,24.65,2,72.73,2,71.12,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,52.01,,,1,65.83,,,1,65.83,6,,,,46.90,1,20.02,,,1,117.10,1,27.03,7,65.96,,,4,31.56,3,32.45,,,,,,,1,27.03,,,,,,,2,49.29,,,,,,,1,65.83,,,3,33.42,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,28.85,4,,,,60.93,1,97.28,,,,,2,34.33,9,88.58,,,6,95.82,2,57.70,3,43.78,,,,,,,,,,,3,109.85,5,55.63,,,2,44.50,2,73.23,2,93.68,1,42.39,1,46.84,1,167.79,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,214.13,1,150.38,5,,,,125.06,,,,,,,,,1,302.11,,,9,140.58,,,1,45.09,,,1,73.05,,,,,,,,,1,243.31,1,302.11,,,1,228.31,,,3,75.04,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,128.70,,,,,,,,,,,,,,,,,,,,1,128.70,1,78.80,,,2,98.86,4,195.50,,,,,,,,,,,,,,,,,,,,,,,,,1,377.36,1,78.80,,,1,495.05,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,2,,,,325.20,,,1,800.00,,,,,1,303.03,,,1,303.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,303.03,,,1,303.03,,,,,,,,,,,,,,,,,,
,,,,80~84,1,2222.22,,,,,,,,,2,,,,1626.02,,,,,,,,,,,,,,,1,467.29,1,467.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
