,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,2,76.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,47.93,,,,,2,18.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,1,49.46,,,,,,,,,,,,,,1,26.87,,,2,36.85,,,,,,,,,,,,,1,49.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,28.68,,,,,,,,1,23.80,,,,,,,,,,,,,,,,,,,,,,,,,1,36.89,,,,,,,2,87.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,43.86,,,,,,,,,1,38.40,,,,,,,1,53.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,2,44.90,1,79.30,,,,,,,,,,,,,,,,,,1,42.19,,,,,,,,,,,,,,,,,,,,,,,,,,,2,108.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,122.85,1,59.92,,,2,,,,74.43,,,,,,,1,85.40,,,,,,,,,,,,,,,,,1,84.75,,,,,,,,,,,,,2,141.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,2,,,,62.95,,,,,,,1,62.89,3,96.62,3,118.16,,,,,,,,,,,,,2,120.41,,,,,,,1,113.90,,,1,62.89,2,46.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,85.84,,,1,98.14,,,,,4,,,,109.26,1,85.84,,,,,,,2,75.70,1,67.70,1,53.28,,,,,,,,,,,,,,,3,294.41,1,58.89,,,2,186.05,,,1,58.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,68.21,,,1,68.21,,,1,82.71,7,,,,92.04,1,57.74,1,57.74,,,,,9,135.26,10,96.08,,,,,,,,,,,3,93.81,4,119.69,,,1,139.47,,,,,,,2,64.31,11,125.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,137.74,,,1,68.87,,,1,102.88,9,,,,156.58,,,,,1,68.87,3,133.81,10,139.90,8,142.63,3,152.67,1,102.88,,,,,1,100.70,3,123.76,4,145.09,,,,,,,,,,,,,6,168.07,1,117.92,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,5,177.12,,,3,161.46,,,,,3,,,,159.40,,,1,190.11,1,112.23,,,12,282.02,7,195.31,5,457.04,,,,,,,,,1,112.23,,,,,,,,,,,1,72.25,3,129.14,4,166.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,307.69,1,251.26,,,,,,,2,,,,150.72,2,143.78,,,,,2,277.39,3,439.24,14,424.24,3,207.61,,,,,,,1,350.88,,,,,,,,,,,,,,,2,246.91,1,100.70,,,1,138.70,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,3,395.78,2,1020.41,,,1,239.23,,,,,,,,,,,,,,,,,,,,,1,262.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,2,1005.03,,,,,,,,,,,,,,,,,,,,,,,,2,888.89,,,,,,,,,,,,,1,769.23,1,869.57,,,,,,,,,1,502.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,1612.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2631.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,33.53,1,31.63,,,,,,2,21.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,63.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,25.32,,,,,,,,,,,,,,,,1,13.74,,,,,,,,,,,,,,,,,3,52.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,28.30,,,,,,,,,,,,,,,,1,23.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,30.53,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,13.86,,,,,,,,,,,,,,,,1,28.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,15.49,,,,,,,,,,,,,,,,,,,,,,1,36.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,43.37,1,59.56,,,,,,,,,,,1,42.12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.56,,,1,16.31,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,3,201.34,,,,,,,,1,67.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.16,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,70.37,,,,,,,,1,115.47,,,,,,,,,1,28.39,1,71.58,,,,,,,,,,,,,1,71.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,50.86,,,,,,,,,,,,,,1,53.91,,,,,,,,,,,,,,,1,53.91,,,,,,,,,,,,,,,,,,,,,,,,,,,7,158.08,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,46.61,2,45.52,,,1,132.28,1,65.88,,,,,,2,135.96,,,,,,,1,30.96,,,5,158.28,,,5,190.48,1,85.91,,,,,,,,,1,94.25,,,,,,,,,,,1,65.88,,,11,144.64,2,40.79,2,118.13,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,80.19,,,,,,,,,,,,7,89.96,1,61.39,1,80.19,1,57.57,,,5,83.43,3,78.58,1,61.39,7,90.64,4,192.22,,,1,85.91,1,72.46,1,142.65,1,33.98,3,93.87,,,,,,,,,,,,,4,63.40,,,1,80.19,,,,,,,,,,,,,,,,,,
,,,,55~59,1,117.37,,,,,,,,,,,,,,9,125.00,,,,,,,,,1,75.53,7,130.72,,,3,88.42,4,139.96,,,,,,,,,,,3,90.85,,,,,2,141.44,,,,,,,7,90.29,2,166.11,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,163.40,1,112.23,1,112.23,,,1,107.87,,,,,,5,122.46,,,1,93.20,,,1,93.20,,,4,177.86,,,9,211.52,7,145.80,2,117.58,,,,,,,3,152.75,2,131.67,1,93.20,,,,,,,,,1,176.06,1,112.23,,,3,763.36,,,,,,,,,,,,,,,,,,
,,,,65~69,1,140.65,,,,,,,,,,,,,,1,192.68,,,,,,,,,3,270.76,1,277.01,,,8,265.78,2,281.29,,,,,,,,,,,2,711.74,,,,,1,252.53,,,,,2,172.12,2,192.49,,,,,1,96.25,,,,,,,,,,,,,,,,
,,,,70~74,1,261.10,,,,,,,,,,,,,,2,714.29,,,1,254.45,,,1,483.09,,,,,,,6,439.24,4,373.83,,,,,,,,,,,,,,,1,261.10,,,,,,,1,483.09,1,340.14,,,,,1,227.79,,,,,,,,,,,,,,,,
,,,,75~79,1,393.70,1,367.65,,,,,1,442.48,,,,,,,,,,,,,,,,,,,,,,3,914.63,3,824.18,,,,,,,,,,,,,,,,,1,735.29,,,,,,,1,862.07,,,1,862.07,1,680.27,,,,,,,,,,,,,,,,
,,,,80~84,,,1,1204.82,,,,,1,1923.08,,,,,,,,,,,,,,,,,,,,,,1,1315.79,,,,,,,,,,,,,1,2083.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,5555.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸膜,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,4,,,,31.76,,,,,1,23.52,1,40.55,,,1,23.52,,,,,,,,,1,23.52,,,,,,,,,,,,,,,1,23.52,2,81.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,6,,,,52.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,24.02,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.30,,,,,,,,,,,2,77.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,2,,,,46.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,40.00,,,1,40.47,,,,,,,,,,,2,101.21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.21,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,2,,,,23.99,,,,,1,15.85,,,,,,,1,42.05,1,42.05,,,,,,,,,,,,,,,,,,,,,,,,,1,42.05,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,2,37.66,,,,,,,,,,,,1,44.37,,,,,,,,,2,69.20,,,,,,,,,,,,,,,,,,,,,,,,,2,36.93,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,28.07,,,,,,,,,1,,,,81.97,,,,,4,89.73,1,68.63,,,,,,,1,81.97,,,2,137.27,,,,,,,,,,,,,,,1,79.24,,,,,,,,,2,65.72,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,73.10,,,,,,,,,1,,,,52.47,,,,,4,157.05,,,,,,,,,2,66.53,1,63.13,,,2,55.48,,,,,,,,,1,73.53,1,52.47,2,40.15,,,,,,,3,62.40,4,73.13,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,88.57,,,,,1,,,,93.11,,,,,3,66.65,,,,,,,,,,,5,77.29,,,,,3,68.70,,,,,,,,,,,1,112.87,1,94.16,,,,,,,3,63.91,1,93.11,,,,,,,,,,,,,,,,,,,,
,,,,50~54,5,111.96,,,,,1,137.36,,,1,,,,79.18,,,1,34.01,4,67.66,1,74.79,,,,,,,1,62.50,4,73.33,,,5,66.12,,,,,,,,,,,3,63.04,1,62.50,,,,,,,2,63.47,5,81.98,1,137.36,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,54.95,1,100.30,2,51.55,,,1,81.23,,,,,,,,,,9,105.08,,,1,69.11,,,,,,,6,110.66,,,7,114.57,7,96.17,4,82.02,,,,,,,,,8,156.86,,,,,1,69.11,2,131.15,8,127.35,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,6,149.11,,,,,,,1,64.27,,,,,,1,135.69,,,3,111.61,,,,,,,,,1,87.18,7,144.21,,,16,220.66,4,127.02,2,293.26,,,,,,,,,2,84.75,,,,,,,2,90.29,3,144.16,,,2,90.29,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,232.02,,,,,,3,172.91,,,2,131.15,1,130.55,,,,,1,97.66,1,143.06,5,161.60,1,130.55,8,255.59,5,322.79,,,,,,,2,193.05,4,225.73,1,232.02,,,,,,,3,428.57,4,187.79,,,1,252.53,,,,,,,,,,,,,,,,,,
,,,,70~74,1,160.00,,,,,,,,,,,,,,,,,,2,254.45,,,1,160.00,,,,,1,238.10,5,353.61,,,7,339.81,,,,,,,,,1,160.00,,,1,469.48,,,,,1,160.00,1,469.48,,,,,2,215.05,,,,,,,,,,,,,,,,,,
,,,,75~79,2,628.93,,,1,403.23,,,,,,,,,,1,529.10,,,1,371.75,,,1,314.47,,,,,1,588.24,2,435.73,,,3,591.72,2,457.67,,,,,,,,,1,371.75,1,826.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,909.09,1,1851.85,,,,,1,2040.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2941.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
