,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,32.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,20.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62.81,,,,,,,,,,,,,,,,,1,46.10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,27.83,,,,,,,,,,,,,,,,,,,,,,,,,1,46.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,147.71,,,,,,,,,,1,68.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,2,,,,121.07,,,,,,,,,,,1,60.53,,,,,,,,,,,2,93.37,,,,,,,,,,,3,87.06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,122.77,,,,,,,,,3,,,,65.12,,,,,,,,,1,64.77,,,,,,,,,,,,,,,,,,,,,1,101.63,1,79.74,3,155.36,,,1,79.74,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,65.70,,,,,5,,,,156.49,1,115.61,2,91.91,,,,,5,105.95,4,99.38,1,45.96,,,,,,,,,,,,,,,,,,,,,8,117.46,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,109.53,1,69.25,1,39.43,,,,,4,,,,95.26,,,,,,,1,39.43,4,118.20,7,156.99,,,1,109.53,,,,,,,,,,,,,,,,,1,39.43,3,86.98,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,131.58,,,,,,,1,121.80,3,,,,82.69,,,,,,,1,50.79,4,130.12,2,66.33,1,121.80,,,1,121.80,1,50.79,,,1,95.60,,,,,,,,,,,1,95.60,1,50.79,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,181.16,,,,,,,,,3,,,,383.63,,,,,,,2,255.75,2,91.32,3,112.61,6,273.97,1,204.50,,,,,5,228.31,1,127.88,,,,,1,127.88,1,128.37,,,2,91.32,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,101.63,,,,,,,,,,,,,,1,173.01,,,,,,,6,192.74,3,310.56,1,257.73,,,,,,,,,3,310.56,,,1,208.77,,,,,2,145.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,2,,,,243.90,,,,,,,1,392.16,2,243.90,1,429.18,,,1,311.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,454.55,,,,,,,,,,,,,,3,771.21,,,1,454.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,喉,,結直腸癌,,腎,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,38.15,,,,,,,,,,,,,,,,,2,89.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,44.39,,,,,,,,,,,,,,1,20.82,,,,,,,,,,,,,,,,,,,,,,,,,1,43.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,1,22.16,,,,,1,29.96,,,,,,,,,,,,,,,,,,,1,63.98,,,3,63.25,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,34.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,42.88,,,1,158.23,,,,,,,1,42.88,,,,,,,,,,,,,,,,,,,1,70.72,,,2,114.22,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,50.10,,,2,,,,250.31,,,,,,,2,128.37,,,1,50.10,,,,,,,,,,,,,,,,,,,,,,,6,121.21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,147.28,1,47.13,,,,,,,,,,1,107.53,,,1,64.64,,,1,47.13,,,,,,,,,2,153.49,,,1,64.64,,,,,,,,,4,121.84,1,147.28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,48.29,,,,,1,83.82,,,5,98.93,,,,,,,,,,,,,,,,,1,48.29,,,,,6,100.94,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,137.84,,,2,319.49,,,,,5,,,,123.15,1,68.92,,,1,40.00,7,92.63,1,85.84,7,211.61,6,149.74,,,,,1,40.00,,,2,80.00,,,,,,,1,66.36,,,4,99.83,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,4,,,,229.23,,,,,6,148.77,5,148.63,,,7,159.24,2,70.32,,,,,,,,,,,1,126.10,,,,,1,89.77,,,4,99.03,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,68.07,1,209.64,1,,,,210.97,,,1,170.94,2,136.15,2,102.77,,,5,155.04,2,421.94,2,87.95,,,,,,,2,122.40,1,124.22,,,,,,,1,124.22,1,124.22,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,166.94,,,1,94.34,,,,,,,,,,,,,,9,419.58,,,3,147.71,4,187.62,,,,,,,,,,,,,,,,,,,,,1,349.65,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,338.98,,,,,,,,,,,,,,1,287.36,1,308.64,,,,,1,425.53,,,,,,,,,,,,,,,,,,,1,188.68,1,338.98,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,1,746.27,,,,,,,,,,,1,746.27,,,,,1,558.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,眼及淚腺,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,34.89,,,,,,,,,,,,,,,,,,,,,1,69.93,,,,,,,1,38.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,2,112.42,,,2,47.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,1,20.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,3,59.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,1,22.36,,,1,22.36,,,,,,,1,31.31,,,,,,,,,,,,,2,25.64,1,45.29,,,,,,,,,1,62.34,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,55.13,,,2,53.09,,,1,42.77,,,,,1,26.55,1,26.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,2,102.67,,,,,,,,,,,1,39.03,,,,,,,,,,,,,,,,,,,,,1,51.33,1,51.33,3,109.29,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,51.65,,,,,,,,,,,,,,2,97.56,,,,,,,,,,,,,,,,,,,,,,,,,1,86.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,147.49,,,,,,,,,,,,1,147.49,1,77.28,,,,,,,,,,,,,2,92.55,,,,,,,,,,,,,,,,,,,,,,,6,111.94,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,4,115.11,2,166.67,1,49.88,,,1,67.34,,,,,,,1,106.27,,,,,,,,,3,86.33,,,,,,,,,,,8,152.00,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,40.98,,,,,,,,,,,,,,,,6,79.99,,,1,64.39,,,2,142.25,,,6,155.12,1,64.39,,,1,157.73,1,64.39,,,3,59.27,1,71.12,,,2,87.26,2,225.73,,,3,65.33,4,100.18,3,90.20,,,,,,,,,,,,,,,,,,
,,,,55~59,2,285.31,,,,,,,,,,,,,,,,1,105.26,,,,,,,3,106.61,,,8,169.46,1,200.40,,,,,,,,,,,2,210.53,,,,,,,,,,,2,120.77,2,93.46,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,116.69,1,66.45,,,,,,,,4,265.78,1,116.69,1,201.61,1,272.48,3,232.56,,,7,201.55,3,477.71,,,,,,,,,,,2,176.99,,,,,,,,,3,127.01,,,2,132.89,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,171.23,,,,,1,,,,171.23,,,5,287.52,,,,,,,3,184.16,,,2,132.10,3,187.62,,,,,,,,,,,1,89.37,,,,,,,,,,,1,200.80,,,3,184.16,,,,,,,,,,,,,,,,
,,,,70~74,1,270.27,,,1,456.62,,,,,,,,,,,,2,607.90,,,,,,,3,492.61,,,4,366.64,2,243.61,,,,,,,,,1,456.62,2,352.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,1,344.83,1,344.83,3,892.86,,,,,,,,,,,,,,,,,1,724.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,2,,,,34.52,1,23.72,,,,,,,,,,,,,,,,,,,1,34.48,,,,,,,,,,,1,34.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,2,,,,45.16,,,,,,,,,,,1,32.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54.11,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,44.46,,,1,,,,29.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.46,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,3,,,,45.38,,,,,1,29.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,35.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,2,,,,93.33,,,1,112.49,1,51.71,,,,,,,2,113.64,,,1,101.01,,,,,,,,,3,89.05,,,,,,,,,,,1,56.82,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,54.02,,,,,,,,,,,,2,108.05,,,,,,,,,1,187.97,,,,,1,68.31,,,,,,,,,,,,,,,,,1,78.86,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,92.38,,,,,,,,,,,,,,,,,1,62.11,1,101.83,4,64.21,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,161.03,,,,,,,1,66.49,,,,,,,,,,2,105.76,,,,,,,1,67.84,,,6,114.92,,,,,,,,,,,2,72.83,,,,,,,,,2,57.50,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,87.80,,,,,,,,,,,,,,,,,,3,90.23,1,113.64,,,,,2,56.58,2,68.99,1,43.90,1,66.49,1,79.55,1,106.27,1,71.68,,,,,,,,,,,2,56.58,2,68.99,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,101.78,,,,,1,84.10,,,1,,,,45.09,1,112.74,1,45.09,3,67.80,,,,,,,3,308.96,4,90.40,7,145.47,2,114.03,3,123.71,,,2,168.21,2,73.10,,,,,,,,,2,62.72,6,237.15,2,161.81,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,240.10,,,1,62.77,,,1,107.41,,,,,,,,,,2,95.88,,,1,189.04,,,,,7,154.76,10,197.94,1,62.77,2,122.10,,,1,62.77,,,,,,,,,,,2,88.26,,,,,1,107.41,,,,,,,,,,,,,,,,,,
,,,,65~69,3,188.21,,,,,,,,,,,,,,1,167.22,,,1,170.94,,,,,1,90.83,,,2,125.47,7,242.05,,,,,,,1,90.83,,,,,1,167.22,,,,,4,191.30,4,182.57,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,304.88,,,,,,,,,,,,,,,,,,,,,,1,242.13,4,247.68,4,322.84,,,1,304.88,,,,,,,,,,,,,,,1,333.33,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,1,505.05,,,,,,,,,,,3,986.84,,,,,,,,,,,,,,,,,,,,,,,,,,,1,526.32,,,,,,,,,,,,,,,,
,,,,80~84,1,2040.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1562.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,消化器官其他分界不明部位,,胰,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,65.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65.40,,,,,,,,,,,1,91.07,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.08,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,1,30.66,1,30.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,44.70,,,,,,,1,33.91,,,,,,,,,,,,,,,,,,,,,1,33.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,41.44,,,1,38.68,,,,,,,,,,,2,48.01,,,,,,,,,,,1,58.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,33.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.31,,,,,,,,,1,33.89,3,60.35,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,53.25,1,150.60,,,,,1,69.44,,,,,,,,,,,1,121.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60.28,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,2,55.77,,,,,,,,,1,69.54,,,1,80.00,,,,,1,46.55,,,,,,,,,,,,,,,,,1,112.49,,,4,82.71,,,,,,,,,,,,
,,,,45~49,1,51.39,1,51.39,,,,,,,,,,,,,,,,1,69.25,2,68.12,,,1,67.02,,,,,2,102.77,,,,,,,,,,,,,,,,,,,,,1,67.02,1,51.39,1,104.06,,,1,104.06,4,98.99,,,,,,,,,,,,
,,,,50~54,1,68.26,,,1,68.17,,,,,,,,,,1,68.17,,,,,4,124.57,,,,,1,153.85,3,66.42,3,78.62,,,4,88.55,,,,,1,116.28,,,,,,,,,,,,,,,,,1,46.13,,,8,121.03,1,68.17,,,,,,,,,,
,,,,55~59,1,44.35,,,,,,,,,,,,,,,,,,,,5,115.85,,,,,,,2,118.84,4,158.60,,,10,134.84,2,190.29,,,,,,,,,,,2,156.99,1,44.35,,,,,,,2,86.99,1,95.15,1,124.84,,,,,,,,,,,,
,,,,60~64,,,,,,,1,193.42,,,,,,,,,,,,,,1,60.72,,,,,,,3,138.63,5,145.18,,,1,242.72,2,136.05,1,115.87,,,,,,,1,107.07,,,2,77.49,,,,,,,,,,,2,121.43,1,60.72,,,,,,,,,,
,,,,65~69,,,,,,,1,259.74,,,,,,,,1,259.74,,,,,2,330.03,,,,,1,162.87,2,325.73,5,192.83,,,4,272.48,,,,,,,,,,,,,1,162.87,,,,,,,,,,,2,387.60,,,,,,,,,,,,,,
