,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,喉,,結直腸癌,,腎,,睪丸,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,3,62.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.12,,,,,1,48.17,1,49.98,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,94.25,,,,,,,,,,,,,,,,,,,,1,66.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,82.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,2,111.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,134.41,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,95.79,,,,,1,130.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,157.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,119.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,127.55,,,,,,,,,,,,2,344.83,,,2,152.21,,,,,,,,,,,,,1,136.24,,,,,,,,,,,2,344.83,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,176.37,,,,,,,,,,1,149.48,,,,,4,231.48,,,,,1,173.31,,,1,162.87,3,529.10,,,,,,,,,2,298.95,1,149.48,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,378.79,1,275.48,1,229.36,1,212.77,1,,,,378.79,,,1,230.41,2,211.64,,,3,375.47,,,1,212.77,,,,,,,,,,,,,,,1,230.41,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,537.63,,,,,,1,251.26,1,268.82,3,434.78,1,416.67,1,251.26,1,251.26,,,,,,,,,,,,,,,,,1,370.37,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,1,460.83,,,,,1,473.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,1,641.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他男性生殖器官,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,2,99.30,,,1,81.30,,,,,,,,,,,,,,,,1,40.39,,,,,2,41.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,136.05,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,46.98,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,71.58,,,,,,,1,103.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,2,137.17,,,,,,,,,,,,,,,,,,,,,,,,,,1,154.56,,,,,1,154.56,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,95.51,,,,,1,95.24,3,165.56,1,,,,95.24,,,,,,,,,,,,,,,,,,,,,,,,,,,2,110.56,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,6,187.21,,,,,,,1,163.67,,,,,,,,,,,,,,1,98.04,,,,,,,,,1,98.04,,,,,,,1,123.61,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,103.63,1,132.28,,,,,,,,,,1,126.26,,,1,126.26,3,127.39,,,,,,,,,,,1,167.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,145.35,,,,,,,,,,,,,,3,164.84,1,169.49,,,,,,,1,169.49,,,,,1,198.81,1,145.35,,,2,290.70,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,194.93,,,,,3,231.30,,,,,,,,,,1,194.93,1,186.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,,,5,492.13,1,280.90,,,,,,,,,,,4,297.40,,,1,370.37,1,303.95,1,280.90,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,1,403.23,1,352.11,,,,,,,,,,,,,1,352.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,1,813.01,2,1169.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,2040.82,,,,,,,,,,1,1388.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,50.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,1,40.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,53.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,49.63,,,,,,,,1,66.76,,,,,,,,,1,49.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67.70,,,,,2,135.41,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,109.65,,,1,109.65,,,,,,,,1,124.22,,,,,,,,,1,109.65,,,,,,,,,,,,,1,152.67,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,121.07,,,,,,,2,107.01,,,,,,,,1,120.19,,,,,,,,,,,,,2,192.86,,,,,,,,,1,96.43,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,219.30,,,,,,,2,106.38,,,,,,,,3,182.82,1,128.37,,,,,,,,,1,116.01,,,1,169.78,,,1,125.16,,,1,128.37,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,106.27,,,,,,,1,101.01,,,,,,,,3,187.27,2,155.40,,,1,148.15,,,1,163.40,,,1,106.27,,,,,,,,,2,212.54,1,126.42,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,164.47,,,,,,,,,,,,,,1,143.27,1,192.31,1,164.47,1,160.00,,,,,1,143.27,,,1,143.27,,,,,,,1,192.31,1,164.47,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,194.55,1,197.63,,,,,,,1,,,,194.55,,,1,214.13,,,3,216.61,,,,,,,,,,,,,,,1,214.13,,,1,214.13,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,285.71,,,,,1,245.70,,,,,,,,1,291.55,2,296.74,1,250.00,4,523.56,,,,,,,,,,,,,,,,,1,245.70,2,264.20,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,363.64,,,,,,,1,352.11,1,,,,352.11,,,,,2,1098.90,,,1,352.11,1,363.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,666.67,,,,,,,,,,,,,,,,1,571.43,2,719.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,60.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,76.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,89.53,1,61.54,,,,,,,,,,,,,1,48.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,194.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,145.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,96.99,,,,,,,1,136.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,2,113.96,,,1,101.83,,,,,,1,126.74,1,131.41,,,,,,,,,,,,,,,,,,,1,101.83,1,100.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,114.16,1,104.06,,,,,3,361.45,,,,,,1,145.77,4,165.22,,,1,120.48,,,,,,,,,2,136.99,2,121.43,,,3,182.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,144.09,,,,,,,1,208.77,,,,,,,,,,2,153.61,,,1,136.61,2,166.39,,,,,,,,,1,134.41,3,229.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,557.10,,,,,,,,,,,,,,,,1,278.55,2,407.33,1,166.67,,,,,,,1,228.31,1,228.31,,,,,,,,,1,166.67,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,3,578.03,,,1,258.40,,,,,,,,,,1,258.40,1,232.56,,,,,,,,,1,350.88,,,,,,,,,,,,,,,1,299.40,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,401.61,,,,,,1,335.57,,,1,476.19,,,,,,,,,,,,,,,1,335.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,724.64,,,,,,,1,675.68,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,1886.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2884.62,,,,,,,1,2857.14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,2,88.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,69.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,43.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,3,69.62,,,,,1,,,,77.82,,,,,,,,,,,,,,,,,,,1,53.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,45.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,62.54,,,1,62.89,,,,,,,,,,,,,,,,,,,,,,,2,69.54,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,101.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,139.08,,,,,,,,,1,,,,112.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,1,123.00,,,,,,,,,,,,,,,,,1,99.80,,,1,106.50,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,102.25,,,,,,,,,2,,,,113.44,,,,,1,128.21,3,117.97,2,149.48,,,,,,,,,,,1,139.66,,,,,3,170.16,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,149.70,,,,,,,,,3,,,,157.32,1,123.76,1,123.15,1,138.50,3,157.65,,,1,123.76,1,138.50,1,149.70,,,1,168.92,,,,,3,195.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,183.82,,,,,1,201.21,2,,,,202.02,,,,,,,3,293.54,3,195.57,,,,,1,239.23,1,183.82,,,1,239.23,,,1,239.23,,,2,173.46,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,332.23,,,,,1,253.81,,,2,,,,268.82,,,,,,,3,303.34,,,1,253.81,1,242.72,,,,,,,,,1,440.53,,,,,,,2,312.99,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,319.49,,,2,,,,364.96,,,,,,,2,367.65,1,393.70,,,,,,,,,,,,,,,,,1,319.49,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,740.74,,,,,,,,,,,,2,1098.90,1,558.66,,,1,549.45,,,,,,,1,549.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,1470.59,,,,,1,1030.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2564.10,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1985年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
