,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,1,42.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.48,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,1,33.11,,,1,39.90,,,,,,,,,,,,1,33.11,,,,,,,,,,,,,,,,,1,33.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,1,73.80,,,,,,,,,,,,2,46.23,,,,,,,,,,,,,,,,,1,87.64,,,,,1,26.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,2,60.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,1,65.53,,,,,,,,,,,,2,40.89,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.60,,,1,25.23,,,,,2,51.20,,,2,50.45,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,37.89,,,1,37.89,,,1,37.89,,,,,,,,,,,,,,,,,,,1,63.25,,,,,,,1,63.25,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,75.02,,,,,2,84.46,,,,,,,,2,53.59,1,54.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,4,65.27,,,,,1,98.23,1,79.55,,,1,98.23,,,1,79.55,,,,,,,,,,,,,,,,,1,59.77,,,4,85.32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,47.89,1,56.40,,,,,,,,,,,,1,56.40,,,,,,,2,121.51,,,,,,,,,,,,,,,,,,,,,1,56.40,,,,,,,1,60.75,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,41.83,,,,,,,,,,,,,,2,54.19,,,,,3,85.37,,,,,,,1,41.25,,,,,,,,,,,1,28.46,2,56.92,,,,,,,,,1,78.93,1,28.46,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,96.11,,,,,,,1,46.36,,,,,,2,78.90,,,1,46.36,,,1,46.36,,,,,3,81.34,,,,,,,,,,,2,96.11,1,88.50,,,,,,,,,4,149.64,,,,,1,264.55,,,,,,,,,,,,,,,,,,
,,,,60~64,1,130.04,1,161.03,,,,,3,165.38,,,,,,2,378.79,,,,,,,7,247.88,1,128.37,,,3,90.06,3,85.98,,,,,,,,,1,189.39,1,70.22,,,,,,,2,73.80,1,130.04,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,142.25,,,,,1,128.70,,,1,,,,128.70,,,,,,,3,196.98,3,196.98,,,,,3,192.31,,,,,2,257.40,,,,,,,1,448.43,,,,,,,3,191.82,1,106.95,1,106.95,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,292.40,,,,,,1,418.41,,,,,,,4,392.16,,,,,,,,,,,,,,,,,,,,,,,,,,,1,240.96,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,3,884.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1092.90,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他內分泌腺,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,28.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,84.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,23.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,29.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,53.82,,,,,1,,,,25.88,,,,,,,1,99.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,75.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,3,,,,64.42,1,106.27,,,,,,,,,,,,,1,192.68,3,137.61,,,,,,,,,,,,,1,52.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,76.39,,,,,,,1,68.59,,,,,,,,1,55.40,1,183.49,,,,,,,,,,,,,,,,,,,,,,,,,1,76.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,64.43,,,,,,,,,3,,,,95.24,,,3,193.30,1,60.86,,,,,,,,,,,,,1,56.12,2,125.16,,,3,187.73,,,,,1,56.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,58.41,,,,,,,,,6,,,,89.54,,,,,3,67.90,1,62.34,,,,,,,1,29.97,,,,,,,,,,,2,57.05,,,5,71.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,74.44,1,76.98,1,100.20,,,,,3,,,,72.31,,,2,69.16,2,73.23,3,76.90,3,131.06,,,3,59.76,,,2,49.63,,,1,43.69,,,,,1,76.98,1,76.98,3,83.61,1,100.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,83.72,,,,,,,,,6,,,,155.72,,,,,4,167.43,2,143.78,1,120.34,2,65.34,,,,,,,,,1,120.34,,,,,,,2,108.87,2,126.90,2,126.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,4,165.91,,,,,,,1,613.50,1,,,,160.51,,,,,2,143.68,5,226.14,2,143.68,,,,,1,446.43,,,,,,,1,236.41,,,,,1,122.10,1,103.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,925.93,1,,,,259.74,,,,,3,351.29,2,324.15,,,,,,,,,,,,,,,,,,,,,,,,,1,359.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,689.66,,,,,,,,,,3,872.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,2083.33,,,,,1,1190.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,3846.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,30.90,,,,,,,,1,30.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,27.42,,,1,22.74,,,,,,,,,,,,,,,,,,,,,,,,,1,94.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,2,31.29,,,,,,,,1,65.62,,,,,,,,,,,1,53.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,59.95,1,29.98,,,,,,,,,,,,1,63.98,,,,,,,3,74.28,,,,,,,1,63.98,,,,,,,,,,,,,,,2,36.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,53.13,,,,,,,,,,,,,,,,,,,,,,,2,96.85,,,,,,,1,110.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,1,54.73,1,171.82,,,,,,,1,171.82,,,,,,,2,146.95,1,94.07,,,1,54.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,124.46,1,61.27,1,94.16,,,1,87.49,,,,,,,,,,,,,,2,95.10,1,60.50,,,,,,,,,1,60.50,,,,,,,,,,,1,87.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,85.65,,,,,2,44.09,,,,,,,,2,38.32,,,,,,,,,,,2,38.32,1,62.66,,,,,,,,,,,,,1,71.53,,,5,54.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,2,57.19,,,1,91.32,,,,,,4,51.99,,,1,43.65,1,162.07,2,81.27,3,73.98,4,77.67,,,1,43.65,,,,,,,1,91.32,,,1,33.99,2,96.25,2,38.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,59.35,,,,,,,,,,,,,,3,156.90,,,,,1,116.82,3,118.20,5,124.91,3,146.84,1,59.45,,,,,,,1,59.35,,,,,,,1,59.45,1,118.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,2,111.61,,,,,1,123.15,,,6,378.07,4,254.29,1,210.53,1,102.04,,,1,102.04,,,2,204.08,,,,,2,111.61,,,1,123.15,1,595.24,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,185.87,,,,,,1,227.79,,,,,1,185.87,,,6,464.04,2,235.29,,,,,,,,,,,3,239.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,588.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1351.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,28.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,1,20.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,28.57,,,1,27.71,,,1,27.71,,,,,,,,,1,23.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,39.32,1,,,,66.80,1,66.80,,,,,,,,,,,,,,,,,,,,,1,39.32,,,1,25.56,3,34.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,59.63,,,,,,,,,2,,,,37.62,1,30.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,69.16,1,,,,69.16,,,1,50.13,,,,,,,,,,,,,,,,,1,69.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,55.34,1,55.34,3,,,,63.49,,,,,,,,,,,,,,,1,66.01,,,,,,,,,,,,,4,108.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,92.72,,,,,,,,,1,,,,88.97,,,,,,,1,62.58,,,,,,,,,,,,,,,,,,,,,2,132.71,1,174.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,35.49,,,1,201.21,,,,,2,,,,77.49,,,1,50.86,3,47.48,1,63.37,,,1,78.99,,,1,68.59,,,,,1,78.99,,,,,,,4,151.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,67.80,,,1,85.47,,,6,,,,72.60,,,,,1,31.57,5,79.13,1,31.57,1,67.80,,,,,1,31.57,1,156.74,1,79.49,,,,,,,2,57.00,1,67.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,54.59,,,,,,,,,2,,,,78.55,,,,,1,58.28,8,157.02,,,2,56.37,2,153.73,,,,,,,1,118.91,,,,,1,120.05,2,82.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,113.25,,,,,,,2,,,,135.41,,,,,2,164.34,2,137.65,,,1,96.43,1,113.25,1,96.43,1,96.43,1,168.35,2,192.86,1,166.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,167.50,,,,,1,581.40,,,3,,,,218.50,,,,,,,1,335.57,,,1,167.50,1,167.50,1,182.82,,,,,1,323.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
