,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,7.04,,,1,7.04,,,,,1,,,,7.04,,,,,,,,,,,,,1,7.04,,,1,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,29.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,22.64,,,,,,,,,,,,1,22.64,,,,,,,,,,,,,,,,,,,,,1,22.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,18.59,,,,,,,2,37.17,1,,,,18.59,1,18.59,2,37.17,,,4,74.35,,,1,18.59,,,,,,,,,,,1,18.59,,,,,1,18.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,15.02,,,,,,,7,105.15,,,,,,,,1,15.02,,,4,60.09,,,,,,,1,15.02,1,15.02,1,15.02,,,,,,,1,15.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,19.57,1,19.57,,,,,,1,19.57,2,39.15,,,4,78.29,3,58.72,1,19.57,,,1,19.57,,,,,,,,,,,,,1,19.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,62.38,1,31.19,1,31.19,,,3,93.57,,,,,,2,62.38,7,218.34,,,3,93.57,,,1,31.19,,,2,62.38,1,31.19,1,31.19,,,,,1,31.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,4,198.71,1,49.68,,,,,3,149.03,,,,,,1,49.68,3,149.03,1,49.68,2,99.35,2,99.35,,,,,,,1,49.68,,,1,49.68,2,99.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,2,229.10,3,343.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,1,279.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其他分界不明的部位,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,1,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,1,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,8.14,,,,,,,,,,,,1,8.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,8.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,8.00,,,2,,,,15.99,,,,,,,,,,,,,,,1,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,13.24,,,,,,,,,,,,,,,1,13.24,,,,,,,,,,,,,,,,,,,1,13.24,,,1,13.24,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,19.26,,,1,19.26,,,,,3,57.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,38.53,2,38.53,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,2,37.99,,,1,19.00,,,1,19.00,,,1,19.00,,,,,1,19.00,,,,,,,,,3,56.99,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,56.65,,,,,,,,,3,,,,42.49,,,,,,,2,28.32,1,14.16,2,28.32,1,14.16,2,28.32,2,28.32,1,14.16,,,,,2,28.32,1,14.16,2,28.32,2,28.32,,,,,1,14.16,,,1,14.16,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,3,,,,51.91,1,17.30,,,,,,,,,12,207.65,1,17.30,3,51.91,,,,,,,,,,,1,17.30,2,34.61,,,,,,,1,17.30,2,34.61,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,27.14,1,27.14,,,,,,,2,,,,54.27,,,,,,,,,1,27.14,2,54.27,,,4,108.55,2,54.27,1,27.14,,,,,1,27.14,1,27.14,,,,,,,,,2,54.27,2,54.27,1,27.14,1,27.14,,,,,,,,,,,,,,,,,,
,,,,65~69,2,87.34,1,43.67,2,87.34,,,,,,,,,,,,,,1,43.67,,,2,87.34,10,436.68,,,1,43.67,2,87.34,,,,,,,1,43.67,,,,,,,,,,,1,43.67,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,4,398.80,1,99.70,,,3,299.10,,,,,,,,,,,,,,,,,1,99.70,,,,,1,99.70,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,461.89,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,757.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,8.04,,,,,,,,,,,,,,,,,,,,,,,,2,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,2,16.20,2,16.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11.92,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,6.91,,,1,6.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.91,1,6.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,12.45,,,,,,,,,,,,,,,,,,,,1,12.45,,,,,,,,,,,,,,,,,,,,,,,1,12.45,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,2,34.35,,,,,3,,,,51.53,,,,,,,,,,,,,,,,,,,,,,,,,1,17.18,1,17.18,,,,,,,2,34.35,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,20.21,,,,,,,3,60.62,2,,,,40.41,1,20.21,1,20.21,,,4,80.82,,,,,,,,,,,,,1,20.21,,,,,,,,,,,,,1,20.21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,14.05,,,,,,,,,2,,,,28.10,,,1,14.05,,,3,42.15,,,3,42.15,3,42.15,,,,,1,14.05,,,,,,,1,14.05,1,14.05,,,1,14.05,1,14.05,2,28.10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,32.42,1,16.21,,,2,32.42,1,16.21,3,,,,48.63,,,,,,,4,64.84,,,5,81.05,1,16.21,1,16.21,,,,,,,1,16.21,2,32.42,,,,,,,,,1,16.21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,47.37,,,,,1,23.69,,,3,,,,71.06,,,1,23.69,5,118.43,6,142.11,2,47.37,4,94.74,1,23.69,,,,,1,23.69,,,,,,,,,,,,,,,4,94.74,2,47.37,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,38.70,1,38.70,,,,,1,38.70,3,,,,116.10,,,,,4,154.80,8,309.60,,,5,193.50,,,,,,,,,,,,,,,,,,,,,,,2,77.40,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,92.42,2,,,,184.84,,,,,,,1,92.42,,,1,92.42,2,184.84,,,,,,,,,1,92.42,,,,,,,,,,,1,92.42,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,2,380.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,606.06,,,1,606.06,,,,,,,,,,,,,,,,,,,,,1,606.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,2,10.45,,,,,,1,5.23,,,,,,,1,5.23,,,,,,,,,,,,,,,,,,,,,2,10.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12.18,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,1,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.68,,,,,,,,,,,,,,,,,1,7.68,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.68,,,,,,,,,,,,,,,,,,,,,,,,,1,7.68,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,5.84,1,5.84,,,,,,,,,,,,,,,,,,,,,,,,1,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,6.07,,,,,,,1,6.07,,,,,,1,6.07,2,12.14,1,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.07,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,3,33.80,,,,,,,1,11.27,,,,,,,,,,,,,1,11.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,16.22,1,16.22,,,,,,,,,,,,,,,,,1,16.22,,,,,,,,,,,1,16.22,,,1,16.22,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,20.81,,,,,,,,,,,,,,1,20.81,,,,,,,,,,,,,,,,,1,20.81,,,,,,,,,,,,,,,1,20.81,,,1,20.81,,,2,41.62,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,14.58,,,2,,,,29.15,,,,,,,,,1,14.58,2,29.15,4,58.30,1,14.58,,,1,14.58,,,,,1,14.58,,,,,,,,,,,,,,,,,3,43.73,,,1,14.58,1,14.58,,,,,,,,,,,,
,,,,55~59,1,15.68,,,1,15.68,1,15.68,,,1,,,,15.68,4,62.74,,,,,,,1,15.68,,,2,31.37,,,,,3,47.05,7,109.79,,,,,,,,,1,15.68,,,2,31.37,1,15.68,,,1,15.68,1,15.68,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,21.83,,,,,,,1,,,,21.83,2,43.66,,,,,,,,,,,5,109.15,,,,,5,109.15,1,21.83,,,,,,,,,,,,,3,65.49,,,,,,,1,21.83,,,1,21.83,,,,,,,,,,,,,,
,,,,65~69,,,1,38.76,,,,,,,,,,,,2,77.52,1,38.76,,,,,,,1,38.76,6,232.56,,,,,4,155.04,1,38.76,,,,,,,,,,,2,77.52,3,116.28,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,145.03,2,145.03,,,,,,2,145.03,,,,,1,72.52,,,,,2,145.03,,,,,3,217.55,1,72.52,,,,,,,,,,,,,,,,,,,3,217.55,,,,,,,2,145.03,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,705.47,,,,,,,1,176.37,,,,,,,,,,,,,,,,,,,2,352.73,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.34,,,,,1,5.34,,,,,,,,,,,,,1,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,1,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,1,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,7.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.36,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,2,,,,11.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,5.65,,,,,,,1,,,,5.65,,,,,1,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16.96,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,10.40,,,,,,,2,20.80,,,,,1,10.40,,,,,,,,,,,,,,,,,,,,,,,2,20.80,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,2,,,,29.89,1,14.94,,,1,14.94,,,,,,,,,,,,,,,,,,,1,14.94,,,,,,,1,14.94,,,2,29.89,,,,,1,14.94,,,,,,,,,,,,,,,,,,
,,,,45~49,1,20.93,,,,,,,,,7,,,,146.54,,,,,2,41.87,,,,,,,3,62.80,1,20.93,,,1,20.93,,,,,,,,,,,,,,,1,20.93,3,62.80,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,15.45,,,,,10,,,,154.54,,,1,15.45,4,61.81,2,30.91,,,,,2,30.91,,,,,,,,,,,,,,,,,,,,,1,15.45,,,1,15.45,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,14.63,1,14.63,1,14.63,7,,,,102.43,,,,,3,43.90,,,,,,,4,58.53,,,,,,,1,14.63,,,3,43.90,,,,,,,1,14.63,1,14.63,2,29.27,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,40.21,1,20.10,,,,,1,20.10,3,,,,60.31,,,,,3,60.31,11,221.15,1,20.10,1,20.10,4,80.42,4,80.42,,,1,20.10,,,,,2,40.21,1,20.10,1,20.10,,,,,3,60.31,1,20.10,,,,,1,20.10,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,35.74,4,,,,142.96,,,,,,,1,35.74,,,,,2,71.48,,,,,1,35.74,,,1,35.74,,,,,,,,,,,1,35.74,1,35.74,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,62.23,,,,,,,7,435.59,,,,,1,62.23,2,124.46,,,1,62.23,,,,,2,124.46,,,1,62.23,,,,,1,62.23,1,62.23,,,1,62.23,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,169.78,,,,,,,2,339.56,,,,,,,,,,,,,1,169.78,,,2,339.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,420.17,,,,,,,1,420.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,1,1428.57,,,,,1,1428.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
