,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,3,76.18,,,,,,,,,,,,1,20.05,1,66.36,,,,,,,,,,,,,,,2,132.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,1,30.23,,,,,,,,,,,,,1,63.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,1,30.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,2,64.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,72.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,1,57.94,,,,,,,,,,,,,,,,,1,33.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,91.74,,,,,,,,,,,,,,,,,,1,40.44,,,,,,,,,,,,,,,1,96.99,,,,,1,96.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,63.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,163.67,,,,,,,1,,,,79.87,,,,,,,,,,,2,360.36,,,,,,,,,,,,,,,1,96.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,65.88,,,1,77.70,,,,,2,,,,155.40,1,133.16,,,1,77.70,,,1,77.70,,,,,,,,,,,,,,,1,222.22,4,180.83,1,75.02,1,133.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,44.78,,,,,1,135.69,5,,,,100.10,,,1,108.23,1,108.23,,,5,132.52,2,55.17,,,,,,,5,215.89,,,,,1,135.69,1,44.78,1,213.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,176.99,1,114.55,,,,,3,,,,105.56,,,,,1,103.52,,,2,145.56,,,,,,,,,1,245.10,,,,,3,132.51,3,418.99,,,1,114.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,300.75,1,150.38,,,,,,,1,,,,150.38,,,1,158.23,2,732.60,,,9,443.35,1,298.51,1,158.23,,,,,,,,,1,207.90,,,2,415.80,,,,,1,158.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,505.05,,,,,,,,,1,,,,346.02,,,1,205.34,,,,,5,264.69,,,,,,,2,410.68,,,,,,,,,1,223.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,2,699.30,1,478.47,,,,,2,1503.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6666.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.86,,,,,,,1,115.47,1,19.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,1,75.53,,,,,,,,,,,,,,,,,1,37.50,,,,,,,,,3,143.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,1,29.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,28.43,,,,,,,,,,1,28.43,,,,,,,,,,,,,,,,,,,,,,,1,30.78,,,,,,,1,38.91,,,2,81.80,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54.67,,,,,,,,,,,,,,,,,,,,,1,54.67,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,31.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,204.08,1,86.96,,,,,,,,,,,,,,,1,41.70,,,,,,,,,,,1,33.46,1,86.96,,,,,,,,,2,37.13,1,165.56,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,2,98.09,1,93.55,,,1,93.55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,226.76,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,227.01,,,,,,,,,,,,,,3,111.57,1,71.48,,,2,359.07,,,1,99.30,3,185.76,,,,,,,,,,,1,61.92,,,1,99.30,,,,,,,,,,,1,70.03,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,84.82,,,,,2,81.40,,,2,,,,225.73,2,107.47,,,,,,,5,141.04,,,2,343.05,1,84.82,,,,,,,,,1,78.25,1,181.16,2,225.73,,,,,,,1,68.54,1,171.53,2,73.58,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,142.55,,,,,,,,,,,,,,,,,,,,2,97.09,1,127.71,,,4,87.89,3,76.96,,,,,,,,,,,1,62.03,1,218.82,,,2,87.49,,,1,71.28,,,3,85.15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,230.95,2,123.46,1,125.79,,,,,,,,2,75.90,,,1,174.22,2,97.28,4,169.06,,,6,132.68,2,146.09,,,1,190.11,,,,,,,1,54.35,1,103.95,,,,,,,,,,,1,190.11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,148.81,,,,,,,,,,,,,,,,1,166.11,,,1,250.00,6,236.59,,,6,366.30,3,215.67,1,101.32,,,,,,,,,2,148.70,,,,,,,,,,,,,2,133.42,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,293.26,,,,,,,,,,,,,,2,251.57,,,,,1,305.81,1,200.40,,,6,482.70,2,324.15,,,,,,,,,,,,,2,400.00,,,,,,,,,,,1,200.40,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,307.69,,,,,,,,,,,,,4,386.85,,,,,,,,,,,,,,,1,495.05,,,,,,,,,1,473.93,2,294.99,,,1,507.61,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,3,1666.67,2,1081.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,909.09,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,3,37.25,,,,,,,,,,,,1,65.36,,,,,1,19.29,2,53.76,,,,,,,,,,,,,,,1,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,2,26.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,1,39.18,,,,,,,,,,,,,,,,,,,1,27.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,2,70.00,,,,,,,,,,,,,,,,,,,,,,1,22.66,,,,,,,1,105.26,,,1,35.00,,,,,5,61.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,27.40,,,1,48.54,1,112.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.40,,,,,,,,,1,31.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,48.40,,,,,,,2,93.76,,,,,1,74.07,,,,,,,,,,,,,,,,,5,98.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,2,,,,262.12,,,,,,,,,3,323.97,,,,,1,178.25,,,,,,,1,56.37,,,,,2,103.90,,,1,131.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,70.62,,,,,,,1,76.39,,,,,,1,183.49,,,,,1,61.73,2,152.79,,,,,1,183.49,1,89.61,,,,,,,,,,,,,1,89.61,1,61.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,70.13,1,151.75,,,,,3,202.84,,,,,,2,64.39,1,121.95,,,2,54.76,6,203.74,,,,,3,66.92,3,78.04,,,,,1,57.84,,,,,,,,,3,117.69,1,73.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,4,93.50,,,,,1,190.48,1,84.60,,,,,,2,154.56,,,,,1,83.68,5,100.77,,,,,3,91.69,,,,,1,48.54,2,75.24,,,,,,,,,1,83.68,2,97.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,219.78,,,1,144.72,,,,,,4,188.06,,,2,192.68,,,4,163.47,,,,,6,205.76,2,256.74,,,4,230.81,,,,,,,,,2,265.96,5,182.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,346.02,,,,,,,,,,,,,,,,1,303.95,,,,,11,466.10,,,,,11,526.06,3,364.96,1,502.51,1,326.80,,,,,,,,,2,315.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,480.77,,,,,,,,1,769.23,,,,,,,,,,,,,5,607.53,,,,,,,,,2,961.54,,,,,2,606.06,,,1,467.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,512.82,,,,,1,666.67,4,670.02,,,,,,,,,,,,,,,,,,,,,,,1,1388.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,2,2898.55,,,,,2,1428.57,,,,,,,,,,,,,,,1,1492.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5882.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,胸腺、心臟與中隔,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,1,36.90,1,19.41,,,1,30.01,,,,,,,,,,,,,,,2,23.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,2,53.86,,,,,1,42.97,,,,,,,,,,,,,,,,,,,,,,,,,3,71.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,43.33,,,,,,,,,,,,,,1,25.48,,,,,,,,,,,,,,,,,,,,,,,1,43.33,,,1,31.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,2,78.13,,,1,53.73,,,,,,,1,49.58,,,,,,,,,,,,,,,,,,,1,53.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,2,53.79,,,,,,,,,1,49.00,,,,,,,,,,,,,,,,,,,2,90.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,43.42,,,,,,,,,,,,,,1,44.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,83.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,52.91,,,,,,,,,,,,,,,,,,,,1,396.83,,,,,2,84.42,1,52.91,,,,,,,,,2,120.55,,,,,,,,,,,3,113.77,1,53.02,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,75.64,,,1,278.55,,,1,106.04,,,,,,,,,,,,,,1,106.04,1,93.37,1,106.04,,,1,59.67,,,,,,,,,,,2,112.11,,,1,114.55,,,2,212.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,131.46,,,,,2,97.18,,,,,,,,3,82.58,,,1,44.09,1,114.68,,,5,73.71,4,198.02,,,1,44.09,,,,,,,,,3,95.97,,,,,,,,,2,107.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,44.78,,,,,,,,,,,,,,5,88.45,,,,,,,3,113.64,14,234.51,6,149.93,2,75.99,2,64.02,,,,,,,,,1,112.23,2,58.12,,,,,,,1,245.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,173.01,,,,,,,,,,,,3,143.40,,,,,,,,,8,215.11,5,188.11,4,129.58,,,,,1,127.23,,,2,395.26,3,183.49,2,346.02,,,,,3,168.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,2,166.67,,,,,1,444.44,1,151.52,8,311.16,7,323.18,,,,,1,151.52,,,,,,,,,,,,,,,4,243.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,398.41,,,,,,,1,,,,266.67,,,1,266.67,,,,,,,6,760.46,4,440.04,,,,,,,,,,,,,2,270.27,,,,,,,,,2,270.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,458.72,1,769.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,1639.34,,,,,,,,,,,,,,,,1,1612.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5555.56,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4000.00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他內分泌腺,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,16.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,2,45.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,110.74,,,,,,,,,,2,41.26,1,64.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,51.36,,,,,,,1,21.09,,,,,,,,,,,,,,,,,,,,,,,,,1,24.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,21.41,,,,,1,24.76,1,,,,42.18,,,,,,,,,,,,,,,1,45.13,,,,,,,,,,,,,,,,,,,,,,,,,2,31.62,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,2,77.01,,,,,2,64.31,,,,,,,,,,,,,,,,,,,,,,,,,3,73.82,,,1,65.32,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,87.34,,,,,,,,,,,,,,1,166.39,,,,,,,1,51.84,,,,,1,102.35,,,,,,,,,,,,,,,,,,,,,,,1,48.95,,,1,133.87,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,64.06,,,,,,,,,,,,,,4,95.81,,,,,,,1,115.34,1,96.71,,,1,107.87,1,63.29,1,76.16,,,,,,,2,101.99,,,,,,,,,,,,,2,119.90,,,,,,,,,,,,,,,,,,,,,,,,
