,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,379.75,,,,,,,,,,,,,,1,,126.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,211.42,,,,,,,1,211.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,258.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,1,1492.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,男性乳房,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,食道,,,腦,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,101.11,,,,,,,,,,,,,,,,,,,1,101.11,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,92.34,,,,,,,,,,,1,92.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,94.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,99.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,124.69,,,,,1,124.69,,,,,,1,,124.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,196.85,,,,,1,,,,196.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,248.76,,,,,,,,,1,,,,248.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,343.64,,,1,,,,343.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1985年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,喉,,結直腸癌,,,腎盂及其他泌尿系統,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,43.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,97.75,1,,97.75,,,,,1,,97.75,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,92.85,,,,,,,1,,,,92.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,97.75,,,,,,,1,,,,97.75,,,,,,,,,,,,,1,97.75,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,121.65,1,,121.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,169.49,,,,,,,1,169.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,343.64,1,343.64,1,343.64,,,,,,1,,343.64,1,343.64,1,343.64,,,,1,343.64,,,1,343.64,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,1282.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1986年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,,,,骨、關節及關節軟骨,,,結直腸癌,,腎盂及其他泌尿系統,,鼻咽,,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,,44.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,1,,95.88,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,98.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,93.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,95.15,,,,,,,,,,,,,1,95.15,,,3,,285.44,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,235.02,,,,,1,117.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,157.98,1,157.98,,,2,315.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,229.89,1,,,,229.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,,3,1027.40,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,671.14,,,,,,,,,,,,,1,671.14,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1987年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,其它淋巴瘤,,肺、支氣管及氣管,,胃,,,,,食道,,,喉,,結直腸癌,,腎盂及其他泌尿系統,,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,63.86,,,,,,,,,,,,,,,,1,63.86,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,66.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,54.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,99.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,198.41,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,1,,92.25,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,94.88,,,,,,,,,,,,,,,,
,,,,55~59,1,113.38,,,,,,,,,,,,,,1,,113.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,147.93,,,2,295.86,2,,,,295.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,222.72,,,2,445.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,315.46,1,315.46,,,,,1,315.46,,,,,,,,,1,315.46,,,,,,,,,,,,1,315.46,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,581.40,,,,,,1,581.40,,,,,,1,581.40,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1988年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,其它淋巴瘤,,,肺、支氣管及氣管,,胃,,食道,,,喉,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,91.07,,,,,,,,,,,1,91.07,,,,,,,,1,91.07,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,191.94,,,1,,,,95.97,1,,95.97,,,,,,,,1,95.97,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,110.38,,,,,,,,,1,110.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,134.41,,,2,268.82,,,1,134.41,,,,,,,,,1,134.41,,,1,,134.41,1,134.41,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,2,467.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,297.62,,,,,2,595.24,,,,,,,,,2,595.24,,,,,,,,1,297.62,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,1,543.48,,,,,,,,,,,,1,543.48,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,1,2941.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,食道,,喉,,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,1,69.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,88.50,1,88.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,88.50,,,,,,,,,,,,,,
,,,,40~44,,,,,1,107.87,,,1,107.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,93.28,2,,186.57,1,93.28,,,,,,1,93.28,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,97.37,,,,,,,1,97.37,,,,,,,,,,,,,,,,1,97.37,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,102.67,,,1,102.67,,,,,,,,,,,,,,,,,,,,,,1,102.67,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,2,268.82,,,,,,1,,134.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,221.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,288.18,,,,,,,,1,,288.18,,,1,288.18,1,,288.18,,,1,288.18,1,288.18,,,1,288.18,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,529.10,1,529.10,,,,,,,,,,1,529.10,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,1,1234.57,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,胰,,造血系統及網狀內皮系統,,結直腸癌,,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,30~34,1,67.02,,,1,67.02,,,,,,,,,,,,,,,,,,,,,,1,67.02,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,85.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,106.38,,,,,,,,,,,,,,,,,,2,212.77,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,96.15,,,,,1,96.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,100.10,,,,,1,100.10,,,,,,,,1,,100.10,,,1,100.10,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,131.93,,,,,,,1,131.93,1,,,,131.93,,,,,,,,,,,,,,,1,131.93,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,183.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,290.70,1,290.70,2,,,,581.40,,,,1,290.70,,,1,,290.70,,,,,1,290.70,,,,,,,,,,,,,,,,
,,,,75~79,,,1,487.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,1315.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
